STARTTIME,STOPTIME,STARTTIME_GMT,STOPTIME_GMT,STARTDATE,MARKET_RUN_ID,RESOURCE_TYPE,SCHEDULINGCOORDINATOR_SEQ,RESOURCEBID_SEQ,TIMEINTERVALSTART,TIMEINTERVALEND,TIMEINTERVALSTART_GMT,TIMEINTERVALEND_GMT,PRODUCTBID_DESC,PRODUCTBID_MRID,MARKETPRODUCT_DESC,MARKETPRODUCTTYPE,SELFSCHEDMW,SCH_BID_TIMEINTERVALSTART,SCH_BID_TIMEINTERVALSTOP,SCH_BID_TIMEINTERVALSTART_GMT,SCH_BID_TIMEINTERVALSTOP_GMT,SCH_BID_XAXISDATA,SCH_BID_Y1AXISDATA,SCH_BID_Y2AXISDATA,SCH_BID_CURVETYPE,MINEOHSTATEOFCHARGE,MAXEOHSTATEOFCHARGE
2025-07-01T16:00:00,2025-07-01T21:00:00,2025-07-01T23:00:00-00:00,2025-07-02T04:00:00-00:00,2025-07-01 00:00:00.0,DAM,GENERATOR,907664,149423,,,,,,,,EN,,2025-07-01T16:00:00,2025-07-01T21:00:00,2025-07-01T23:00:00-00:00,2025-07-02T04:00:00-00:00,0.01,750,,BIDPRICE,,
2025-07-01T16:00:00,2025-07-01T21:00:00,2025-07-01T23:00:00-00:00,2025-07-02T04:00:00-00:00,2025-07-01 00:00:00.0,DAM,GENERATOR,907664,149423,,,,,,,,EN,,2025-07-01T16:00:00,2025-07-01T21:00:00,2025-07-01T23:00:00-00:00,2025-07-02T04:00:00-00:00,0.11,750,,BIDPRICE,,
2025-07-01T17:00:00,2025-07-01T22:00:00,2025-07-02T00:00:00-00:00,2025-07-02T05:00:00-00:00,2025-07-01 00:00:00.0,DAM,GENERATOR,907664,141813,,,,,,,,EN,,2025-07-01T17:00:00,2025-07-01T22:00:00,2025-07-02T00:00:00-00:00,2025-07-02T05:00:00-00:00,0.01,750,,BIDPRICE,,
2025-07-01T17:00:00,2025-07-01T22:00:00,2025-07-02T00:00:00-00:00,2025-07-02T05:00:00-00:00,2025-07-01 00:00:00.0,DAM,GENERATOR,907664,141813,,,,,,,,EN,,2025-07-01T17:00:00,2025-07-01T22:00:00,2025-07-02T00:00:00-00:00,2025-07-02T05:00:00-00:00,0.1,750,,BIDPRICE,,
2025-07-01T16:00:00,2025-07-01T21:00:00,2025-07-01T23:00:00-00:00,2025-07-02T04:00:00-00:00,2025-07-01 00:00:00.0,DAM,GENERATOR,907664,494041,,,,,,,,EN,,2025-07-01T16:00:00,2025-07-01T21:00:00,2025-07-01T23:00:00-00:00,2025-07-02T04:00:00-00:00,0.01,750,,BIDPRICE,,
2025-07-01T16:00:00,2025-07-01T21:00:00,2025-07-01T23:00:00-00:00,2025-07-02T04:00:00-00:00,2025-07-01 00:00:00.0,DAM,GENERATOR,907664,494041,,,,,,,,EN,,2025-07-01T16:00:00,2025-07-01T21:00:00,2025-07-01T23:00:00-00:00,2025-07-02T04:00:00-00:00,0.17,750,,BIDPRICE,,
2025-07-01T16:00:00,2025-07-01T21:00:00,2025-07-01T23:00:00-00:00,2025-07-02T04:00:00-00:00,2025-07-01 00:00:00.0,DAM,GENERATOR,907664,935906,,,,,,,,EN,,2025-07-01T16:00:00,2025-07-01T21:00:00,2025-07-01T23:00:00-00:00,2025-07-02T04:00:00-00:00,0.01,750,,BIDPRICE,,
2025-07-01T16:00:00,2025-07-01T21:00:00,2025-07-01T23:00:00-00:00,2025-07-02T04:00:00-00:00,2025-07-01 00:00:00.0,DAM,GENERATOR,907664,935906,,,,,,,,EN,,2025-07-01T16:00:00,2025-07-01T21:00:00,2025-07-01T23:00:00-00:00,2025-07-02T04:00:00-00:00,0.19,750,,BIDPRICE,,
2025-07-01T16:00:00,2025-07-01T21:00:00,2025-07-01T23:00:00-00:00,2025-07-02T04:00:00-00:00,2025-07-01 00:00:00.0,DAM,GENERATOR,907664,584525,,,,,,,,EN,,2025-07-01T16:00:00,2025-07-01T21:00:00,2025-07-01T23:00:00-00:00,2025-07-02T04:00:00-00:00,0.01,750,,BIDPRICE,,
2025-07-01T16:00:00,2025-07-01T21:00:00,2025-07-01T23:00:00-00:00,2025-07-02T04:00:00-00:00,2025-07-01 00:00:00.0,DAM,GENERATOR,907664,584525,,,,,,,,EN,,2025-07-01T16:00:00,2025-07-01T21:00:00,2025-07-01T23:00:00-00:00,2025-07-02T04:00:00-00:00,0.15,750,,BIDPRICE,,
2025-07-01T05:00:00,2025-07-01T06:00:00,2025-07-01T12:00:00-00:00,2025-07-01T13:00:00-00:00,2025-07-01 00:00:00.0,DAM,GENERATOR,364174,905955,,,,,,,,EN,,2025-07-01T05:00:00,2025-07-01T06:00:00,2025-07-01T12:00:00-00:00,2025-07-01T13:00:00-00:00,0,0,,BIDPRICE,,
2025-07-01T05:00:00,2025-07-01T06:00:00,2025-07-01T12:00:00-00:00,2025-07-01T13:00:00-00:00,2025-07-01 00:00:00.0,DAM,GENERATOR,364174,905955,,,,,,,,EN,,2025-07-01T05:00:00,2025-07-01T06:00:00,2025-07-01T12:00:00-00:00,2025-07-01T13:00:00-00:00,0.05,0,,BIDPRICE,,
2025-07-01T06:00:00,2025-07-01T07:00:00,2025-07-01T13:00:00-00:00,2025-07-01T14:00:00-00:00,2025-07-01 00:00:00.0,DAM,GENERATOR,364174,905955,,,,,,,,EN,,2025-07-01T06:00:00,2025-07-01T07:00:00,2025-07-01T13:00:00-00:00,2025-07-01T14:00:00-00:00,0,0,,BIDPRICE,,
2025-07-01T06:00:00,2025-07-01T07:00:00,2025-07-01T13:00:00-00:00,2025-07-01T14:00:00-00:00,2025-07-01 00:00:00.0,DAM,GENERATOR,364174,905955,,,,,,,,EN,,2025-07-01T06:00:00,2025-07-01T07:00:00,2025-07-01T13:00:00-00:00,2025-07-01T14:00:00-00:00,22.14,0,,BIDPRICE,,
2025-07-01T07:00:00,2025-07-01T08:00:00,2025-07-01T14:00:00-00:00,2025-07-01T15:00:00-00:00,2025-07-01 00:00:00.0,DAM,GENERATOR,364174,905955,,,,,,,,EN,,2025-07-01T07:00:00,2025-07-01T08:00:00,2025-07-01T14:00:00-00:00,2025-07-01T15:00:00-00:00,0,0,,BIDPRICE,,
2025-07-01T07:00:00,2025-07-01T08:00:00,2025-07-01T14:00:00-00:00,2025-07-01T15:00:00-00:00,2025-07-01 00:00:00.0,DAM,GENERATOR,364174,905955,,,,,,,,EN,,2025-07-01T07:00:00,2025-07-01T08:00:00,2025-07-01T14:00:00-00:00,2025-07-01T15:00:00-00:00,60.52,0,,BIDPRICE,,
2025-07-01T08:00:00,2025-07-01T09:00:00,2025-07-01T15:00:00-00:00,2025-07-01T16:00:00-00:00,2025-07-01 00:00:00.0,DAM,GENERATOR,364174,905955,,,,,,,,EN,,2025-07-01T08:00:00,2025-07-01T09:00:00,2025-07-01T15:00:00-00:00,2025-07-01T16:00:00-00:00,0,0,,BIDPRICE,,
2025-07-01T08:00:00,2025-07-01T09:00:00,2025-07-01T15:00:00-00:00,2025-07-01T16:00:00-00:00,2025-07-01 00:00:00.0,DAM,GENERATOR,364174,905955,,,,,,,,EN,,2025-07-01T08:00:00,2025-07-01T09:00:00,2025-07-01T15:00:00-00:00,2025-07-01T16:00:00-00:00,76.3,0,,BIDPRICE,,
2025-07-01T09:00:00,2025-07-01T10:00:00,2025-07-01T16:00:00-00:00,2025-07-01T17:00:00-00:00,2025-07-01 00:00:00.0,DAM,GENERATOR,364174,905955,,,,,,,,EN,,2025-07-01T09:00:00,2025-07-01T10:00:00,2025-07-01T16:00:00-00:00,2025-07-01T17:00:00-00:00,0,0,,BIDPRICE,,
2025-07-01T09:00:00,2025-07-01T10:00:00,2025-07-01T16:00:00-00:00,2025-07-01T17:00:00-00:00,2025-07-01 00:00:00.0,DAM,GENERATOR,364174,905955,,,,,,,,EN,,2025-07-01T09:00:00,2025-07-01T10:00:00,2025-07-01T16:00:00-00:00,2025-07-01T17:00:00-00:00,79,0,,BIDPRICE,,
2025-07-01T10:00:00,2025-07-01T11:00:00,2025-07-01T17:00:00-00:00,2025-07-01T18:00:00-00:00,2025-07-01 00:00:00.0,DAM,GENERATOR,364174,905955,,,,,,,,EN,,2025-07-01T10:00:00,2025-07-01T11:00:00,2025-07-01T17:00:00-00:00,2025-07-01T18:00:00-00:00,0,0,,BIDPRICE,,
2025-07-01T10:00:00,2025-07-01T11:00:00,2025-07-01T17:00:00-00:00,2025-07-01T18:00:00-00:00,2025-07-01 00:00:00.0,DAM,GENERATOR,364174,905955,,,,,,,,EN,,2025-07-01T10:00:00,2025-07-01T11:00:00,2025-07-01T17:00:00-00:00,2025-07-01T18:00:00-00:00,80.78,0,,BIDPRICE,,
2025-07-01T11:00:00,2025-07-01T12:00:00,2025-07-01T18:00:00-00:00,2025-07-01T19:00:00-00:00,2025-07-01 00:00:00.0,DAM,GENERATOR,364174,905955,,,,,,,,EN,,2025-07-01T11:00:00,2025-07-01T12:00:00,2025-07-01T18:00:00-00:00,2025-07-01T19:00:00-00:00,0,0,,BIDPRICE,,
2025-07-01T11:00:00,2025-07-01T12:00:00,2025-07-01T18:00:00-00:00,2025-07-01T19:00:00-00:00,2025-07-01 00:00:00.0,DAM,GENERATOR,364174,905955,,,,,,,,EN,,2025-07-01T11:00:00,2025-07-01T12:00:00,2025-07-01T18:00:00-00:00,2025-07-01T19:00:00-00:00,82.64,0,,BIDPRICE,,
2025-07-01T12:00:00,2025-07-01T13:00:00,2025-07-01T19:00:00-00:00,2025-07-01T20:00:00-00:00,2025-07-01 00:00:00.0,DAM,GENERATOR,364174,905955,,,,,,,,EN,,2025-07-01T12:00:00,2025-07-01T13:00:00,2025-07-01T19:00:00-00:00,2025-07-01T20:00:00-00:00,0,0,,BIDPRICE,,
2025-07-01T12:00:00,2025-07-01T13:00:00,2025-07-01T19:00:00-00:00,2025-07-01T20:00:00-00:00,2025-07-01 00:00:00.0,DAM,GENERATOR,364174,905955,,,,,,,,EN,,2025-07-01T12:00:00,2025-07-01T13:00:00,2025-07-01T19:00:00-00:00,2025-07-01T20:00:00-00:00,83.7,0,,BIDPRICE,,
2025-07-01T13:00:00,2025-07-01T14:00:00,2025-07-01T20:00:00-00:00,2025-07-01T21:00:00-00:00,2025-07-01 00:00:00.0,DAM,GENERATOR,364174,905955,,,,,,,,EN,,2025-07-01T13:00:00,2025-07-01T14:00:00,2025-07-01T20:00:00-00:00,2025-07-01T21:00:00-00:00,0,0,,BIDPRICE,,
2025-07-01T13:00:00,2025-07-01T14:00:00,2025-07-01T20:00:00-00:00,2025-07-01T21:00:00-00:00,2025-07-01 00:00:00.0,DAM,GENERATOR,364174,905955,,,,,,,,EN,,2025-07-01T13:00:00,2025-07-01T14:00:00,2025-07-01T20:00:00-00:00,2025-07-01T21:00:00-00:00,83.87,0,,BIDPRICE,,
2025-07-01T14:00:00,2025-07-01T15:00:00,2025-07-01T21:00:00-00:00,2025-07-01T22:00:00-00:00,2025-07-01 00:00:00.0,DAM,GENERATOR,364174,905955,,,,,,,,EN,,2025-07-01T14:00:00,2025-07-01T15:00:00,2025-07-01T21:00:00-00:00,2025-07-01T22:00:00-00:00,0,0,,BIDPRICE,,
2025-07-01T14:00:00,2025-07-01T15:00:00,2025-07-01T21:00:00-00:00,2025-07-01T22:00:00-00:00,2025-07-01 00:00:00.0,DAM,GENERATOR,364174,905955,,,,,,,,EN,,2025-07-01T14:00:00,2025-07-01T15:00:00,2025-07-01T21:00:00-00:00,2025-07-01T22:00:00-00:00,83.78,0,,BIDPRICE,,
2025-07-01T15:00:00,2025-07-01T16:00:00,2025-07-01T22:00:00-00:00,2025-07-01T23:00:00-00:00,2025-07-01 00:00:00.0,DAM,GENERATOR,364174,905955,,,,,,,,EN,,2025-07-01T15:00:00,2025-07-01T16:00:00,2025-07-01T22:00:00-00:00,2025-07-01T23:00:00-00:00,0,0,,BIDPRICE,,
2025-07-01T15:00:00,2025-07-01T16:00:00,2025-07-01T22:00:00-00:00,2025-07-01T23:00:00-00:00,2025-07-01 00:00:00.0,DAM,GENERATOR,364174,905955,,,,,,,,EN,,2025-07-01T15:00:00,2025-07-01T16:00:00,2025-07-01T22:00:00-00:00,2025-07-01T23:00:00-00:00,83.28,0,,BIDPRICE,,
2025-07-01T16:00:00,2025-07-01T17:00:00,2025-07-01T23:00:00-00:00,2025-07-02T00:00:00-00:00,2025-07-01 00:00:00.0,DAM,GENERATOR,364174,905955,,,,,,,,EN,,2025-07-01T16:00:00,2025-07-01T17:00:00,2025-07-01T23:00:00-00:00,2025-07-02T00:00:00-00:00,0,0,,BIDPRICE,,
2025-07-01T16:00:00,2025-07-01T17:00:00,2025-07-01T23:00:00-00:00,2025-07-02T00:00:00-00:00,2025-07-01 00:00:00.0,DAM,GENERATOR,364174,905955,,,,,,,,EN,,2025-07-01T16:00:00,2025-07-01T17:00:00,2025-07-01T23:00:00-00:00,2025-07-02T00:00:00-00:00,81.65,0,,BIDPRICE,,
2025-07-01T17:00:00,2025-07-01T18:00:00,2025-07-02T00:00:00-00:00,2025-07-02T01:00:00-00:00,2025-07-01 00:00:00.0,DAM,GENERATOR,364174,905955,,,,,,,,EN,,2025-07-01T17:00:00,2025-07-01T18:00:00,2025-07-02T00:00:00-00:00,2025-07-02T01:00:00-00:00,0,0,,BIDPRICE,,
2025-07-01T17:00:00,2025-07-01T18:00:00,2025-07-02T00:00:00-00:00,2025-07-02T01:00:00-00:00,2025-07-01 00:00:00.0,DAM,GENERATOR,364174,905955,,,,,,,,EN,,2025-07-01T17:00:00,2025-07-01T18:00:00,2025-07-02T00:00:00-00:00,2025-07-02T01:00:00-00:00,77.03,0,,BIDPRICE,,
2025-07-01T18:00:00,2025-07-01T19:00:00,2025-07-02T01:00:00-00:00,2025-07-02T02:00:00-00:00,2025-07-01 00:00:00.0,DAM,GENERATOR,364174,905955,,,,,,,,EN,,2025-07-01T18:00:00,2025-07-01T19:00:00,2025-07-02T01:00:00-00:00,2025-07-02T02:00:00-00:00,0,0,,BIDPRICE,,
2025-07-01T18:00:00,2025-07-01T19:00:00,2025-07-02T01:00:00-00:00,2025-07-02T02:00:00-00:00,2025-07-01 00:00:00.0,DAM,GENERATOR,364174,905955,,,,,,,,EN,,2025-07-01T18:00:00,2025-07-01T19:00:00,2025-07-02T01:00:00-00:00,2025-07-02T02:00:00-00:00,54.9,0,,BIDPRICE,,
2025-07-01T19:00:00,2025-07-01T20:00:00,2025-07-02T02:00:00-00:00,2025-07-02T03:00:00-00:00,2025-07-01 00:00:00.0,DAM,GENERATOR,364174,905955,,,,,,,,EN,,2025-07-01T19:00:00,2025-07-01T20:00:00,2025-07-02T02:00:00-00:00,2025-07-02T03:00:00-00:00,0,0,,BIDPRICE,,
2025-07-01T19:00:00,2025-07-01T20:00:00,2025-07-02T02:00:00-00:00,2025-07-02T03:00:00-00:00,2025-07-01 00:00:00.0,DAM,GENERATOR,364174,905955,,,,,,,,EN,,2025-07-01T19:00:00,2025-07-01T20:00:00,2025-07-02T02:00:00-00:00,2025-07-02T03:00:00-00:00,17,0,,BIDPRICE,,
2025-07-01T20:00:00,2025-07-01T21:00:00,2025-07-02T03:00:00-00:00,2025-07-02T04:00:00-00:00,2025-07-01 00:00:00.0,DAM,GENERATOR,364174,905955,,,,,,,,EN,,2025-07-01T20:00:00,2025-07-01T21:00:00,2025-07-02T03:00:00-00:00,2025-07-02T04:00:00-00:00,0,0,,BIDPRICE,,
2025-07-01T20:00:00,2025-07-01T21:00:00,2025-07-02T03:00:00-00:00,2025-07-02T04:00:00-00:00,2025-07-01 00:00:00.0,DAM,GENERATOR,364174,905955,,,,,,,,EN,,2025-07-01T20:00:00,2025-07-01T21:00:00,2025-07-02T03:00:00-00:00,2025-07-02T04:00:00-00:00,0.02,0,,BIDPRICE,,
2025-07-01T08:00:00,2025-07-01T10:00:00,2025-07-01T15:00:00-00:00,2025-07-01T17:00:00-00:00,2025-07-01 00:00:00.0,DAM,GENERATOR,665097,141739,,,,,,,,EN,,2025-07-01T08:00:00,2025-07-01T10:00:00,2025-07-01T15:00:00-00:00,2025-07-01T17:00:00-00:00,0,949,,BIDPRICE,,
2025-07-01T08:00:00,2025-07-01T10:00:00,2025-07-01T15:00:00-00:00,2025-07-01T17:00:00-00:00,2025-07-01 00:00:00.0,DAM,GENERATOR,665097,141739,,,,,,,,EN,,2025-07-01T08:00:00,2025-07-01T10:00:00,2025-07-01T15:00:00-00:00,2025-07-01T17:00:00-00:00,0.54,949,,BIDPRICE,,
2025-07-01T10:00:00,2025-07-01T13:00:00,2025-07-01T17:00:00-00:00,2025-07-01T20:00:00-00:00,2025-07-01 00:00:00.0,DAM,GENERATOR,665097,141739,,,,,,,,EN,,2025-07-01T10:00:00,2025-07-01T13:00:00,2025-07-01T17:00:00-00:00,2025-07-01T20:00:00-00:00,0,949,,BIDPRICE,,
2025-07-01T10:00:00,2025-07-01T13:00:00,2025-07-01T17:00:00-00:00,2025-07-01T20:00:00-00:00,2025-07-01 00:00:00.0,DAM,GENERATOR,665097,141739,,,,,,,,EN,,2025-07-01T10:00:00,2025-07-01T13:00:00,2025-07-01T17:00:00-00:00,2025-07-01T20:00:00-00:00,1.09,949,,BIDPRICE,,
2025-07-01T13:00:00,2025-07-01T14:00:00,2025-07-01T20:00:00-00:00,2025-07-01T21:00:00-00:00,2025-07-01 00:00:00.0,DAM,GENERATOR,665097,141739,,,,,,,,EN,,2025-07-01T13:00:00,2025-07-01T14:00:00,2025-07-01T20:00:00-00:00,2025-07-01T21:00:00-00:00,0,949,,BIDPRICE,,
2025-07-01T13:00:00,2025-07-01T14:00:00,2025-07-01T20:00:00-00:00,2025-07-01T21:00:00-00:00,2025-07-01 00:00:00.0,DAM,GENERATOR,665097,141739,,,,,,,,EN,,2025-07-01T13:00:00,2025-07-01T14:00:00,2025-07-01T20:00:00-00:00,2025-07-01T21:00:00-00:00,1.63,949,,BIDPRICE,,
2025-07-01T14:00:00,2025-07-01T15:00:00,2025-07-01T21:00:00-00:00,2025-07-01T22:00:00-00:00,2025-07-01 00:00:00.0,DAM,GENERATOR,665097,141739,,,,,,,,EN,,2025-07-01T14:00:00,2025-07-01T15:00:00,2025-07-01T21:00:00-00:00,2025-07-01T22:00:00-00:00,0,949,,BIDPRICE,,
2025-07-01T14:00:00,2025-07-01T15:00:00,2025-07-01T21:00:00-00:00,2025-07-01T22:00:00-00:00,2025-07-01 00:00:00.0,DAM,GENERATOR,665097,141739,,,,,,,,EN,,2025-07-01T14:00:00,2025-07-01T15:00:00,2025-07-01T21:00:00-00:00,2025-07-01T22:00:00-00:00,1.09,949,,BIDPRICE,,
2025-07-01T15:00:00,2025-07-01T16:00:00,2025-07-01T22:00:00-00:00,2025-07-01T23:00:00-00:00,2025-07-01 00:00:00.0,DAM,GENERATOR,665097,141739,,,,,,,,EN,,2025-07-01T15:00:00,2025-07-01T16:00:00,2025-07-01T22:00:00-00:00,2025-07-01T23:00:00-00:00,0,949,,BIDPRICE,,
2025-07-01T15:00:00,2025-07-01T16:00:00,2025-07-01T22:00:00-00:00,2025-07-01T23:00:00-00:00,2025-07-01 00:00:00.0,DAM,GENERATOR,665097,141739,,,,,,,,EN,,2025-07-01T15:00:00,2025-07-01T16:00:00,2025-07-01T22:00:00-00:00,2025-07-01T23:00:00-00:00,1.63,949,,BIDPRICE,,
2025-07-01T16:00:00,2025-07-01T19:00:00,2025-07-01T23:00:00-00:00,2025-07-02T02:00:00-00:00,2025-07-01 00:00:00.0,DAM,GENERATOR,665097,141739,,,,,,,,EN,,2025-07-01T16:00:00,2025-07-01T19:00:00,2025-07-01T23:00:00-00:00,2025-07-02T02:00:00-00:00,0,949,,BIDPRICE,,
2025-07-01T16:00:00,2025-07-01T19:00:00,2025-07-01T23:00:00-00:00,2025-07-02T02:00:00-00:00,2025-07-01 00:00:00.0,DAM,GENERATOR,665097,141739,,,,,,,,EN,,2025-07-01T16:00:00,2025-07-01T19:00:00,2025-07-01T23:00:00-00:00,2025-07-02T02:00:00-00:00,1.09,949,,BIDPRICE,,
2025-07-01T19:00:00,2025-07-01T20:00:00,2025-07-02T02:00:00-00:00,2025-07-02T03:00:00-00:00,2025-07-01 00:00:00.0,DAM,GENERATOR,665097,141739,,,,,,,,EN,,2025-07-01T19:00:00,2025-07-01T20:00:00,2025-07-02T02:00:00-00:00,2025-07-02T03:00:00-00:00,0,949,,BIDPRICE,,
2025-07-01T19:00:00,2025-07-01T20:00:00,2025-07-02T02:00:00-00:00,2025-07-02T03:00:00-00:00,2025-07-01 00:00:00.0,DAM,GENERATOR,665097,141739,,,,,,,,EN,,2025-07-01T19:00:00,2025-07-01T20:00:00,2025-07-02T02:00:00-00:00,2025-07-02T03:00:00-00:00,0.54,949,,BIDPRICE,,
2025-07-01T20:00:00,2025-07-01T22:00:00,2025-07-02T03:00:00-00:00,2025-07-02T05:00:00-00:00,2025-07-01 00:00:00.0,DAM,GENERATOR,665097,141739,,,,,,,,EN,,2025-07-01T20:00:00,2025-07-01T22:00:00,2025-07-02T03:00:00-00:00,2025-07-02T05:00:00-00:00,0,949,,BIDPRICE,,
2025-07-01T20:00:00,2025-07-01T22:00:00,2025-07-02T03:00:00-00:00,2025-07-02T05:00:00-00:00,2025-07-01 00:00:00.0,DAM,GENERATOR,665097,141739,,,,,,,,EN,,2025-07-01T20:00:00,2025-07-01T22:00:00,2025-07-02T03:00:00-00:00,2025-07-02T05:00:00-00:00,0.55,949,,BIDPRICE,,
2025-07-01T08:00:00,2025-07-01T18:00:00,2025-07-01T15:00:00-00:00,2025-07-02T01:00:00-00:00,2025-07-01 00:00:00.0,DAM,GENERATOR,529242,619887,,,,,,,,EN,,2025-07-01T08:00:00,2025-07-01T18:00:00,2025-07-01T15:00:00-00:00,2025-07-02T01:00:00-00:00,0,56.64,,BIDPRICE,,
2025-07-01T08:00:00,2025-07-01T18:00:00,2025-07-01T15:00:00-00:00,2025-07-02T01:00:00-00:00,2025-07-01 00:00:00.0,DAM,GENERATOR,529242,619887,,,,,,,,EN,,2025-07-01T08:00:00,2025-07-01T18:00:00,2025-07-01T15:00:00-00:00,2025-07-02T01:00:00-00:00,8.19,56.64,,BIDPRICE,,
2025-07-01T18:00:00,2025-07-01T21:00:00,2025-07-02T01:00:00-00:00,2025-07-02T04:00:00-00:00,2025-07-01 00:00:00.0,DAM,GENERATOR,529242,619887,,,,,,,,EN,,2025-07-01T18:00:00,2025-07-01T21:00:00,2025-07-02T01:00:00-00:00,2025-07-02T04:00:00-00:00,0,96.24,,BIDPRICE,,
2025-07-01T18:00:00,2025-07-01T21:00:00,2025-07-02T01:00:00-00:00,2025-07-02T04:00:00-00:00,2025-07-01 00:00:00.0,DAM,GENERATOR,529242,619887,,,,,,,,EN,,2025-07-01T18:00:00,2025-07-01T21:00:00,2025-07-02T01:00:00-00:00,2025-07-02T04:00:00-00:00,4.82,96.24,,BIDPRICE,,
2025-07-01T11:00:00,2025-07-01T12:00:00,2025-07-01T18:00:00-00:00,2025-07-01T19:00:00-00:00,2025-07-01 00:00:00.0,DAM,GENERATOR,316786,705142,,,,,,,,EN,,2025-07-01T11:00:00,2025-07-01T12:00:00,2025-07-01T18:00:00-00:00,2025-07-01T19:00:00-00:00,57.87,0,,BIDPRICE,,
2025-07-01T12:00:00,2025-07-01T13:00:00,2025-07-01T19:00:00-00:00,2025-07-01T20:00:00-00:00,2025-07-01 00:00:00.0,DAM,GENERATOR,316786,705142,,,,,,,,EN,,2025-07-01T12:00:00,2025-07-01T13:00:00,2025-07-01T19:00:00-00:00,2025-07-01T20:00:00-00:00,0,0,,BIDPRICE,,
2025-07-01T12:00:00,2025-07-01T13:00:00,2025-07-01T19:00:00-00:00,2025-07-01T20:00:00-00:00,2025-07-01 00:00:00.0,DAM,GENERATOR,316786,705142,,,,,,,,EN,,2025-07-01T12:00:00,2025-07-01T13:00:00,2025-07-01T19:00:00-00:00,2025-07-01T20:00:00-00:00,57.5,0,,BIDPRICE,,
2025-07-01T13:00:00,2025-07-01T14:00:00,2025-07-01T20:00:00-00:00,2025-07-01T21:00:00-00:00,2025-07-01 00:00:00.0,DAM,GENERATOR,316786,705142,,,,,,,,EN,,2025-07-01T13:00:00,2025-07-01T14:00:00,2025-07-01T20:00:00-00:00,2025-07-01T21:00:00-00:00,0,0,,BIDPRICE,,
2025-07-01T13:00:00,2025-07-01T14:00:00,2025-07-01T20:00:00-00:00,2025-07-01T21:00:00-00:00,2025-07-01 00:00:00.0,DAM,GENERATOR,316786,705142,,,,,,,,EN,,2025-07-01T13:00:00,2025-07-01T14:00:00,2025-07-01T20:00:00-00:00,2025-07-01T21:00:00-00:00,57.24,0,,BIDPRICE,,
2025-07-01T14:00:00,2025-07-01T15:00:00,2025-07-01T21:00:00-00:00,2025-07-01T22:00:00-00:00,2025-07-01 00:00:00.0,DAM,GENERATOR,316786,705142,,,,,,,,EN,,2025-07-01T14:00:00,2025-07-01T15:00:00,2025-07-01T21:00:00-00:00,2025-07-01T22:00:00-00:00,0,0,,BIDPRICE,,
2025-07-01T14:00:00,2025-07-01T15:00:00,2025-07-01T21:00:00-00:00,2025-07-01T22:00:00-00:00,2025-07-01 00:00:00.0,DAM,GENERATOR,316786,705142,,,,,,,,EN,,2025-07-01T14:00:00,2025-07-01T15:00:00,2025-07-01T21:00:00-00:00,2025-07-01T22:00:00-00:00,56.9,0,,BIDPRICE,,
2025-07-01T15:00:00,2025-07-01T16:00:00,2025-07-01T22:00:00-00:00,2025-07-01T23:00:00-00:00,2025-07-01 00:00:00.0,DAM,GENERATOR,316786,705142,,,,,,,,EN,,2025-07-01T15:00:00,2025-07-01T16:00:00,2025-07-01T22:00:00-00:00,2025-07-01T23:00:00-00:00,0,0,,BIDPRICE,,
2025-07-01T15:00:00,2025-07-01T16:00:00,2025-07-01T22:00:00-00:00,2025-07-01T23:00:00-00:00,2025-07-01 00:00:00.0,DAM,GENERATOR,316786,705142,,,,,,,,EN,,2025-07-01T15:00:00,2025-07-01T16:00:00,2025-07-01T22:00:00-00:00,2025-07-01T23:00:00-00:00,56.15,0,,BIDPRICE,,
2025-07-01T16:00:00,2025-07-01T17:00:00,2025-07-01T23:00:00-00:00,2025-07-02T00:00:00-00:00,2025-07-01 00:00:00.0,DAM,GENERATOR,316786,705142,,,,,,,,EN,,2025-07-01T16:00:00,2025-07-01T17:00:00,2025-07-01T23:00:00-00:00,2025-07-02T00:00:00-00:00,0,0,,BIDPRICE,,
2025-07-01T16:00:00,2025-07-01T17:00:00,2025-07-01T23:00:00-00:00,2025-07-02T00:00:00-00:00,2025-07-01 00:00:00.0,DAM,GENERATOR,316786,705142,,,,,,,,EN,,2025-07-01T16:00:00,2025-07-01T17:00:00,2025-07-01T23:00:00-00:00,2025-07-02T00:00:00-00:00,54.82,0,,BIDPRICE,,
2025-07-01T17:00:00,2025-07-01T18:00:00,2025-07-02T00:00:00-00:00,2025-07-02T01:00:00-00:00,2025-07-01 00:00:00.0,DAM,GENERATOR,316786,705142,,,,,,,,EN,,2025-07-01T17:00:00,2025-07-01T18:00:00,2025-07-02T00:00:00-00:00,2025-07-02T01:00:00-00:00,0,0,,BIDPRICE,,
2025-07-01T17:00:00,2025-07-01T18:00:00,2025-07-02T00:00:00-00:00,2025-07-02T01:00:00-00:00,2025-07-01 00:00:00.0,DAM,GENERATOR,316786,705142,,,,,,,,EN,,2025-07-01T17:00:00,2025-07-01T18:00:00,2025-07-02T00:00:00-00:00,2025-07-02T01:00:00-00:00,49.61,0,,BIDPRICE,,
