"RESOURCE ID","RESOURCE NAME","RESOURCE PMAX MW","RESOURCEBID_SEQ","seq_max_mw","rank","n_matches","mean_pct_err","score","confidence"
"ESCNDO_6_EB1BT1","Escondido BESS 1",10,104183,9.12,4,7,0.016955266955267,6.88131313131313,NA
"ESCNDO_6_EB1BT1","Escondido BESS 1",10,186392,10.5,5,7,0.0244861471861472,6.82859696969697,NA
"ESCNDO_6_EB2BT2","Escondido BESS 2",10,193527,9.5,1,15,0.00727272727272729,14.8909090909091,0.462759462759463
"ESCNDO_6_EB2BT2","Escondido BESS 2",10,196445,10.5,2,8,0,8,NA
"ESCNDO_6_EB2BT2","Escondido BESS 2",10,186392,10.5,3,7,0.0201251526251526,6.85912393162393,NA
"ESCNDO_6_EB2BT2","Escondido BESS 2",10,376549,10,4,7,0.0325273267201618,6.77230871295887,NA
"ESCNDO_6_EB2BT2","Escondido BESS 2",10,779880,10.92,5,7,0.0342596516867617,6.76018243819267,NA
"ESCNDO_6_EB3BT3","Escondido BESS 3",10,882665,9.84,1,15,0.0225661946193662,14.6615070807095,0.0732082585435031
"ESCNDO_6_EB3BT3","Escondido BESS 3",10,566935,10,2,14,0.0294168800208912,13.5881636797075,NA
"ESCNDO_6_EB3BT3","Escondido BESS 3",10,193527,9.5,3,13,0.0276693455797934,12.6402985074627,NA
"ESCNDO_6_EB3BT3","Escondido BESS 3",10,749304,9.8,4,10,0.0202386120823621,9.79761387917638,NA
"ESCNDO_6_EB3BT3","Escondido BESS 3",10,153153,10,5,10,0.030283143939394,9.69716856060606,NA
"ESCNDO_6_UNITB1","CalPeak Power Enterprise Unit 1",48.04,917872,47.1,1,2,0.0274,1.9452,1
"ETIWND_2_FONTNA","FONTANALYTLE CREEK POWERHOUSE P",2.56,190607,2.5,1,3,0.029126213592233,2.9126213592233,1
"ETIWND_6_GRPLND","Grapeland Peaker",45.64,156192,45.3,1,3,0.00413275920988808,2.98760172237034,0
"ETIWND_6_GRPLND","Grapeland Peaker",45.64,932153,45.3,2,3,0.00413275920988808,2.98760172237034,NA
"ETIWND_6_GRPLND","Grapeland Peaker",45.64,951689,45.3,3,3,0.00413275920988808,2.98760172237034,NA
"ETIWND_6_GRPLND","Grapeland Peaker",45.64,288377,45.42,4,3,0.0050267091239099,2.98491987262827,NA
"ETIWND_6_GRPLND","Grapeland Peaker",45.64,163688,45,5,3,0.00514128704904122,2.98457613885288,NA
"EXCHEC_7_UNIT 1","EXCHEQUER HYDRO",94.5,140162,94.5,1,2,0,2,1
"FMEADO_7_UNIT","FRENCH MEADOWS HYDRO",16,159739,15,1,2,0.0191666666666667,1.96166666666667,0.00594732370433304
"FMEADO_7_UNIT","FRENCH MEADOWS HYDRO",16,379476,17,2,2,0.0250000000000001,1.95,NA
"GARLND_2_GARBT1","Garland B BESS",88,131086,80,1,3,0.0287859547859548,2.91364213564214,0.00317888085802265
"GARLND_2_GARBT1","Garland B BESS",88,954013,85,2,3,0.0318733285233285,2.90438001443001,NA
"GARLND_2_GARBT1","Garland B BESS",88,643444,80,3,2,0.00528658008658007,1.98942683982684,NA
"GARLND_2_GARBT1","Garland B BESS",88,130239,82,4,2,0.0194805194805195,1.96103896103896,NA
"GARLND_2_GARBT1","Garland B BESS",88,196140,85,5,2,0.0194805194805195,1.96103896103896,NA
"GARLND_2_GASLR","Garland B",180,106183,179,1,7,0.0204785600981143,6.8566500793132,0.576962535938809
"GARLND_2_GASLR","Garland B",180,961257,165,2,3,0.0331267128307933,2.90061986150762,NA
"GARLND_2_GASLR","Garland B",180,856960,180,3,2,0.0278383633563188,1.94432327328736,NA
"GARLND_2_GASLR","Garland B",180,100651,179.5,4,2,0.029590236585532,1.94081952682894,NA
"GARLND_2_GASLR","Garland B",180,137023,167,5,2,0.0306811208836163,1.93863775823277,NA
"GARNET_1_WIND","GARNET WIND ENERGY CENTER",6.5,155043,6.16,1,2,0.00649350649350644,1.98701298701299,0.0159753645047763
"GARNET_1_WIND","GARNET WIND ENERGY CENTER",6.5,188719,6.86,2,2,0.0223651348651349,1.95526973026973,NA
"GARNET_1_WIND","GARNET WIND ENERGY CENTER",6.5,133202,5.96,3,2,0.0300714285714286,1.93985714285714,NA
"GARNET_1_WIND","GARNET WIND ENERGY CENTER",6.5,181860,6,4,2,0.0398886827458257,1.92022263450835,NA
"GARNET_2_COAWD2","Coachella 2",10.8,442155,10.5,1,5,0.0168400634808677,4.91579968259566,0.209111290467223
"GARNET_2_COAWD2","Coachella 2",10.8,184635,11.5,2,4,0.02803738317757,3.88785046728972,NA
"GARNET_2_COAWD2","Coachella 2",10.8,101363,11,3,4,0.046728971962617,3.81308411214953,NA
"GARNET_2_COAWD2","Coachella 2",10.8,346252,10.62,4,3,0.00561335449362257,2.98315993651913,NA
"GARNET_2_COAWD2","Coachella 2",10.8,294553,11.2,5,2,0.0336448598130841,1.93271028037383,NA
"GARNET_2_WIND1","Phoenix",11.2,186392,10.5,1,2,0.0195395305016881,1.96092093899662,1
"GARNET_2_WIND3","San Gorgonio East",12.6,858482,13.4,1,4,0.0329744279946165,3.86810228802153,0.231732776617954
"GARNET_2_WIND3","San Gorgonio East",12.6,434639,11.72,2,3,0.00942126514131902,2.97173620457604,NA
"GARNET_2_WIND4","Windustries",9.8,916013,10,1,3,0.0184062590553464,2.94478122283396,0.0118006264140045
"GARNET_2_WIND4","Windustries",9.8,209856,10,2,3,0.0299896800825594,2.91003095975232,NA
"GARNET_2_WIND4","Windustries",9.8,196445,10.5,3,2,0,2,NA
"GARNET_2_WIND4","Windustries",9.8,284463,10,4,2,0.00764705882352935,1.98470588235294,NA
"GARNET_2_WIND4","Windustries",9.8,153153,10,5,2,0.0141176470588235,1.97176470588235,NA
"GARNET_2_WIND5","Eastwind",3,127538,3,1,2,0.0238095238095237,1.95238095238095,0.00243902439024402
"GARNET_2_WIND5","Eastwind",3,133919,2.73,2,2,0.0261904761904762,1.94761904761905,NA
"GATWAY_2_PL1X3","GATEWAY GENERATING STATION",585,140969,555,1,7,0.0397672553784949,6.72162921235054,0
"GATWAY_2_PL1X3","GATEWAY GENERATING STATION",585,435045,555,2,7,0.0397672553784949,6.72162921235054,NA
"GATWAY_2_PL1X3","GATEWAY GENERATING STATION",585,844371,551.7,3,7,0.0403802222770166,6.71733844406088,NA
"GATWAY_2_PL1X3","GATEWAY GENERATING STATION",585,445404,580,4,4,0,4,NA
"GATWAY_2_PL1X3","GATEWAY GENERATING STATION",585,304325,585,5,4,0.00862068965517241,3.96551724137931,NA
"GEYS13_7_UNIT13","GEYSERS UNIT 13 (HEALDSBURG)",73,798391,75,1,2,0.0400641025641026,1.9198717948718,1
"GEYS18_7_UNIT18","GEYSERS UNIT 18 (HEALDSBURG)",72,798391,75,1,2,0.0208333333333333,1.95833333333333,1
"GLNARM_7_UNIT 1","GLEN ARM UNIT 1",22.13,190023,24,1,2,0.0138888888888889,1.97222222222222,1
"GLNARM_7_UNIT 4","GLEN ARM UNIT 4",42.42,174755,40,1,2,0.0100591715976332,1.97988165680473,0.0094142259414226
"GLNARM_7_UNIT 4","GLEN ARM UNIT 4",42.42,617807,40,2,2,0.0193786982248522,1.9612426035503,NA
"GLNARM_7_UNIT 4","GLEN ARM UNIT 4",42.42,189802,42.96,3,2,0.0285502958579882,1.94289940828402,NA
"GYS5X6_7_UNITS","GEYSERS UNITS 5 & 6 AGGREGATE",98.43,181382,100,1,6,0.0226821619826971,5.86390702810382,0.329798083380605
"GYS5X6_7_UNITS","GEYSERS UNITS 5 & 6 AGGREGATE",98.43,139204,100,2,4,0.0174995677217203,3.93000172911312,NA
"GYS5X6_7_UNITS","GEYSERS UNITS 5 & 6 AGGREGATE",98.43,187185,94.55,3,4,0.0248572913588855,3.90057083456446,NA
"GYS5X6_7_UNITS","GEYSERS UNITS 5 & 6 AGGREGATE",98.43,102982,107.6,4,4,0.0380208197768206,3.84791672089272,NA
"GYS5X6_7_UNITS","GEYSERS UNITS 5 & 6 AGGREGATE",98.43,173313,100,5,3,0.0279995202050338,2.9160014393849,NA
"GYS7X8_7_UNITS","GEYSERS UNITS 7 & 8 AGGREGATE",95.8,670863,100,1,2,0.0379106341313149,1.92417873173737,1
"HAASPH_7_PL1X2","HAAS PH UNIT 1 & 2 AGGREGATE",144,107633,144,1,15,0,15,0.544154320987654
"HAASPH_7_PL1X2","HAAS PH UNIT 1 & 2 AGGREGATE",144,670988,150,2,7,0.0231878306878307,6.83768518518518,NA
"HAASPH_7_PL1X2","HAAS PH UNIT 1 & 2 AGGREGATE",144,995493,144.78,3,6,0.0212158289241623,5.87270502645503,NA
"HAASPH_7_PL1X2","HAAS PH UNIT 1 & 2 AGGREGATE",144,167201,140,4,5,0.0226388888888889,4.88680555555556,NA
"HAASPH_7_PL1X2","HAAS PH UNIT 1 & 2 AGGREGATE",144,195874,147,5,5,0.0277222222222222,4.86138888888889,NA
"HIDSRT_2_UNITS","HIGH DESERT POWER PROJECT AGGREGATE",830,203842,820,1,31,0.0150166528932111,30.5344837603105,0.00461858910757551
"HIDSRT_2_UNITS","HIGH DESERT POWER PROJECT AGGREGATE",830,166600,799.47,2,31,0.0195658862513017,30.3934575262096,NA
"HIDSRT_2_UNITS","HIGH DESERT POWER PROJECT AGGREGATE",830,723251,850,3,29,0.0201307672807874,28.4162077488572,NA
"HIDSRT_2_UNITS","HIGH DESERT POWER PROJECT AGGREGATE",830,653256,750,4,2,0.043976667099961,1.91204666580008,NA
"HIGGNS_1_COMBIE","Combie South",1.5,713354,1.62,1,3,0,3,0
"HIGGNS_1_COMBIE","Combie South",1.5,857306,1.6,2,3,0,3,NA
"HIGGNS_1_COMBIE","Combie South",1.5,380369,1.38,3,3,0.0166666666666667,2.95,NA
"HIGGNS_1_COMBIE","Combie South",1.5,143485,1.5,4,3,0.04,2.88,NA
"HIGGNS_1_COMBIE","Combie South",1.5,121133,1.39,5,2,0.035,1.93,NA
"HIGHDS_2_H5SSR1","High 5 Solar",100,360176,100,1,2,0.0305833333333333,1.93883333333333,0.00557606669657285
"HIGHDS_2_H5SSR1","High 5 Solar",100,670863,100,2,2,0.0359888653234359,1.92802226935313,NA
"HOOVER_2_SCEPT","Hoover DAM - SCE Share",287,158253,275,1,2,0.00542170250614765,1.9891565949877,0.00250909090909102
"HOOVER_2_SCEPT","Hoover DAM - SCE Share",287,213626,274.31,2,2,0.00791718987076858,1.98416562025846,NA
"HOOVER_2_SCEPT","Hoover DAM - SCE Share",287,135963,300,3,2,0.0171034766912573,1.96579304661749,NA
"HOOVER_2_SCEPT","Hoover DAM - SCE Share",287,254978,271.74,4,2,0.0172119761418929,1.96557604771621,NA
"HOOVER_2_SCEPT","Hoover DAM - SCE Share",287,532921,310,5,2,0.0352590514309632,1.92948189713807,NA
"HUMBPP_1_UNITS3","Humboldt Bay Generating Station 3",65.08,133308,63,1,33,0.0400075948081334,31.6797493713316,0.0453140302000902
"HUMBPP_1_UNITS3","Humboldt Bay Generating Station 3",65.08,236353,60,2,31,0.0243802499487809,30.2442122515878,NA
"HUMBPP_1_UNITS3","Humboldt Bay Generating Station 3",65.08,615344,64.66,3,19,0.0166380918491681,18.6838762548658,NA
"HUMBPP_1_UNITS3","Humboldt Bay Generating Station 3",65.08,694071,60,4,18,0.0254842582674122,17.5412833511866,NA
"HUMBPP_1_UNITS3","Humboldt Bay Generating Station 3",65.08,157358,60,5,14,0.0232534316738373,13.6744519565663,NA
"HUMBPP_6_UNITS","Humboldt Bay Generating Station 1",97.62,670863,100,1,45,0.0251628764597418,43.8676705593116,0.139090996977836
"HUMBPP_6_UNITS","Humboldt Bay Generating Station 1",97.62,854844,90,2,39,0.0316391659968796,37.7660725261217,NA
"HUMBPP_6_UNITS","Humboldt Bay Generating Station 1",97.62,118279,100,3,37,0.0243259854814864,36.099938537185,NA
"HUMBPP_6_UNITS","Humboldt Bay Generating Station 1",97.62,187185,94.55,4,36,0.030891893737622,34.8878918254456,NA
"HUMBPP_6_UNITS","Humboldt Bay Generating Station 1",97.62,581281,100,5,35,0.0228817279831416,34.19913952059,NA
"HYTTHM_2_UNITS","HYATT-THERMALITO PUMP-GEN (AGGREGATE)",933.1,952796,880,1,86,0.0194645151090228,84.326051700624,0.483379973173303
"HYTTHM_2_UNITS","HYATT-THERMALITO PUMP-GEN (AGGREGATE)",933.1,723251,850,2,45,0.0318993979607592,43.5645270917658,NA
"HYTTHM_2_UNITS","HYATT-THERMALITO PUMP-GEN (AGGREGATE)",933.1,201337,882,3,15,0.0239524983729808,14.6407125244053,NA
"INTKEP_2_UNITS","CCSF Hetch_Hetchy Hydro Aggregate",405,879947,404,1,10,0.0168903318903319,9.83109668109668,0.199492081874654
"INTKEP_2_UNITS","CCSF Hetch_Hetchy Hydro Aggregate",405,160605,407,2,8,0.0162661578657866,7.86987073707371,NA
"INTKEP_2_UNITS","CCSF Hetch_Hetchy Hydro Aggregate",405,944410,407,3,8,0.0162661578657866,7.86987073707371,NA
"INTKEP_2_UNITS","CCSF Hetch_Hetchy Hydro Aggregate",405,123833,417,4,7,0.039550919377652,6.72314356435644,NA
"INTKEP_2_UNITS","CCSF Hetch_Hetchy Hydro Aggregate",405,129058,422,5,2,0.0445544554455446,1.91089108910891,NA
"INTMNT_3_ANAHEIM","Intermountain Power Project",234,107681,223.6,1,2,0.0405469178708615,1.91890616425828,1
"INTMNT_3_RIVERSIDE","IPPDYN",136,195432,136,1,5,0,5,0.603744873337461
"INTMNT_3_RIVERSIDE","IPPDYN",136,127378,130,2,2,0.0093621833436522,1.9812756333127,NA
"INTMNT_3_RIVERSIDE","IPPDYN",136,641340,123,3,2,0.013900442997639,1.97219911400472,NA
"INTMNT_3_RIVERSIDE","IPPDYN",136,117281,139,4,2,0.0296296296296296,1.94074074074074,NA
"INTMNT_3_RIVERSIDE","IPPDYN",136,623762,144.46,5,2,0.0340419553391115,1.93191608932178,NA
"IVANPA_1_UNIT1","Ivanpah 1",126,166139,120,1,3,0.0200708382526564,2.93978748524203,0.000702811244979729
"IVANPA_1_UNIT1","Ivanpah 1",126,754274,125,2,3,0.0207595434868162,2.93772136953955,NA
"IVANPA_1_UNIT1","Ivanpah 1",126,165806,119.91,3,3,0.020805785123967,2.9375826446281,NA
"IVANPA_1_UNIT1","Ivanpah 1",126,181027,127,4,2,0.0202922077922078,1.95941558441558,NA
"IVANPA_1_UNIT1","Ivanpah 1",126,525442,120,5,2,0.0377804014167651,1.92443919716647,NA
"IVWEST_2_SOLAR1","Imperial Valley West ( Q # 608)",150,117281,139,1,2,0.00714285714285714,1.98571428571429,0.0121517331589275
"IVWEST_2_SOLAR1","Imperial Valley West ( Q # 608)",150,995749,151,2,2,0.0192077922077922,1.96158441558442,NA
"IVWEST_2_SOLAR1","Imperial Valley West ( Q # 608)",150,432370,137,3,2,0.0214285714285714,1.95714285714286,NA
"IVWEST_2_SOLAR1","Imperial Valley West ( Q # 608)",150,107633,144,4,2,0.0285714285714286,1.94285714285714,NA
"IVWEST_2_SOLAR1","Imperial Valley West ( Q # 608)",150,787730,135,5,2,0.0357142857142857,1.92857142857143,NA
"JOANEC_2_ST3BT3","Santa Ana Storage 3",40,741263,36.8,1,5,0.015625,4.921875,0.39047619047619
"JOANEC_2_ST3BT3","Santa Ana Storage 3",40,133829,37.5,2,3,0,3,NA
"JOANEC_2_ST3BT3","Santa Ana Storage 3",40,186146,40,3,3,0.0217708333333333,2.9346875,NA
"JOANEC_2_ST3BT3","Santa Ana Storage 3",40,189802,42.96,4,2,0.0271875,1.945625,NA
"JOANEC_2_ST3BT3","Santa Ana Storage 3",40,509923,41,5,2,0.038125,1.92375,NA
"JOANEC_2_STABT2","Santa Ana Storage 2",20,108602,18.14,1,19,0.0174026733500418,18.6693492063492,0.0404440178239692
"JOANEC_2_STABT2","Santa Ana Storage 2",20,197260,18,2,18,0.00476190476190476,17.9142857142857,NA
"JOANEC_2_STABT2","Santa Ana Storage 2",20,515655,18.5,3,15,0.0250740740740741,14.6238888888889,NA
"JOANEC_2_STABT2","Santa Ana Storage 2",20,195000,20,4,12,0.02,11.76,NA
"JOANEC_2_STABT2","Santa Ana Storage 2",20,411052,18,5,12,0.0213687169312169,11.7435753968254,NA
"KEARNY_6_SESBT2","Kearny South Energy Storage",10,779880,10.92,1,6,0.0280555555555555,5.83166666666667,0.339057912650368
"KEARNY_6_SESBT2","Kearny South Energy Storage",10,401817,10,2,4,0.0364015151515151,3.85439393939394,NA
"KEARNY_6_SESBT2","Kearny South Energy Storage",10,454499,10.6,3,3,0.0166666666666666,2.95,NA
"KEARNY_6_SESBT2","Kearny South Energy Storage",10,292435,9,4,3,0.0216666666666666,2.935,NA
"KEARNY_6_SESBT2","Kearny South Energy Storage",10,197582,9.99,5,3,0.0416666666666666,2.875,NA
"KELSO_2_UNITS","Mariposa Energy",198.03,856960,180,1,2,0.0133575317604356,1.97328493647913,0.000852640371872382
"KELSO_2_UNITS","Mariposa Energy",198.03,187658,198,2,2,0.0141987829614605,1.97160243407708,NA
"KELSO_2_UNITS","Mariposa Energy",198.03,346515,200,3,2,0.0171324863883848,1.96573502722323,NA
"KELSO_2_UNITS","Mariposa Energy",198.03,106183,179,4,2,0.0395644283121596,1.92087114337568,NA
"KERNRG_1_UNITS","South Belridge Cogen Facility",55.2,628632,50.43,1,7,0.0438928571428571,6.69275,0.411788876022562
"KERNRG_1_UNITS","South Belridge Cogen Facility",55.2,120783,50,2,4,0.0158125,3.93675,NA
"KERNRG_1_UNITS","South Belridge Cogen Facility",55.2,620765,50.4,3,3,0,3,NA
"KERNRG_1_UNITS","South Belridge Cogen Facility",55.2,973878,50,4,3,0.0189166666666666,2.94325,NA
"KERNRG_1_UNITS","South Belridge Cogen Facility",55.2,157358,60,5,3,0.02125,2.93625,NA
"KERRGN_1_UNIT 1","KERN RIVER HYDRO UNITS 1-4 AGGREGATE",25.6,124287,26,1,5,0.0217866526537047,4.89106673673148,0.386636870548041
"KERRGN_1_UNIT 1","KERN RIVER HYDRO UNITS 1-4 AGGREGATE",25.6,148387,25.6,2,3,0,3,NA
"KERRGN_1_UNIT 1","KERN RIVER HYDRO UNITS 1-4 AGGREGATE",25.6,134646,25,3,3,0.0401880072400305,2.87943597827991,NA
"KERRGN_1_UNIT 1","KERN RIVER HYDRO UNITS 1-4 AGGREGATE",25.6,637410,27.39,4,3,0.0402290730036395,2.87931278098908,NA
"KERRGN_1_UNIT 1","KERN RIVER HYDRO UNITS 1-4 AGGREGATE",25.6,113235,24.3,5,2,0,2,NA
"KRAMER_1_R1PX3","Resurgence 1 PV",90,105576,91,1,6,0,6,0.670506944444444
"KRAMER_1_R1PX3","Resurgence 1 PV",90,187185,94.55,2,2,0.0115208333333333,1.97695833333333,NA
"KRAMER_1_R1PX3","Resurgence 1 PV",90,130239,82,3,2,0.0182539682539683,1.96349206349206,NA
"KRAMER_1_R1PX3","Resurgence 1 PV",90,189054,95.62,4,2,0.029,1.942,NA
"LCKHT1_2_LH1SR1","Lockhart Solar 1 PV",85,104756,63,1,71,0.0246098717022598,69.2526991091396,0
"LCKHT1_2_LH1SR1","Lockhart Solar 1 PV",85,118774,63,2,71,0.0246098717022598,69.2526991091396,NA
"LCKHT1_2_LH1SR1","Lockhart Solar 1 PV",85,127688,63,3,71,0.0246098717022598,69.2526991091396,NA
"LCKHT1_2_LH1SR1","Lockhart Solar 1 PV",85,140547,63,4,71,0.0246098717022598,69.2526991091396,NA
"LCKHT1_2_LH1SR1","Lockhart Solar 1 PV",85,206601,63,5,71,0.0246098717022598,69.2526991091396,NA
"LECEF_1_UNITS","LOS ESTEROS ENERGY FACILITY AGGREGATE",309.84,475261,280.39,1,4,0.0266256313131314,3.89349747474747,0.491636926011886
"LECEF_1_UNITS","LOS ESTEROS ENERGY FACILITY AGGREGATE",309.84,362509,287.13,2,2,0.0103448275862069,1.97931034482759,NA
"LECEF_1_UNITS","LOS ESTEROS ENERGY FACILITY AGGREGATE",309.84,532921,310,3,2,0.024103448275862,1.95179310344828,NA
"LECEF_1_UNITS","LOS ESTEROS ENERGY FACILITY AGGREGATE",309.84,658374,302.58,4,2,0.0258620689655172,1.94827586206897,NA
"LMBEPK_2_UNITA3","Goose Haven Energy Center, Unit #1",47.75,116743,47.3,1,2,0.00210970464135024,1.9957805907173,0
"LMBEPK_2_UNITA3","Goose Haven Energy Center, Unit #1",47.75,912055,47.5,2,2,0.00210970464135024,1.9957805907173,NA
"LMBEPK_2_UNITA3","Goose Haven Energy Center, Unit #1",47.75,376200,47.6,3,2,0.00421940928270048,1.9915611814346,NA
"LMBEPK_2_UNITA3","Goose Haven Energy Center, Unit #1",47.75,528875,47.18,4,2,0.00464135021097044,1.99071729957806,NA
"LMBEPK_2_UNITA3","Goose Haven Energy Center, Unit #1",47.75,713009,47.16,5,2,0.00506329113924055,1.98987341772152,NA
"LODI25_6_ERKNG1","LODI STRATEGIC RESERVE",47.97,148758,50,1,2,0.0125940464507687,1.97481190709846,0.0180553254927944
"LODI25_6_ERKNG1","LODI STRATEGIC RESERVE",47.97,111869,50,2,2,0.0304219823356231,1.93915603532875,NA
"LODI25_6_ERKNG1","LODI STRATEGIC RESERVE",47.97,917872,47.1,3,2,0.0371279031730455,1.92574419365391,NA
"MCFLND_5_MFSSR1","McFarland Solar A PV",200,135142,200,1,2,0.0273976608187134,1.94520467836257,1
"MIRLOM_2_MLBBTB","Mira Loma BESS B",10,491560,9,1,15,0.0163333333333333,14.755,0.0764147746526601
"MIRLOM_2_MLBBTB","Mira Loma BESS B",10,376549,10,2,14,0.0266071428571429,13.6275,NA
"MIRLOM_2_MLBBTB","Mira Loma BESS B",10,279660,9.5,3,14,0.0297321428571429,13.58375,NA
"MIRLOM_2_MLBBTB","Mira Loma BESS B",10,442155,10.5,4,13,0,13,NA
"MIRLOM_2_MLBBTB","Mira Loma BESS B",10,170224,9.1,5,13,0.0173076923076923,12.775,NA
"MONTPH_7_UNITS","MONTICELLO HYDRO AGGREGATE",12.5,184635,11.5,1,2,0.0294117647058824,1.94117647058824,1
"MOORPK_2_CALABS","Calabasas Gas-to-Energy Facility",6.96,211201,6.5,1,3,0.0222222222222222,2.93333333333333,1
"MRGT_6_TGEBT1","Top Gun Energy Storage",30,285521,28,1,6,0.0151515151515152,5.90909090909091,0.00626780626780632
"MRGT_6_TGEBT1","Top Gun Energy Storage",30,817770,28,2,6,0.021324354657688,5.87205387205387,NA
"MRGT_6_TGEBT1","Top Gun Energy Storage",30,198465,28,3,5,0.0366363636363636,4.81681818181818,NA
"MRGT_6_TGEBT1","Top Gun Energy Storage",30,723250,28.56,4,5,0.0385454545454545,4.80727272727273,NA
"MRGT_6_TGEBT1","Top Gun Energy Storage",30,620521,30,5,3,0.0414135614844835,2.87575931554655,NA
"MSOLAR_2_SOLAR1","Mesquite Solar 1",165,961257,165,1,2,0.0129449838187702,1.97411003236246,1
"MSTANG_2_SOLAR","Mustang",30,984603,29,1,2,0.016851473592063,1.96629705281587,1
"MSTANG_2_SOLAR3","Mustang 3",40,974145,42,1,2,0.023,1.954,1
"MSTANG_2_SOLAR4","Mustang 4",30,654478,30,1,2,0.00470588235294118,1.99058823529412,1
"MTWIND_1_MVPWD1","Mountain View Power Project I Repower",66.6,131675,60,1,14,0.0250497938201265,13.6493028865182,0.00784971581361926
"MTWIND_1_MVPWD1","Mountain View Power Project I Repower",66.6,133308,63,2,14,0.032702875871068,13.542159737805,NA
"MTWIND_1_MVPWD1","Mountain View Power Project I Repower",66.6,237420,62.5,3,9,0.0313849969160776,8.7175350277553,NA
"MTWIND_1_MVPWD1","Mountain View Power Project I Repower",66.6,705142,62.5,4,6,0.0332627347508145,5.80042359149511,NA
"MTWIND_1_MVPWD1","Mountain View Power Project I Repower",66.6,264638,60,5,5,0.0296920161332121,4.85153991933394,NA
"MTWIND_1_UNIT 3","Mountain View Power Project III",22.44,165858,20.54,1,4,0.0149274553571429,3.94029017857143,0.495792174798967
"MTWIND_1_UNIT 3","Mountain View Power Project III",22.44,160554,22,2,2,0.00663742920075515,1.98672514159849,NA
"MTWIND_1_UNIT 3","Mountain View Power Project III",22.44,201934,20.63,3,2,0.029777635155542,1.94044472968892,NA
"NGILAA_5_SDGDYN","NGILAA_5_SDGDYN",57,174744,55,1,4,0,4,0.00727272727272721
"NGILAA_5_SDGDYN","NGILAA_5_SDGDYN",57,127463,54.6,2,4,0.00727272727272725,3.97090909090909,NA
"NGILAA_5_SDGDYN","NGILAA_5_SDGDYN",57,131675,60,3,4,0.00909090909090909,3.96363636363636,NA
"NGILAA_5_SDGDYN","NGILAA_5_SDGDYN",57,360257,55,4,4,0.0181818181818182,3.92727272727273,NA
"NGILAA_5_SDGDYN","NGILAA_5_SDGDYN",57,364184,54,5,4,0.0181818181818182,3.92727272727273,NA
"OBERON_5_O2SSR5","Oberon 2B Solar",125,118485,116.92,1,19,0.0252284936657535,18.5206586203507,0.109320997598986
"OBERON_5_O2SSR5","Oberon 2B Solar",125,828735,126.81,2,17,0.0296493091891947,16.4959617437837,NA
"OBERON_5_O2SSR5","Oberon 2B Solar",125,469253,115,3,12,0.0202276110862318,11.7572686669652,NA
"OBERON_5_O2SSR5","Oberon 2B Solar",125,970587,123.22,4,12,0.0222120735588378,11.7334551172939,NA
"OBERON_5_O2SSR5","Oberon 2B Solar",125,195275,127.6,5,11,0.0191533337807767,10.7893133284115,NA
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",50,729047,50,1,129,0.0303030303030303,125.090909090909,0.736434108527132
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",50,480008,48,2,34,0.0303030303030303,32.969696969697,NA
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",50,710387,46.66,3,25,0.0248775757575758,24.3780606060606,NA
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",50,148758,50,4,25,0.0273866666666667,24.3153333333333,NA
"OCOTLO_6_OCWSB1","Ocotillo Wells Solar and BESS",50,841533,49.72,5,23,0.0273886693017128,22.3700606060606,NA
"OCTILO_5_WIND","Ocotillo Wind Energy Facility",265,124064,266,1,5,0.011476652699065,4.94261673650468,0.00245610581605149
"OCTILO_5_WIND","Ocotillo Wind Energy Facility",265,159421,266,2,5,0.0139045706416735,4.93047714679163,NA
"OCTILO_5_WIND","Ocotillo Wind Energy Facility",265,452231,266,3,5,0.01768150329822,4.9115924835089,NA
"OCTILO_5_WIND","Ocotillo Wind Energy Facility",265,418764,266,4,5,0.0236261285094525,4.88186935745274,NA
"OCTILO_5_WIND","Ocotillo Wind Energy Facility",265,106167,250,5,5,0.045284529713089,4.77357735143456,NA
"OGROVE_6_PL1X2","Orange Grove Energy Center",96,139204,100,1,2,0.0117021276595745,1.97659574468085,0.0252960172228203
"OGROVE_6_PL1X2","Orange Grove Energy Center",96,113665,100,2,2,0.0367021276595745,1.92659574468085,NA
"OGROVE_6_PL1X2","Orange Grove Energy Center",96,210154,99.26,3,2,0.0475106382978723,1.90497872340426,NA
"OMAR_2_UNIT 4","KERN RIVER COGENERATION CO. UNIT 4",75,962064,75,1,3,0,3,0.00456621004566193
"OMAR_2_UNIT 4","KERN RIVER COGENERATION CO. UNIT 4",75,113373,72,2,3,0.0045662100456621,2.98630136986301,NA
"OMAR_2_UNIT 4","KERN RIVER COGENERATION CO. UNIT 4",75,113402,72,3,3,0.0045662100456621,2.98630136986301,NA
"OMAR_2_UNIT 4","KERN RIVER COGENERATION CO. UNIT 4",75,182568,73,4,3,0.00925925925925926,2.97222222222222,NA
"OMAR_2_UNIT 4","KERN RIVER COGENERATION CO. UNIT 4",75,129089,74,5,3,0.0138254693049214,2.95852359208524,NA
