"RESOURCE ID","RESOURCE NAME","total_curtailment_events","RESOURCEBID_SEQ","n_matches","confidence","score"
"PIT1_7_UNIT 1","PIT PH 1 UNIT 1",29,687240,7,0.00617395274326593,6.94526066350711
"PIT1_7_UNIT 2","PIT PH 1 UNIT 2",29,NA,NA,NA,NA
"PIT3_7_PL1X3","PIT PH 3 UNITS 1, 2 & 3 AGGREGATE",55,428176,16,0.195992857411574,15.6856124156979
"PIT4_7_PL1X2","PIT PH 4 UNITS 1 & 2 AGGREGATE",22,131041,4,0.250148994372832,3.91811170212766
"PIT5_7_PL1X2","PIT PH 5 UNITS 1 & 2 AGGREGATE",27,130239,7,0.441200529421975,6.93887383318278
"PIT5_7_PL3X4","PIT PH 5 UNITS 3 & 4 AGGREGATE",61,142584,10,0.108189567692173,9.8774465522433
"PIT6_7_UNIT 1","PIT PH 6 UNIT 1",11,NA,NA,NA,NA
"PIT6_7_UNIT 2","PIT PH 6 UNIT 2",13,988619,2,1,1.97811970638058
"PIT7_7_UNIT 1","PIT PH 7 UNIT 1",12,NA,NA,NA,NA
"PIT7_7_UNIT 2","PIT PH 7 UNIT 2",13,806870,2,1,1.94247996228194
"PNCHEG_2_PL1X4","PANOCHE ENERGY CENTER (Aggregated)",70,NA,NA,NA,NA
"PNCHPP_1_PL1X2","Midway Peaking Aggregate",4,NA,NA,NA,NA
"POEPH_7_UNIT 1","POE HYDRO UNIT 1",11,NA,NA,NA,NA
"POEPH_7_UNIT 2","POE HYDRO UNIT 2",10,NA,NA,NA,NA
"POLRIS_2_ASRSR1","Antelope Solar 2 Raceway",20,NA,NA,NA,NA
"PRIMM_2_SOLAR1","Silver State South",2,NA,NA,NA,NA
"PVERDE_5_SCEDYN","PVERDE_5_SCEDYN",49,NA,NA,NA,NA
"RCKCRK_7_UNIT 1","ROCK CREEK HYDRO UNIT 1",3,123566,3,0.00627082108563581,2.97435399261706
"RCKCRK_7_UNIT 2","ROCK CREEK HYDRO UNIT 2",1,NA,NA,NA,NA
"RDWAY_1_CREST","CREST Contracts",1,NA,NA,NA,NA
"RECTOR_2_CREST","Rector Aggregate Solar Resources",1,NA,NA,NA,NA
"ROMOLA_5_MPBBT1","Menifee Power Bank",3,NA,NA,NA,NA
"ROMOLA_5_MPBBT2","Menifee Power Bank 2",3,NA,NA,NA,NA
"ROSMDW_2_WIND1","Pacific Wind - Phase 1",11,780584,3,0.0024124916391387,2.93783273086921
"RTEDDY_2_SOLAR1","Rosamond West Solar 1",3,114138,3,0.0006767426122265,2.94225663716814
"RTREE_2_WIND2","Rising Tree 2",1,NA,NA,NA,NA
"RUSCTY_2_UNITS","Russell City Energy Center",27,NA,NA,NA,NA
"RUSSELL_2_SOLANO1","Solano Renewables 1",26,NA,NA,NA,NA
"RVRVEW_1_UNITA1","Riverview Energy Center (GP Antioch)",2,376200,2,0.00210084033613445,2
"RVSIDE_6_SPRING","SPRINGS GENERATION PROJECT AGGREGATE",2,NA,NA,NA,NA
"SALTSP_7_UNITS","SALT SPRINGS HYDRO AGGREGATE",14,NA,NA,NA,NA
"SANBRN_2_EESSB2","Edsan 2 Edwards Sanborn E1B",5,111549,3,1,2.9020979020979
"SANBRN_2_ES1BT3","EdSan 1 Edwards 1",1,NA,NA,NA,NA
"SANBRN_2_ES2SB3","EdSan 2 Sanborn 3",1,NA,NA,NA,NA
"SANBRN_2_SS2BT3","Sanborn Solar 2 SBESS 3",2,NA,NA,NA,NA
"SANBRN_2_SS2SB4","Sanborn Solar 2 Edwards Sanborn S4",2,NA,NA,NA,NA
"SANDLT_2_SUNITS","Mojave Solar",16,NA,NA,NA,NA
"SANTFG_7_UNITS","GEYSERS CALISTOGA AGGREGATE",6,NA,NA,NA,NA
"SBERDO_2_PSP3","Mountainview Gen Sta. Unit 3",34,NA,NA,NA,NA
"SBERDO_2_PSP4","Mountainview Gen Sta. Unit 4",34,NA,NA,NA,NA
"SCARLT_2_SSBSR1","Scarlet Solar CA 1B PV",2,NA,NA,NA,NA
"SCEHOV_2_HOOVER","SCEHOV_2_HOOVER",1,NA,NA,NA,NA
"SCHLTE_1_PL1X3","Tracy Combined Cycle Power Plant",2,NA,NA,NA,NA
"SCHNDR_1_WSTSDE","Westside Solar Station",1,NA,NA,NA,NA
"SENTNL_2_CTG2","Sentinel Unit 2",19,NA,NA,NA,NA
"SENTNL_2_CTG4","Sentinel Unit 4",19,NA,NA,NA,NA
"SHUTLE_6_CREST","CREST Contracts",1,NA,NA,NA,NA
"SISPRG_2_DS3BT1","Daggett Solar 3 a BESS",2,352614,2,0.0189666448659254,2
"SISPRG_2_DS3BT2","Daggett Solar 3 b BESS",16,131816,12,0.0108187380542946,11.7949712056995
"SLATE_2_SLASR2","SLATE_2",41,561157,5,0.204093284018879,4.90196078431373
"SLATE_2_SLASR3","SLATE_3",49,435258,5,0.196782466775472,4.81910112359551
"SLATE_2_SLASR5","Slate 5",1,NA,NA,NA,NA
"SLRMS3_2_SRMSR1","SILVER RIDGE MOUNT SIGNAL 3",4,NA,NA,NA,NA
"SLSTR1_2_SOLAR1","Solar Star 1",3,NA,NA,NA,NA
"SLSTR2_2_SOLAR2","Solar Star 2",5,360573,2,0.0147575719805559,1.96642156862745
"SLUISP_2_UNITS","SAN LUIS (GIANELLI) PUMP-GEN (AGGREGATE)",136,NA,NA,NA,NA
"SMUDGO_7_UNIT 1","SONOMA POWER PLANT",5,NA,NA,NA,NA
"SNCLRA_2_UNIT1","New Indy Oxnard",10,620521,2,1,1.94727272727273
"SNORA_2_SNRSLR","SG Sorrento",1,NA,NA,NA,NA
"SOLBLU_2_WSBSX2","Westlands Solar Blue",1,NA,NA,NA,NA
"SPAULD_6_UNIT12","SPAULDING HYDRO PH 1 & 2 AGGREGATE",22,513723,4,0.249535708255951,3.8461038961039
"SPBURN_7_SNOWMT","Burney Creek Hydro",1,NA,NA,NA,NA
"SPICER_1_UNITS","SPICER HYDRO UNITS 1-3 AGGREGATE",6,553779,3,0.311827956989247,2.90625
"SPQUIN_6_SRPCQU","Quincy Biomass",1,NA,NA,NA,NA
"STANIS_7_UNIT 1","STANISLAUS HYDRO",7,NA,NA,NA,NA
"STANTN_2_SBEBX2","Stanton Battery Energy Storage",3,NA,NA,NA,NA
"STANTN_2_STAGT1","Stanton 1",1,NA,NA,NA,NA
"STROUD_6_SOLAR","Stroud Solar Station",1,NA,NA,NA,NA
"SUMWHT_6_SWSSR1","Summer Wheat Solar Farm",1,NA,NA,NA,NA
"SUNCAT_2_A1ABT1","Arlington Solar Unit 1A BESS",88,NA,NA,NA,NA
"SUNCAT_2_A1BBT1","Arlington Solar Unit 1B BESS",145,615344,26,0.19650299371763,25.2889423451314
"SUNCAT_2_A2ABT2","Arlington Solar Unit 2A BESS",1,NA,NA,NA,NA
"SUNCAT_2_A2BSR2","Arlington Solar Unit 2B",2,NA,NA,NA,NA
"SUNRIS_2_PL1X3","Sunrise Power Project AGGREGATE II",8,NA,NA,NA,NA
"SUNSHN_2_LNDFL","Sunshine Gas Producers",3,NA,NA,NA,NA
"SUNSLR_1_SSVSR1","Sunshine Valley Solar 1",17,345990,15,0.00434951069486078,14.9870729949695
"SUNSTR_5_SS1SCEDYN","Sunstream Solar 1",1,NA,NA,NA,NA
"SYCAMR_2_UNIT 1","Sycamore Cogeneration Unit 1",2,182568,2,9.31879601155927e-05,1.98648648648649
"SYCAMR_2_UNIT 2","Sycamore Cogeneration Unit 2",1,NA,NA,NA,NA
"SYCAMR_2_UNIT 3","Sycamore Cogeneration Unit 3",1,NA,NA,NA,NA
"SYCAMR_2_UNIT 4","Sycamore Cogeneration Unit 4",1,NA,NA,NA,NA
"TANHIL_6_SOLART","Berry Cogen 18",10,379813,2,1,1.95111111111111
"TEHAPI_2_PW2WD2","Point Wind 2",9,124050,2,1,1.95
"TERMEX_2_PL1X3","TDM",1,NA,NA,NA,NA
"TIFFNY_1_DILLON","TIFFNY_1_DILLON",20,939948,4,0.232391600802878,3.88037770705518
"TIGRCK_7_UNITS","TIGER CREEK HYDRO AGGREGATE",10,195278,3,0.331555555555556,2.90322580645161
"TITANS_2_TTSSR1","Titan Solar 1 Pseudo",4,NA,NA,NA,NA
"TOPAZ_2_SOLAR","Topaz Solar Farms",29,111727,9,0,8.86421141366332
"TOWNSITE_2_MEADDYN","Townsite Solar BESS",8,127137,2,1,1.94208333333333
"TRNQLT_2_RETBT1","RE Tranquillity BESS",7,116825,2,0.0125714285714287,2
"TRNQLT_2_SOLAR","Tranquillity",7,358008,2,1,1.9589022203834
"TRNSWD_1_QF","FPL Energy C Wind",2,134471,2,1,1.94967565035282
"TULEWD_1_TULWD1","Tule Wind",2,NA,NA,NA,NA
"TULLCK_7_UNITS","Tullock Hydro",13,809558,4,0.25,3.95959595959596
"TUMBWD_2_WISBT3","Willow Springs Solar 3",1,NA,NA,NA,NA
"ULTPFR_1_UNIT 1","Rio Bravo Fresno",1,NA,NA,NA,NA
"USWNDR_2_LABWD1","LaBrisa Wind Project",2,NA,NA,NA,NA
"USWNDR_2_SMUD","SOLANO WIND FARM",14,837024,5,0.179523195799752,4.82618167225614
"USWNDR_2_SMUD2","Solano Wind Project Phase 3",16,264747,3,0.00494683378623917,2.96908722956817
"USWPJR_2_UNITS","Vasco Wind",6,NA,NA,NA,NA
"VACADX_1_SOLAR","Vaca-Dixon Solar Station",1,NA,NA,NA,NA
"VALTNE_2_TBBBT1","Tropico Solar Big Beau",19,594888,18,0.00131663626004452,17.7661888111888
"VALTNE_2_TRSBT1","Tropico Solar",23,650623,23,0.00316455696202544,22.7125
"VENWD_1_WIND3","Painted Hills",1,NA,NA,NA,NA
"VESTAL_2_KERN","KERN RIVER PH 3 UNITS 1 & 2 AGGREGATE",3,NA,NA,NA,NA
"VESTAL_2_WELLHD","Wellhead Power Delano",1,NA,NA,NA,NA
"VICTOR_1_CREST","Victor Aggregate Solar Resources",2,NA,NA,NA,NA
"VISTRA_5_PLABT1","Plano Storage 1",1,NA,NA,NA,NA
"VSTAES_6_VESBT1","Vista Energy Storage",10,386425,7,0.007198035713043,6.94209797220323
"WALCRK_2_CTG1","Walnut Creek Energy Park Unit 1",2,NA,NA,NA,NA
"WALCRK_2_CTG2","Walnut Creek Energy Park Unit 2",1,NA,NA,NA,NA
"WALCRK_2_CTG3","Walnut Creek Energy Park Unit 3",2,NA,NA,NA,NA
"WALCRK_2_CTG5","Walnut Creek Energy Park Unit 5",3,NA,NA,NA,NA
"WALNUT_6_HILLGEN","Puente Hills",2,NA,NA,NA,NA
"WARNE_2_UNIT","WARNE HYDRO AGGREGATE",23,159511,9,0.778776890182579,8.92169092169092
"WDFRDF_2_WFFBT1","West Ford Flat Energy Storage",4,NA,NA,NA,NA
"WDLEAF_7_UNIT 1","WOODLEAF HYDRO",2,NA,NA,NA,NA
"WESCAN_2_BDSBT1","Bateria Del Sur",41,167201,7,0.283872551571561,6.78251178306597
"WHEATL_6_LNDFIL","G2 ENERGY, OSTROM ROAD LLC",3,NA,NA,NA,NA
"WHTWTR_1_WINDA1","Whitewater Hill Wind Project",1,NA,NA,NA,NA
"WISHON_6_UNITS","Wishon/San Joaquin  #1-A AGGREGATE",33,164152,14,0.0745358502291618,13.7202238209432
"WISTRA_2_WRSSR1","Wistaria Ranch Solar",1,NA,NA,NA,NA
"WNDSTR_2_WIND","Windstar",18,NA,NA,NA,NA
"WOLFSK_1_UNITA1","Wolfskill Energy Center",3,111621,3,0,2.99573560767591
"WRGTSR_2_WSFSR1","Wright Solar Freeman",6,NA,NA,NA,NA
"WSTWND_2_M89WD2","Mojave 89 Wind",1,NA,NA,NA,NA
"YELPIN_2_YP2BT1","Yellow Pine 2 BESS",66,655017,4,0.000301320848801856,3.92037647563326
"YUBACT_1_SUNSWT","YUBA CITY COGEN",1,NA,NA,NA,NA
"YUBACT_6_UNITA1","Yuba City Energy Center (Calpine)",1,NA,NA,NA,NA
