"generator","generator_name","curtailment_date","pmax_mw","curtailment_mw","expected_available_mw","RESOURCEBID_SEQ","daily_max_mw","mw_error","pct_error"
"BIGCRK_2_EXESWD","BIG CREEK HYDRO PROJECT PSP",2024-08-13,820,45,775,166600,788,13,0.0167741935483871
"BIGCRK_2_EXESWD","BIG CREEK HYDRO PROJECT PSP",2024-08-16,820,10.8,809.2,166600,791,-18.2,-0.0224913494809689
"BIGCRK_2_EXESWD","BIG CREEK HYDRO PROJECT PSP",2024-08-16,820,45,775,166600,791,16,0.0206451612903226
"BIGCRK_2_EXESWD","BIG CREEK HYDRO PROJECT PSP",2024-08-17,820,45,775,166600,791,16,0.0206451612903226
"BIGCRK_2_EXESWD","BIG CREEK HYDRO PROJECT PSP",2024-08-18,820,45,775,166600,789,14,0.0180645161290323
"BIGCRK_2_EXESWD","BIG CREEK HYDRO PROJECT PSP",2024-08-24,820,45,775,166600,790,15,0.0193548387096774
"BIGCRK_2_EXESWD","BIG CREEK HYDRO PROJECT PSP",2024-09-01,820,45,775,166600,785,10,0.0129032258064516
"BIGCRK_2_EXESWD","BIG CREEK HYDRO PROJECT PSP",2024-09-05,820,45,775,166600,780,5,0.00645161290322581
"BIGCRK_2_EXESWD","BIG CREEK HYDRO PROJECT PSP",2024-09-06,820,45,775,166600,777,2,0.00258064516129032
"BIGCRK_2_EXESWD","BIG CREEK HYDRO PROJECT PSP",2024-09-07,820,45,775,166600,779,4,0.00516129032258065
"BIGCRK_2_EXESWD","BIG CREEK HYDRO PROJECT PSP",2024-09-08,820,45,775,166600,781,6,0.00774193548387097
"BIGCRK_2_EXESWD","BIG CREEK HYDRO PROJECT PSP",2024-09-09,820,45,775,166600,783,8,0.0103225806451613
"BIGCRK_2_EXESWD","BIG CREEK HYDRO PROJECT PSP",2024-09-10,820,45,775,166600,788,13,0.0167741935483871
"BIGCRK_2_EXESWD","BIG CREEK HYDRO PROJECT PSP",2024-09-12,820,45,775,166600,792,17,0.0219354838709677
"BIGCRK_2_EXESWD","BIG CREEK HYDRO PROJECT PSP",2024-09-12,820,50,770,166600,792,22,0.0285714285714286
"BIGCRK_2_EXESWD","BIG CREEK HYDRO PROJECT PSP",2024-09-13,820,45,775,166600,790,15,0.0193548387096774
"BIGCRK_2_EXESWD","BIG CREEK HYDRO PROJECT PSP",2024-09-13,820,25,795,166600,790,-5,-0.00628930817610063
"BIGCRK_2_EXESWD","BIG CREEK HYDRO PROJECT PSP",2024-09-14,820,45,775,166600,791,16,0.0206451612903226
"BIGCRK_2_EXESWD","BIG CREEK HYDRO PROJECT PSP",2024-09-15,820,45,775,166600,792,17,0.0219354838709677
"BIGCRK_2_EXESWD","BIG CREEK HYDRO PROJECT PSP",2024-09-20,820,45,775,166600,790,15,0.0193548387096774
"BIGCRK_2_EXESWD","BIG CREEK HYDRO PROJECT PSP",2024-09-20,820,21.6,798.4,166600,790,-8.39999999999998,-0.0105210420841683
"BIGCRK_2_EXESWD","BIG CREEK HYDRO PROJECT PSP",2024-09-21,820,45,775,166600,787,12,0.0154838709677419
"BIGCRK_2_EXESWD","BIG CREEK HYDRO PROJECT PSP",2024-09-30,820,45,775,166600,786,11,0.0141935483870968
"BIGCRK_2_EXESWD","BIG CREEK HYDRO PROJECT PSP",2024-10-01,820,45,775,166600,799.47,24.47,0.0315741935483871
"BIGCRK_2_EXESWD","BIG CREEK HYDRO PROJECT PSP",2024-10-01,820,34,786,166600,799.47,13.47,0.0171374045801527
"BIGCRK_2_EXESWD","BIG CREEK HYDRO PROJECT PSP",2024-10-02,820,45,775,166600,798,23,0.0296774193548387
"BIGCRK_2_EXESWD","BIG CREEK HYDRO PROJECT PSP",2024-10-02,820,34,786,166600,798,12,0.0152671755725191
"BIGCRK_2_EXESWD","BIG CREEK HYDRO PROJECT PSP",2024-10-05,820,45,775,166600,799,24,0.0309677419354839
"BIGCRK_2_EXESWD","BIG CREEK HYDRO PROJECT PSP",2024-10-06,820,45,775,166600,799,24,0.0309677419354839
"BIGCRK_2_EXESWD","BIG CREEK HYDRO PROJECT PSP",2024-10-07,820,45,775,166600,799.47,24.47,0.0315741935483871
"BIGCRK_2_EXESWD","BIG CREEK HYDRO PROJECT PSP",2024-10-09,820,45,775,166600,799.47,24.47,0.0315741935483871
"BIGCRK_2_EXESWD","BIG CREEK HYDRO PROJECT PSP",2024-10-10,820,45,775,166600,799.47,24.47,0.0315741935483871
"BIGCRK_2_EXESWD","BIG CREEK HYDRO PROJECT PSP",2024-10-11,820,45,775,166600,799.47,24.47,0.0315741935483871
"BIGCRK_2_EXESWD","BIG CREEK HYDRO PROJECT PSP",2024-10-12,820,45,775,166600,799.47,24.47,0.0315741935483871
"BIGCRK_2_EXESWD","BIG CREEK HYDRO PROJECT PSP",2024-10-13,820,45,775,166600,799.47,24.47,0.0315741935483871
"BIGCRK_2_EXESWD","BIG CREEK HYDRO PROJECT PSP",2024-10-14,820,45,775,166600,799.47,24.47,0.0315741935483871
"BIGCRK_2_EXESWD","BIG CREEK HYDRO PROJECT PSP",2024-10-16,820,45,775,166600,799.47,24.47,0.0315741935483871
"BIGCRK_2_EXESWD","BIG CREEK HYDRO PROJECT PSP",2024-10-19,820,45,775,166600,799.47,24.47,0.0315741935483871
"BIGCRK_2_EXESWD","BIG CREEK HYDRO PROJECT PSP",2024-10-20,820,45,775,166600,799.47,24.47,0.0315741935483871
"BIGCRK_2_EXESWD","BIG CREEK HYDRO PROJECT PSP",2024-10-26,820,45,775,166600,799.47,24.47,0.0315741935483871
"BIGCRK_2_EXESWD","BIG CREEK HYDRO PROJECT PSP",2024-10-27,820,45,775,166600,799.47,24.47,0.0315741935483871
"BIGCRK_2_EXESWD","BIG CREEK HYDRO PROJECT PSP",2024-11-01,820,45,775,166600,799.47,24.47,0.0315741935483871
"BIGCRK_2_EXESWD","BIG CREEK HYDRO PROJECT PSP",2024-11-02,820,45,775,166600,799.47,24.47,0.0315741935483871
"BIGCRK_2_EXESWD","BIG CREEK HYDRO PROJECT PSP",2024-11-03,820,45,775,166600,799.47,24.47,0.0315741935483871
"BIGCRK_2_EXESWD","BIG CREEK HYDRO PROJECT PSP",2024-11-04,820,45,775,166600,799.47,24.47,0.0315741935483871
"BIGCRK_2_EXESWD","BIG CREEK HYDRO PROJECT PSP",2024-11-05,820,45,775,166600,799.47,24.47,0.0315741935483871
"BISHOP_1_ALAMO","BISHOP CREEK PLANT 2  AND  6",2023-01-31,13.4,2.5,10.9,742900,11,0.0999999999999996,0.00917431192660547
"BISHOP_1_ALAMO","BISHOP CREEK PLANT 2  AND  6",2023-02-01,13.4,2.5,10.9,742900,11,0.0999999999999996,0.00917431192660547
"BISHOP_1_ALAMO","BISHOP CREEK PLANT 2  AND  6",2023-02-06,13.4,2.5,10.9,742900,11,0.0999999999999996,0.00917431192660547
"BISHOP_1_ALAMO","BISHOP CREEK PLANT 2  AND  6",2023-02-13,13.4,2.5,10.9,742900,11,0.0999999999999996,0.00917431192660547
"BISHOP_1_ALAMO","BISHOP CREEK PLANT 2  AND  6",2023-02-16,13.4,2.5,10.9,742900,11,0.0999999999999996,0.00917431192660547
"BISHOP_1_ALAMO","BISHOP CREEK PLANT 2  AND  6",2023-02-17,13.4,2.5,10.9,742900,11,0.0999999999999996,0.00917431192660547
"BISHOP_1_ALAMO","BISHOP CREEK PLANT 2  AND  6",2023-04-03,13.4,2.4,11,742900,11,0,0
"BISHOP_1_ALAMO","BISHOP CREEK PLANT 2  AND  6",2023-04-05,13.4,2.4,11,742900,11,0,0
"BISHOP_1_ALAMO","BISHOP CREEK PLANT 2  AND  6",2024-02-05,13.4,2,11.4,742900,11,-0.4,-0.0350877192982456
"BISHOP_1_ALAMO","BISHOP CREEK PLANT 2  AND  6",2024-02-19,13.4,2,11.4,742900,11,-0.4,-0.0350877192982456
"BISHOP_1_ALAMO","BISHOP CREEK PLANT 2  AND  6",2024-03-29,13.4,2.4,11,742900,11,0,0
"BISHOP_1_ALAMO","BISHOP CREEK PLANT 2  AND  6",2024-03-31,13.4,2.4,11,742900,11,0,0
"BISHOP_1_ALAMO","BISHOP CREEK PLANT 2  AND  6",2024-04-01,13.4,2.4,11,742900,11,0,0
"BISHOP_1_ALAMO","BISHOP CREEK PLANT 2  AND  6",2024-04-08,13.4,2.4,11,742900,11,0,0
"BISHOP_1_ALAMO","BISHOP CREEK PLANT 2  AND  6",2024-04-11,13.4,2.4,11,742900,11,0,0
"BISHOP_1_ALAMO","BISHOP CREEK PLANT 2  AND  6",2024-04-15,13.4,2.4,11,742900,11,0,0
"BISHOP_1_ALAMO","BISHOP CREEK PLANT 2  AND  6",2024-04-18,13.4,2.4,11,742900,11,0,0
"BISHOP_1_UNITS","BISHOP CREEK PLANT 3  AND  4",2023-02-21,15.8,2.5,13.3,301986,13,-0.300000000000001,-0.0225563909774437
"BISHOP_1_UNITS","BISHOP CREEK PLANT 3  AND  4",2023-02-22,15.8,2.5,13.3,301986,13,-0.300000000000001,-0.0225563909774437
"BISHOP_1_UNITS","BISHOP CREEK PLANT 3  AND  4",2023-03-03,15.8,2.5,13.3,301986,13,-0.300000000000001,-0.0225563909774437
"BISHOP_1_UNITS","BISHOP CREEK PLANT 3  AND  4",2023-03-07,15.8,2.5,13.3,301986,13,-0.300000000000001,-0.0225563909774437
"BISHOP_1_UNITS","BISHOP CREEK PLANT 3  AND  4",2023-03-13,15.8,2.5,13.3,301986,13,-0.300000000000001,-0.0225563909774437
"BISHOP_1_UNITS","BISHOP CREEK PLANT 3  AND  4",2024-03-04,15.8,2.7,13.1,301986,13,-0.100000000000001,-0.00763358778625965
"BISHOP_1_UNITS","BISHOP CREEK PLANT 3  AND  4",2024-03-07,15.8,2.7,13.1,301986,13,-0.100000000000001,-0.00763358778625965
"BISHOP_1_UNITS","BISHOP CREEK PLANT 3  AND  4",2024-04-01,15.8,2.52,13.28,301986,13,-0.280000000000001,-0.0210843373493977
"BLAST_1_WIND","Mountain View IV Wind",2023-02-06,49,10.55,38.45,106763,37.75,-0.700000000000003,-0.0182054616384916
"BLAST_1_WIND","Mountain View IV Wind",2023-02-08,49,10.55,38.45,106763,37.75,-0.700000000000003,-0.0182054616384916
"BLAST_1_WIND","Mountain View IV Wind",2023-02-15,49,11.32,37.68,106763,38.25,0.57,0.0151273885350319
"BLAST_1_WIND","Mountain View IV Wind",2023-02-17,49,8.4,40.6,106763,39.5,-1.1,-0.0270935960591133
"BLAST_1_WIND","Mountain View IV Wind",2023-02-19,49,8.4,40.6,106763,39.5,-1.1,-0.0270935960591133
"BLVRDE_6_BLVBT1","Boulevard Energy Storage",2024-06-24,10,0.25,9.75,284463,9.95,0.199999999999999,0.0205128205128204
"BLVRDE_6_BLVBT1","Boulevard Energy Storage",2024-06-25,10,0.25,9.75,284463,9.82,0.0700000000000003,0.00717948717948721
"BLVRDE_6_BLVBT1","Boulevard Energy Storage",2024-06-26,10,0.25,9.75,284463,10,0.25,0.0256410256410256
"BLVRDE_6_BLVBT1","Boulevard Energy Storage",2024-06-27,10,0.25,9.75,284463,10,0.25,0.0256410256410256
"BLVRDE_6_BLVBT1","Boulevard Energy Storage",2024-06-28,10,0.25,9.75,284463,9.9,0.15,0.0153846153846154
"BLVRDE_6_BLVBT1","Boulevard Energy Storage",2024-11-05,10,3,7,284463,6.8,-0.2,-0.0285714285714286
"BLVRDE_6_BLVBT1","Boulevard Energy Storage",2024-11-06,10,2.75,7.25,284463,7.35,0.0999999999999996,0.0137931034482758
"BLVRDE_6_BLVBT1","Boulevard Energy Storage",2024-11-06,10,3,7,284463,7.35,0.35,0.0499999999999999
"BUCKCK_7_PL1X2","BUCKS CREEK AGGREGATE",2023-01-01,57.25,24.25,33,497303,33,0,0
"BUCKCK_7_PL1X2","BUCKS CREEK AGGREGATE",2023-01-02,57.25,24.25,33,497303,33,0,0
"BUCKCK_7_PL1X2","BUCKS CREEK AGGREGATE",2023-01-07,57.25,24.25,33,497303,33,0,0
"BUCKCK_7_PL1X2","BUCKS CREEK AGGREGATE",2023-01-08,57.25,24.25,33,497303,33,0,0
"BUCKCK_7_PL1X2","BUCKS CREEK AGGREGATE",2023-01-09,57.25,24.25,33,497303,33,0,0
"BUCKCK_7_PL1X2","BUCKS CREEK AGGREGATE",2023-01-12,57.25,24.25,33,497303,33,0,0
"BUCKCK_7_PL1X2","BUCKS CREEK AGGREGATE",2023-01-15,57.25,24.25,33,497303,33,0,0
"BUCKCK_7_PL1X2","BUCKS CREEK AGGREGATE",2023-01-16,57.25,24.25,33,497303,33,0,0
"BUCKCK_7_PL1X2","BUCKS CREEK AGGREGATE",2023-01-17,57.25,24.25,33,497303,33,0,0
"BUCKCK_7_PL1X2","BUCKS CREEK AGGREGATE",2023-03-05,57.25,24.25,33,497303,33,0,0
"BUCKCK_7_PL1X2","BUCKS CREEK AGGREGATE",2023-04-04,57.25,24.25,33,497303,33,0,0
"BUCKCK_7_PL1X2","BUCKS CREEK AGGREGATE",2023-04-05,57.25,24.25,33,497303,33,0,0
"BUCKCK_7_PL1X2","BUCKS CREEK AGGREGATE",2023-07-01,57.25,24.25,33,497303,33,0,0
"BUCKCK_7_PL1X2","BUCKS CREEK AGGREGATE",2023-07-25,57.25,24.25,33,497303,33,0,0
"BUCKCK_7_PL1X2","BUCKS CREEK AGGREGATE",2023-08-01,57.25,24.25,33,497303,33,0,0
"BUCKCK_7_PL1X2","BUCKS CREEK AGGREGATE",2023-08-10,57.25,24.25,33,497303,33,0,0
"BUCKCK_7_PL1X2","BUCKS CREEK AGGREGATE",2023-08-12,57.25,24.25,33,497303,33,0,0
"BUCKCK_7_PL1X2","BUCKS CREEK AGGREGATE",2023-08-15,57.25,24.25,33,497303,33,0,0
"BUCKCK_7_PL1X2","BUCKS CREEK AGGREGATE",2023-08-18,57.25,24.25,33,497303,33,0,0
"BUCKCK_7_PL1X2","BUCKS CREEK AGGREGATE",2023-12-20,57.25,24.25,33,497303,33,0,0
"BUCKCK_7_PL1X2","BUCKS CREEK AGGREGATE",2023-12-21,57.25,24.25,33,497303,33,0,0
"BUCKCK_7_PL1X2","BUCKS CREEK AGGREGATE",2024-01-01,57.25,24.25,33,497303,33,0,0
"BUCKCK_7_PL1X2","BUCKS CREEK AGGREGATE",2024-01-25,57.25,24.25,33,497303,33,0,0
"BUCKCK_7_PL1X2","BUCKS CREEK AGGREGATE",2024-02-08,57.25,24.25,33,497303,33,0,0
"BUCKCK_7_PL1X2","BUCKS CREEK AGGREGATE",2024-03-15,57.25,24.25,33,497303,33,0,0
"BUCKCK_7_PL1X2","BUCKS CREEK AGGREGATE",2024-03-31,57.25,24.25,33,497303,33,0,0
"BUCKCK_7_PL1X2","BUCKS CREEK AGGREGATE",2024-04-18,57.25,24.25,33,497303,33,0,0
"BUCKCK_7_PL1X2","BUCKS CREEK AGGREGATE",2024-04-24,57.25,24.25,33,497303,33,0,0
"BUCKCK_7_PL1X2","BUCKS CREEK AGGREGATE",2024-04-25,57.25,24.25,33,497303,33,0,0
"BUCKCK_7_PL1X2","BUCKS CREEK AGGREGATE",2024-05-01,57.25,24.25,33,497303,33,0,0
"BUCKCK_7_PL1X2","BUCKS CREEK AGGREGATE",2024-05-04,57.25,24.25,33,497303,33,0,0
"BUCKCK_7_PL1X2","BUCKS CREEK AGGREGATE",2024-05-05,57.25,24.25,33,497303,33,0,0
"BUCKCK_7_PL1X2","BUCKS CREEK AGGREGATE",2024-05-06,57.25,24.25,33,497303,33,0,0
"BUCKCK_7_PL1X2","BUCKS CREEK AGGREGATE",2024-05-07,57.25,24.25,33,497303,33,0,0
"BUCKCK_7_PL1X2","BUCKS CREEK AGGREGATE",2024-05-21,57.25,24.25,33,497303,33,0,0
"BUCKCK_7_PL1X2","BUCKS CREEK AGGREGATE",2024-05-30,57.25,24.25,33,497303,33,0,0
"BUCKCK_7_PL1X2","BUCKS CREEK AGGREGATE",2024-06-03,57.25,24.25,33,497303,33,0,0
"BUCKCK_7_PL1X2","BUCKS CREEK AGGREGATE",2024-06-11,57.25,24.25,33,497303,33,0,0
"BUCKCK_7_PL1X2","BUCKS CREEK AGGREGATE",2024-06-27,57.25,24.25,33,497303,33,0,0
"BUCKCK_7_PL1X2","BUCKS CREEK AGGREGATE",2024-07-01,57.25,24.25,33,497303,33,0,0
"BUCKCK_7_PL1X2","BUCKS CREEK AGGREGATE",2024-07-05,57.25,24.25,33,497303,33,0,0
"BUCKCK_7_PL1X2","BUCKS CREEK AGGREGATE",2024-07-12,57.25,24.25,33,497303,33,0,0
"BUCKCK_7_PL1X2","BUCKS CREEK AGGREGATE",2024-07-13,57.25,24.25,33,497303,33,0,0
"BUCKCK_7_PL1X2","BUCKS CREEK AGGREGATE",2024-08-25,57.25,24.25,33,497303,33,0,0
"BUCKCK_7_PL1X2","BUCKS CREEK AGGREGATE",2024-08-29,57.25,24.25,33,497303,33,0,0
"BUCKCK_7_PL1X2","BUCKS CREEK AGGREGATE",2024-08-30,57.25,24.25,33,497303,33,0,0
"BUCKCK_7_PL1X2","BUCKS CREEK AGGREGATE",2024-09-03,57.25,24.25,33,497303,33,0,0
"BUCKCK_7_PL1X2","BUCKS CREEK AGGREGATE",2024-09-24,57.25,24.25,33,497303,33,0,0
"BUCKCK_7_PL1X2","BUCKS CREEK AGGREGATE",2024-09-25,57.25,24.25,33,497303,33,0,0
"BUCKCK_7_PL1X2","BUCKS CREEK AGGREGATE",2024-09-28,57.25,24.25,33,497303,33,0,0
"BUCKCK_7_PL1X2","BUCKS CREEK AGGREGATE",2024-09-30,57.25,24.25,33,497303,33.43,0.43,0.013030303030303
"BUCKCK_7_PL1X2","BUCKS CREEK AGGREGATE",2024-10-01,57.25,24.25,33,497303,33,0,0
"BUCKCK_7_PL1X2","BUCKS CREEK AGGREGATE",2024-10-20,57.25,24.25,33,497303,33,0,0
"BUCKCK_7_PL1X2","BUCKS CREEK AGGREGATE",2024-10-24,57.25,24.25,33,497303,33,0,0
"BUCKCK_7_PL1X2","BUCKS CREEK AGGREGATE",2024-10-26,57.25,24.25,33,497303,33,0,0
"BUCKCK_7_PL1X2","BUCKS CREEK AGGREGATE",2024-10-27,57.25,24.25,33,497303,33,0,0
"BUCKCK_7_PL1X2","BUCKS CREEK AGGREGATE",2024-10-28,57.25,24.25,33,497303,33,0,0
"BUCKCK_7_PL1X2","BUCKS CREEK AGGREGATE",2024-10-30,57.25,24.25,33,497303,33,0,0
"BUCKCK_7_PL1X2","BUCKS CREEK AGGREGATE",2024-10-31,57.25,24.25,33,497303,33,0,0
"BUCKCK_7_PL1X2","BUCKS CREEK AGGREGATE",2024-11-01,57.25,24.25,33,497303,33,0,0
"BUCKCK_7_PL1X2","BUCKS CREEK AGGREGATE",2024-11-02,57.25,24.25,33,497303,33,0,0
"BUCKCK_7_PL1X2","BUCKS CREEK AGGREGATE",2024-11-03,57.25,24.25,33,497303,33,0,0
"BUCKCK_7_PL1X2","BUCKS CREEK AGGREGATE",2024-11-04,57.25,24.25,33,497303,33,0,0
"BUCKCK_7_PL1X2","BUCKS CREEK AGGREGATE",2024-11-05,57.25,24.25,33,497303,33,0,0
"BUCKCK_7_PL1X2","BUCKS CREEK AGGREGATE",2024-11-11,57.25,24.25,33,497303,33,0,0
"BUCKCK_7_PL1X2","BUCKS CREEK AGGREGATE",2024-11-14,57.25,24.25,33,497303,33,0,0
"BUCKCK_7_PL1X2","BUCKS CREEK AGGREGATE",2024-11-27,57.25,24.25,33,497303,33,0,0
"BUCKCK_7_PL1X2","BUCKS CREEK AGGREGATE",2024-12-01,57.25,24.25,33,497303,33,0,0
"BUCKCK_7_PL1X2","BUCKS CREEK AGGREGATE",2024-12-03,57.25,24.25,33,497303,33,0,0
"BUCKCK_7_PL1X2","BUCKS CREEK AGGREGATE",2024-12-06,57.25,24.25,33,497303,33,0,0
"BUCKCK_7_PL1X2","BUCKS CREEK AGGREGATE",2024-12-07,57.25,24.25,33,497303,33,0,0
"BUCKCK_7_PL1X2","BUCKS CREEK AGGREGATE",2024-12-11,57.25,24.25,33,497303,33,0,0
"BUCKCK_7_PL1X2","BUCKS CREEK AGGREGATE",2024-12-13,57.25,24.25,33,497303,33,0,0
"BUCKCK_7_PL1X2","BUCKS CREEK AGGREGATE",2024-12-21,57.25,24.25,33,497303,33,0,0
"BUCKCK_7_PL1X2","BUCKS CREEK AGGREGATE",2024-12-23,57.25,24.25,33,497303,33,0,0
"BUCKCK_7_PL1X2","BUCKS CREEK AGGREGATE",2024-12-29,57.25,24.25,33,497303,33,0,0
"BUCKCK_7_PL1X2","BUCKS CREEK AGGREGATE",2024-12-31,57.25,24.25,33,497303,33,0,0
"CALFTN_2_SOLAR","California Flats North",2024-04-08,130,38,92,195275,92.37,0.370000000000005,0.00402173913043483
"CALFTN_2_SOLAR","California Flats North",2024-04-17,130,38,92,195275,88.29,-3.70999999999999,-0.0403260869565217
"CALFTN_2_SOLAR","California Flats North",2024-09-19,130,38,92,195275,90.32,-1.68000000000001,-0.0182608695652175
"CALFTN_2_SOLAR","California Flats North",2024-09-20,130,38,92,195275,94.09,2.09,0.0227173913043479
"CALFTS_2_CFSSR1","California Flats Solar South",2024-09-25,150,41,109,576455,112.8,3.8,0.0348623853211009
"CALFTS_2_CFSSR1","California Flats Solar South",2024-09-26,150,41,109,576455,112.8,3.8,0.0348623853211009
"CALFTS_2_CFSSR1","California Flats Solar South",2024-09-30,150,41,109,576455,112.8,3.8,0.0348623853211009
"CALFTS_2_CFSSR1","California Flats Solar South",2024-10-01,150,41,109,576455,107.4,-1.59999999999999,-0.0146788990825688
"CALFTS_2_CFSSR1","California Flats Solar South",2024-10-02,150,41,109,576455,107.4,-1.59999999999999,-0.0146788990825688
"CALFTS_2_CFSSR1","California Flats Solar South",2024-10-03,150,41,109,576455,107.4,-1.59999999999999,-0.0146788990825688
"CALFTS_2_CFSSR1","California Flats Solar South",2024-10-04,150,41,109,576455,107.4,-1.59999999999999,-0.0146788990825688
"CARBOU_7_PL2X3","CARIBOU PH 1 UNIT 2 & 3 AGGREGATE",2023-05-11,49,25,24,890505,25.07,1.07,0.0445833333333333
"CARBOU_7_PL2X3","CARIBOU PH 1 UNIT 2 & 3 AGGREGATE",2023-05-11,49,24,25,890505,25.07,0.0700000000000003,0.00280000000000001
"CARBOU_7_PL2X3","CARIBOU PH 1 UNIT 2 & 3 AGGREGATE",2023-06-09,49,24,25,890505,25.34,0.34,0.0136
"CARBOU_7_PL4X5","CARIBOU PH 2 UNIT 4 & 5 AGGREGATE",2023-06-23,120,61,59,108072,60,1,0.0169491525423729
"CARBOU_7_PL4X5","CARIBOU PH 2 UNIT 4 & 5 AGGREGATE",2023-09-29,120,59,61,108072,60,-1,-0.0163934426229508
"CARBOU_7_PL4X5","CARIBOU PH 2 UNIT 4 & 5 AGGREGATE",2023-09-30,120,59,61,108072,60,-1,-0.0163934426229508
"CARBOU_7_PL4X5","CARIBOU PH 2 UNIT 4 & 5 AGGREGATE",2023-10-01,120,59,61,108072,60,-1,-0.0163934426229508
"CARBOU_7_PL4X5","CARIBOU PH 2 UNIT 4 & 5 AGGREGATE",2023-11-26,120,59,61,108072,60,-1,-0.0163934426229508
"CARBOU_7_PL4X5","CARIBOU PH 2 UNIT 4 & 5 AGGREGATE",2023-11-27,120,59,61,108072,60,-1,-0.0163934426229508
"CARBOU_7_PL4X5","CARIBOU PH 2 UNIT 4 & 5 AGGREGATE",2023-12-04,120,61,59,108072,60,1,0.0169491525423729
"CARBOU_7_PL4X5","CARIBOU PH 2 UNIT 4 & 5 AGGREGATE",2024-04-12,120,61,59,108072,59,0,0
"CARBOU_7_PL4X5","CARIBOU PH 2 UNIT 4 & 5 AGGREGATE",2024-04-12,120,60,60,108072,59,-1,-0.0166666666666667
"CARBOU_7_PL4X5","CARIBOU PH 2 UNIT 4 & 5 AGGREGATE",2024-04-26,120,60,60,108072,60,0,0
"CARBOU_7_PL4X5","CARIBOU PH 2 UNIT 4 & 5 AGGREGATE",2024-05-27,120,60,60,108072,60,0,0
"CARBOU_7_PL4X5","CARIBOU PH 2 UNIT 4 & 5 AGGREGATE",2024-05-31,120,60,60,108072,60,0,0
"CARBOU_7_PL4X5","CARIBOU PH 2 UNIT 4 & 5 AGGREGATE",2024-06-10,120,60,60,108072,60,0,0
"CARBOU_7_PL4X5","CARIBOU PH 2 UNIT 4 & 5 AGGREGATE",2024-07-25,120,60,60,108072,60,0,0
"CARBOU_7_UNIT 1","CARIBOU PH 1 UNIT 1",2023-06-09,24,4,20,160554,19,-1,-0.05
"CARBOU_7_UNIT 1","CARIBOU PH 1 UNIT 1",2023-06-12,24,4,20,160554,19,-1,-0.05
"CARLS1_2_CARCT1","Carlsbad 1",2024-02-05,422,15.5,406.5,160605,407,0.5,0.001230012300123
"CARLS1_2_CARCT1","Carlsbad 1",2024-02-06,422,15.5,406.5,160605,407,0.5,0.001230012300123
"CARLS1_2_CARCT1","Carlsbad 1",2024-02-08,422,15.5,406.5,160605,407,0.5,0.001230012300123
"CARLS1_2_CARCT1","Carlsbad 1",2024-02-09,422,15.5,406.5,160605,407,0.5,0.001230012300123
"CENTPD_2_BMSSX2","Blythe Mesa Solar",2023-11-28,223.6,7.6,216,238485,210,-6,-0.0277777777777778
"CENTPD_2_BMSSX2","Blythe Mesa Solar",2023-11-29,223.6,7.6,216,238485,210,-6,-0.0277777777777778
"CENTPD_2_BMSSX2","Blythe Mesa Solar",2023-12-06,223.6,3.6,220,238485,210,-10,-0.0454545454545455
"CHEVMN_2_UNITS","CHEVRON U.S.A. UNITS 1 & 2 AGGREGATE",2024-10-18,124.87,76.87,48,736344,46,-2,-0.0416666666666667
"CHEVMN_2_UNITS","CHEVRON U.S.A. UNITS 1 & 2 AGGREGATE",2024-10-21,124.87,79.87,45,736344,46,1,0.0222222222222222
"CHEVMN_2_UNITS","CHEVRON U.S.A. UNITS 1 & 2 AGGREGATE",2024-10-22,124.87,79.87,45,736344,46,1,0.0222222222222222
"CLINESCO_3_PVDYN","CLINES CORNERS",2023-03-08,129.94,64.97,64.97,914978,63.79,-1.18,-0.0181622287209481
"CLINESCO_3_PVDYN","CLINES CORNERS",2023-03-08,129.94,64.94,65,914978,63.79,-1.21,-0.0186153846153846
"CLRMNT_6_CLEBT1","Clairemont Energy Storage",2024-11-20,9,4.5,4.5,143302,4.7,0.2,0.0444444444444445
"CLRMNT_6_CLEBT1","Clairemont Energy Storage",2024-11-21,9,4.5,4.5,143302,4.7,0.2,0.0444444444444445
"CLRMNT_6_CLEBT1","Clairemont Energy Storage",2024-11-22,9,4.5,4.5,143302,4.7,0.2,0.0444444444444445
"CLRMNT_6_CLEBT1","Clairemont Energy Storage",2024-12-09,9,4.5,4.5,143302,4.7,0.2,0.0444444444444445
"CLRMNT_6_CLEBT1","Clairemont Energy Storage",2024-12-10,9,4.5,4.5,143302,4.7,0.2,0.0444444444444445
"CLRMNT_6_CLEBT1","Clairemont Energy Storage",2024-12-11,9,4.5,4.5,143302,4.7,0.2,0.0444444444444445
"CNTNLA_2_SOLAR1","Centinela Solar Energy I",2023-07-12,125,66.18,58.82,124574,57.87,-0.949999999999996,-0.0161509690581434
"CNTNLA_2_SOLAR1","Centinela Solar Energy I",2024-08-06,125,65,60,124574,57.89,-2.11,-0.0351666666666667
"COLUSA_2_PL1X3","Colusa Generating Station",2023-11-03,641,221,420,101489,420,0,0
"COLUSA_2_PL1X3","Colusa Generating Station",2024-10-08,641,221,420,101489,420,0,0
"COLVIL_7_PL1X2","COLLIERVILLE HYDRO UNIT 1 & 2 AGGREGATE",2024-10-06,246.86,120.86,126,201370,123,-3.00000000000001,-0.0238095238095239
