"generator","generator_name","curtailment_date","pmax_mw","curtailment_mw","expected_available_mw","RESOURCEBID_SEQ","daily_max_mw","mw_error","pct_error"
"ELKHRN_1_EESX3","Elkhorn Energy Storage",2023-10-26,182.5,12,170.5,883062,174.29,3.78999999999999,0.0222287390029325
"ELKHRN_1_EESX3","Elkhorn Energy Storage",2023-10-27,182.5,7.5,175,883062,174.29,-0.710000000000008,-0.0040571428571429
"ELKHRN_1_EESX3","Elkhorn Energy Storage",2023-10-30,182.5,12,170.5,883062,174.29,3.78999999999999,0.0222287390029325
"ELKHRN_1_EESX3","Elkhorn Energy Storage",2023-10-31,182.5,13,169.5,883062,174.29,4.78999999999999,0.0282595870206489
"ELKHRN_1_EESX3","Elkhorn Energy Storage",2023-11-01,182.5,12,170.5,883062,174.29,3.78999999999999,0.0222287390029325
"ELKHRN_1_EESX3","Elkhorn Energy Storage",2023-11-02,182.5,10,172.5,883062,174.29,1.78999999999999,0.0103768115942029
"ELKHRN_1_EESX3","Elkhorn Energy Storage",2023-11-03,182.5,12,170.5,883062,174.29,3.78999999999999,0.0222287390029325
"ELLIOT_6_ELIBT1","Elliott Energy Storage",2024-04-23,10,0.25,9.75,376549,10,0.25,0.0256410256410256
"ELLIOT_6_ELIBT1","Elliott Energy Storage",2024-04-24,10,0.25,9.75,376549,10,0.25,0.0256410256410256
"ELLIOT_6_ELIBT1","Elliott Energy Storage",2024-12-16,10,3,7,376549,6.7,-0.3,-0.0428571428571428
"ELLIOT_6_ELIBT1","Elliott Energy Storage",2024-12-17,10,3,7,376549,6.89,-0.11,-0.0157142857142858
"ELLIOT_6_ELIBT1","Elliott Energy Storage",2024-12-18,10,3,7,376549,6.66,-0.34,-0.0485714285714286
"ESCNDO_6_EB1BT1","Escondido BESS 1",2023-01-25,10,4,6,882665,6.02,0.0199999999999996,0.00333333333333326
"ESCNDO_6_EB1BT1","Escondido BESS 1",2023-02-28,10,5.5,4.5,882665,4.47,-0.0300000000000002,-0.00666666666666672
"ESCNDO_6_EB1BT1","Escondido BESS 1",2023-03-11,10,5.5,4.5,882665,4.45,-0.0499999999999998,-0.0111111111111111
"ESCNDO_6_EB1BT1","Escondido BESS 1",2023-03-17,10,5.5,4.5,882665,4.35,-0.15,-0.0333333333333334
"ESCNDO_6_EB1BT1","Escondido BESS 1",2023-03-25,10,4.5,5.5,882665,5.32,-0.18,-0.0327272727272727
"ESCNDO_6_EB1BT1","Escondido BESS 1",2023-03-27,10,4.5,5.5,882665,5.36,-0.14,-0.0254545454545454
"ESCNDO_6_EB1BT1","Escondido BESS 1",2023-10-24,10,4,6,882665,5.9,-0.0999999999999996,-0.0166666666666666
"ESCNDO_6_EB1BT1","Escondido BESS 1",2023-11-30,10,4,6,882665,6.21,0.21,0.035
"ESCNDO_6_EB1BT1","Escondido BESS 1",2024-01-01,10,4,6,882665,5.97,-0.0300000000000002,-0.00500000000000004
"ESCNDO_6_EB1BT1","Escondido BESS 1",2024-03-01,10,4,6,882665,5.91,-0.0899999999999999,-0.015
"ESCNDO_6_EB1BT1","Escondido BESS 1",2024-05-20,10,2.5,7.5,882665,7.28,-0.22,-0.0293333333333333
"ESCNDO_6_EB1BT1","Escondido BESS 1",2024-05-24,10,2.5,7.5,882665,7.21,-0.29,-0.0386666666666667
"ESCNDO_6_EB1BT1","Escondido BESS 1",2024-08-22,10,3.75,6.25,882665,6.42,0.17,0.0272
"ESCNDO_6_EB2BT2","Escondido BESS 2",2023-04-08,10,4.5,5.5,193527,5.35,-0.15,-0.0272727272727273
"ESCNDO_6_EB2BT2","Escondido BESS 2",2023-04-10,10,4.5,5.5,193527,5.35,-0.15,-0.0272727272727273
"ESCNDO_6_EB2BT2","Escondido BESS 2",2023-04-14,10,4.5,5.5,193527,5.35,-0.15,-0.0272727272727273
"ESCNDO_6_EB2BT2","Escondido BESS 2",2023-04-15,10,4.5,5.5,193527,5.35,-0.15,-0.0272727272727273
"ESCNDO_6_EB2BT2","Escondido BESS 2",2023-10-10,10,5.5,4.5,193527,4.5,0,0
"ESCNDO_6_EB2BT2","Escondido BESS 2",2023-10-11,10,5.5,4.5,193527,4.5,0,0
"ESCNDO_6_EB2BT2","Escondido BESS 2",2023-10-13,10,5.5,4.5,193527,4.5,0,0
"ESCNDO_6_EB2BT2","Escondido BESS 2",2023-10-16,10,5.5,4.5,193527,4.5,0,0
"ESCNDO_6_EB2BT2","Escondido BESS 2",2023-10-17,10,5.5,4.5,193527,4.5,0,0
"ESCNDO_6_EB2BT2","Escondido BESS 2",2023-10-23,10,5.5,4.5,193527,4.5,0,0
"ESCNDO_6_EB2BT2","Escondido BESS 2",2023-10-24,10,5.5,4.5,193527,4.5,0,0
"ESCNDO_6_EB2BT2","Escondido BESS 2",2023-10-27,10,5.5,4.5,193527,4.5,0,0
"ESCNDO_6_EB2BT2","Escondido BESS 2",2023-11-28,10,5.5,4.5,193527,4.5,0,0
"ESCNDO_6_EB2BT2","Escondido BESS 2",2024-08-21,10,3.5,6.5,193527,6.5,0,0
"ESCNDO_6_EB2BT2","Escondido BESS 2",2024-08-22,10,3.5,6.5,193527,6.5,0,0
"ESCNDO_6_UNITB1","CalPeak Power Enterprise Unit 1",2024-05-14,48.04,23.04,25,917872,25.92,0.920000000000002,0.0368000000000001
"ESCNDO_6_UNITB1","CalPeak Power Enterprise Unit 1",2024-05-16,48.04,23.04,25,917872,24.55,-0.449999999999999,-0.018
"ETIWND_2_FONTNA","FONTANALYTLE CREEK POWERHOUSE P",2024-10-14,2.56,0.5,2.06,190607,2,-0.0600000000000001,-0.029126213592233
"ETIWND_2_FONTNA","FONTANALYTLE CREEK POWERHOUSE P",2024-10-31,2.56,0.5,2.06,190607,2,-0.0600000000000001,-0.029126213592233
"ETIWND_2_FONTNA","FONTANALYTLE CREEK POWERHOUSE P",2024-11-01,2.56,0.5,2.06,190607,2,-0.0600000000000001,-0.029126213592233
"ETIWND_6_GRPLND","Grapeland Peaker",2024-06-13,45.64,0.17,45.47,156192,45.3,-0.170000000000002,-0.00373872883219709
"ETIWND_6_GRPLND","Grapeland Peaker",2024-06-13,45.64,0.42,45.22,156192,45.3,0.0799999999999983,0.00176912870411319
"ETIWND_6_GRPLND","Grapeland Peaker",2024-06-13,45.64,0.65,44.99,156192,45.3,0.309999999999995,0.00689042009335397
"EXCHEC_7_UNIT 1","EXCHEQUER HYDRO",2023-11-29,94.5,64.5,30,140162,30,0,0
"EXCHEC_7_UNIT 1","EXCHEQUER HYDRO",2023-11-30,94.5,64.5,30,140162,30,0,0
"FMEADO_7_UNIT","FRENCH MEADOWS HYDRO",2024-10-07,16,4,12,159739,11.75,-0.25,-0.0208333333333333
"FMEADO_7_UNIT","FRENCH MEADOWS HYDRO",2024-10-21,16,4,12,159739,12.21,0.210000000000001,0.0175000000000001
"GARLND_2_GARBT1","Garland B BESS",2023-04-11,88,28,60,131086,58.48,-1.52,-0.0253333333333334
"GARLND_2_GARBT1","Garland B BESS",2023-04-14,88,11,77,131086,80,3,0.038961038961039
"GARLND_2_GARBT1","Garland B BESS",2023-04-16,88,25,63,131086,61.61,-1.39,-0.0220634920634921
"GARLND_2_GASLR","Garland B",2024-10-24,180,33.33,146.67,106183,143.2,-3.47000000000003,-0.0236585532146999
"GARLND_2_GASLR","Garland B",2024-10-25,180,33.33,146.67,106183,143.2,-3.47000000000003,-0.0236585532146999
"GARLND_2_GASLR","Garland B",2024-10-28,180,33.33,146.67,106183,143.2,-3.47000000000003,-0.0236585532146999
"GARLND_2_GASLR","Garland B",2024-10-29,180,33.33,146.67,106183,143.2,-3.47000000000003,-0.0236585532146999
"GARLND_2_GASLR","Garland B",2024-10-30,180,33.33,146.67,106183,143.2,-3.47000000000003,-0.0236585532146999
"GARLND_2_GASLR","Garland B",2024-10-31,180,33.33,146.67,106183,143.2,-3.47000000000003,-0.0236585532146999
"GARLND_2_GASLR","Garland B",2024-10-31,180,37,143,106183,143.2,0.199999999999989,0.00139860139860132
"GARNET_1_WIND","GARNET WIND ENERGY CENTER",2023-02-11,6.5,1.11,5.39,155043,5.43,0.04,0.00742115027829314
"GARNET_1_WIND","GARNET WIND ENERGY CENTER",2023-02-17,6.5,1.11,5.39,155043,5.36,-0.0299999999999994,-0.00556586270871973
"GARNET_2_COAWD2","Coachella 2",2023-03-27,10.8,0.1,10.7,442155,10.5,-0.200000000000001,-0.0186915887850468
"GARNET_2_COAWD2","Coachella 2",2023-03-28,10.8,0.1,10.7,442155,10.5,-0.200000000000001,-0.0186915887850468
"GARNET_2_COAWD2","Coachella 2",2023-03-29,10.8,0.1,10.7,442155,10.5,-0.200000000000001,-0.0186915887850468
"GARNET_2_COAWD2","Coachella 2",2023-03-30,10.8,0.1,10.7,442155,10.5,-0.200000000000001,-0.0186915887850468
"GARNET_2_COAWD2","Coachella 2",2023-11-09,10.8,0.2,10.6,442155,10.5,-0.100000000000001,-0.00943396226415108
"GARNET_2_WIND1","Phoenix",2023-03-31,11.2,5.78,5.42,186392,5.43,0.0100000000000007,0.00184501845018463
"GARNET_2_WIND1","Phoenix",2023-03-31,11.2,5.56,5.64,186392,5.43,-0.21,-0.0372340425531915
"GARNET_2_WIND3","San Gorgonio East",2023-03-29,12.6,5.17,7.43,858482,7.7,0.27,0.0363391655450875
"GARNET_2_WIND3","San Gorgonio East",2023-03-30,12.6,5.17,7.43,858482,7.7,0.27,0.0363391655450875
"GARNET_2_WIND3","San Gorgonio East",2023-03-31,12.6,5.17,7.43,858482,7.8,0.37,0.0497981157469718
"GARNET_2_WIND3","San Gorgonio East",2023-04-01,12.6,5.17,7.43,858482,7.5,0.0700000000000003,0.00942126514131902
"GARNET_2_WIND4","Windustries",2023-02-17,9.8,1.68,8.12,916013,7.92,-0.200000000000001,-0.0246305418719213
"GARNET_2_WIND4","Windustries",2023-10-14,9.8,1.3,8.5,916013,8.29,-0.210000000000001,-0.0247058823529413
"GARNET_2_WIND4","Windustries",2023-10-24,9.8,1.3,8.5,916013,8.45,-0.0500000000000007,-0.00588235294117655
"GARNET_2_WIND5","Eastwind",2023-03-29,3,0.9,2.1,127538,2.15,0.0499999999999998,0.0238095238095237
"GARNET_2_WIND5","Eastwind",2023-03-30,3,0.9,2.1,127538,2.15,0.0499999999999998,0.0238095238095237
"GATWAY_2_PL1X3","GATEWAY GENERATING STATION",2023-01-11,585,48.9,536.1,140969,555,18.9,0.0352546166759932
"GATWAY_2_PL1X3","GATEWAY GENERATING STATION",2023-01-12,585,48.9,536.1,140969,555,18.9,0.0352546166759932
"GATWAY_2_PL1X3","GATEWAY GENERATING STATION",2023-01-12,585,49,536,140969,555,19,0.0354477611940298
"GATWAY_2_PL1X3","GATEWAY GENERATING STATION",2024-01-23,585,5,580,140969,555,-25,-0.0431034482758621
"GATWAY_2_PL1X3","GATEWAY GENERATING STATION",2024-01-24,585,5,580,140969,555,-25,-0.0431034482758621
"GATWAY_2_PL1X3","GATEWAY GENERATING STATION",2024-01-25,585,5,580,140969,555,-25,-0.0431034482758621
"GATWAY_2_PL1X3","GATEWAY GENERATING STATION",2024-01-26,585,5,580,140969,555,-25,-0.0431034482758621
"GEYS18_7_UNIT18","GEYSERS UNIT 18 (HEALDSBURG)",2023-01-26,72,48,24,798391,25,1,0.0416666666666667
"GEYS18_7_UNIT18","GEYSERS UNIT 18 (HEALDSBURG)",2023-03-08,72,52,20,798391,20,0,0
"GLNARM_7_UNIT 1","GLEN ARM UNIT 1",2023-05-04,22.13,4.13,18,190023,18,0,0
"GLNARM_7_UNIT 1","GLEN ARM UNIT 1",2023-12-01,22.13,4.13,18,190023,18.5,0.5,0.0277777777777778
"GLNARM_7_UNIT 4","GLEN ARM UNIT 4",2023-05-24,42.42,8.62,33.8,174755,33.74,-0.0600000000000023,-0.00177514792899415
"GLNARM_7_UNIT 4","GLEN ARM UNIT 4",2023-07-11,42.42,8.62,33.8,174755,33.18,-0.620000000000005,-0.0183431952662723
"GYS5X6_7_UNITS","GEYSERS UNITS 5 & 6 AGGREGATE",2023-01-18,98.43,31,67.43,181382,66.29,-1.14,-0.0169064214741213
"GYS5X6_7_UNITS","GEYSERS UNITS 5 & 6 AGGREGATE",2023-01-20,98.43,31,67.43,181382,68.22,0.789999999999992,0.0117158534776804
"GYS5X6_7_UNITS","GEYSERS UNITS 5 & 6 AGGREGATE",2023-11-06,98.43,42,56.43,181382,56.38,-0.0500000000000043,-0.00088605351763254
"GYS5X6_7_UNITS","GEYSERS UNITS 5 & 6 AGGREGATE",2023-11-07,98.43,42,56.43,181382,53.64,-2.79000000000001,-0.0494417862838917
"GYS5X6_7_UNITS","GEYSERS UNITS 5 & 6 AGGREGATE",2024-12-01,98.43,49.43,49,181382,49.65,0.649999999999991,0.0132653061224488
"GYS5X6_7_UNITS","GEYSERS UNITS 5 & 6 AGGREGATE",2024-12-03,98.43,49.43,49,181382,51.15,2.14999999999999,0.043877551020408
"GYS7X8_7_UNITS","GEYSERS UNITS 7 & 8 AGGREGATE",2023-12-06,95.8,35,60.8,670863,58.01,-2.79,-0.0458881578947368
"GYS7X8_7_UNITS","GEYSERS UNITS 7 & 8 AGGREGATE",2023-12-07,95.8,36,59.8,670863,58.01,-1.79,-0.029933110367893
"HAASPH_7_PL1X2","HAAS PH UNIT 1 & 2 AGGREGATE",2023-03-12,144,72,72,107633,72,0,0
"HAASPH_7_PL1X2","HAAS PH UNIT 1 & 2 AGGREGATE",2023-03-14,144,72,72,107633,72,0,0
"HAASPH_7_PL1X2","HAAS PH UNIT 1 & 2 AGGREGATE",2023-03-20,144,72,72,107633,72,0,0
"HAASPH_7_PL1X2","HAAS PH UNIT 1 & 2 AGGREGATE",2023-04-16,144,72,72,107633,72,0,0
"HAASPH_7_PL1X2","HAAS PH UNIT 1 & 2 AGGREGATE",2023-04-19,144,72,72,107633,72,0,0
"HAASPH_7_PL1X2","HAAS PH UNIT 1 & 2 AGGREGATE",2023-04-22,144,72,72,107633,72,0,0
"HAASPH_7_PL1X2","HAAS PH UNIT 1 & 2 AGGREGATE",2023-04-23,144,72,72,107633,72,0,0
"HAASPH_7_PL1X2","HAAS PH UNIT 1 & 2 AGGREGATE",2023-04-24,144,72,72,107633,72,0,0
"HAASPH_7_PL1X2","HAAS PH UNIT 1 & 2 AGGREGATE",2023-04-25,144,72,72,107633,72,0,0
"HAASPH_7_PL1X2","HAAS PH UNIT 1 & 2 AGGREGATE",2023-04-28,144,72,72,107633,72,0,0
"HAASPH_7_PL1X2","HAAS PH UNIT 1 & 2 AGGREGATE",2023-04-29,144,72,72,107633,72,0,0
"HAASPH_7_PL1X2","HAAS PH UNIT 1 & 2 AGGREGATE",2023-04-30,144,72,72,107633,72,0,0
"HAASPH_7_PL1X2","HAAS PH UNIT 1 & 2 AGGREGATE",2023-05-01,144,72,72,107633,72,0,0
"HAASPH_7_PL1X2","HAAS PH UNIT 1 & 2 AGGREGATE",2023-05-02,144,72,72,107633,72,0,0
"HAASPH_7_PL1X2","HAAS PH UNIT 1 & 2 AGGREGATE",2023-05-03,144,72,72,107633,72,0,0
"HIDSRT_2_UNITS","HIGH DESERT POWER PROJECT AGGREGATE",2023-02-07,830,7,823,203842,820,-3,-0.00364520048602673
"HIDSRT_2_UNITS","HIGH DESERT POWER PROJECT AGGREGATE",2023-02-07,830,39,791,203842,820,29,0.0366624525916561
"HIDSRT_2_UNITS","HIGH DESERT POWER PROJECT AGGREGATE",2023-02-07,830,33,797,203842,820,23,0.0288582183186951
"HIDSRT_2_UNITS","HIGH DESERT POWER PROJECT AGGREGATE",2023-02-07,830,28,802,203842,820,18,0.0224438902743142
"HIDSRT_2_UNITS","HIGH DESERT POWER PROJECT AGGREGATE",2023-02-07,830,20,810,203842,820,10,0.0123456790123457
"HIDSRT_2_UNITS","HIGH DESERT POWER PROJECT AGGREGATE",2023-02-07,830,15,815,203842,820,5,0.00613496932515337
"HIDSRT_2_UNITS","HIGH DESERT POWER PROJECT AGGREGATE",2023-02-07,830,12,818,203842,820,2,0.00244498777506112
"HIDSRT_2_UNITS","HIGH DESERT POWER PROJECT AGGREGATE",2023-02-08,830,8,822,203842,820,-2,-0.0024330900243309
"HIDSRT_2_UNITS","HIGH DESERT POWER PROJECT AGGREGATE",2023-02-08,830,7,823,203842,820,-3,-0.00364520048602673
"HIDSRT_2_UNITS","HIGH DESERT POWER PROJECT AGGREGATE",2023-02-08,830,4,826,203842,820,-6,-0.00726392251815981
"HIDSRT_2_UNITS","HIGH DESERT POWER PROJECT AGGREGATE",2023-02-08,830,3,827,203842,820,-7,-0.00846432889963724
"HIDSRT_2_UNITS","HIGH DESERT POWER PROJECT AGGREGATE",2023-02-08,830,45,785,203842,820,35,0.0445859872611465
"HIDSRT_2_UNITS","HIGH DESERT POWER PROJECT AGGREGATE",2023-02-08,830,39,791,203842,820,29,0.0366624525916561
"HIDSRT_2_UNITS","HIGH DESERT POWER PROJECT AGGREGATE",2023-02-08,830,31,799,203842,820,21,0.0262828535669587
"HIDSRT_2_UNITS","HIGH DESERT POWER PROJECT AGGREGATE",2023-02-08,830,26,804,203842,820,16,0.0199004975124378
"HIDSRT_2_UNITS","HIGH DESERT POWER PROJECT AGGREGATE",2023-02-08,830,20,810,203842,820,10,0.0123456790123457
"HIDSRT_2_UNITS","HIGH DESERT POWER PROJECT AGGREGATE",2023-02-08,830,17,813,203842,820,7,0.00861008610086101
"HIDSRT_2_UNITS","HIGH DESERT POWER PROJECT AGGREGATE",2023-02-08,830,13,817,203842,820,3,0.00367197062423501
"HIDSRT_2_UNITS","HIGH DESERT POWER PROJECT AGGREGATE",2023-02-09,830,9,821,203842,820,-1,-0.00121802679658952
"HIDSRT_2_UNITS","HIGH DESERT POWER PROJECT AGGREGATE",2023-02-09,830,7,823,203842,820,-3,-0.00364520048602673
"HIDSRT_2_UNITS","HIGH DESERT POWER PROJECT AGGREGATE",2023-02-09,830,4,826,203842,820,-6,-0.00726392251815981
"HIDSRT_2_UNITS","HIGH DESERT POWER PROJECT AGGREGATE",2023-02-09,830,2,828,203842,820,-8,-0.00966183574879227
"HIDSRT_2_UNITS","HIGH DESERT POWER PROJECT AGGREGATE",2023-02-09,830,46,784,203842,820,36,0.0459183673469388
"HIDSRT_2_UNITS","HIGH DESERT POWER PROJECT AGGREGATE",2023-02-09,830,36,794,203842,820,26,0.0327455919395466
"HIDSRT_2_UNITS","HIGH DESERT POWER PROJECT AGGREGATE",2023-02-09,830,28,802,203842,820,18,0.0224438902743142
"HIDSRT_2_UNITS","HIGH DESERT POWER PROJECT AGGREGATE",2023-02-09,830,23,807,203842,820,13,0.0161090458488228
"HIDSRT_2_UNITS","HIGH DESERT POWER PROJECT AGGREGATE",2023-02-09,830,18,812,203842,820,8,0.00985221674876847
"HIDSRT_2_UNITS","HIGH DESERT POWER PROJECT AGGREGATE",2023-02-09,830,13,817,203842,820,3,0.00367197062423501
"HIDSRT_2_UNITS","HIGH DESERT POWER PROJECT AGGREGATE",2023-02-10,830,4,826,203842,820,-6,-0.00726392251815981
"HIDSRT_2_UNITS","HIGH DESERT POWER PROJECT AGGREGATE",2023-02-10,830,3,827,203842,820,-7,-0.00846432889963724
"HIDSRT_2_UNITS","HIGH DESERT POWER PROJECT AGGREGATE",2023-02-10,830,1,829,203842,820,-9,-0.0108564535585042
"HIGGNS_1_COMBIE","Combie South",2024-08-12,1.5,0.5,1,713354,1,0,0
"HIGGNS_1_COMBIE","Combie South",2024-08-13,1.5,0.5,1,713354,1,0,0
"HIGGNS_1_COMBIE","Combie South",2024-08-14,1.5,0.5,1,713354,1,0,0
"HIGHDS_2_H5SSR1","High 5 Solar",2024-10-24,100,40,60,360176,62.34,2.34,0.0390000000000001
"HIGHDS_2_H5SSR1","High 5 Solar",2024-10-25,100,40,60,360176,61.33,1.33,0.0221666666666666
"HOOVER_2_SCEPT","Hoover DAM - SCE Share",2023-03-23,287,10,277,158253,275,-2,-0.0072202166064982
"HOOVER_2_SCEPT","Hoover DAM - SCE Share",2023-03-23,287,11,276,158253,275,-1,-0.0036231884057971
"HUMBPP_1_UNITS3","Humboldt Bay Generating Station 3",2023-01-03,65.08,16.27,48.81,133308,50.52,1.71,0.0350338045482483
"HUMBPP_1_UNITS3","Humboldt Bay Generating Station 3",2023-01-30,65.08,16.27,48.81,133308,50.06,1.25,0.0256095062487195
"HUMBPP_1_UNITS3","Humboldt Bay Generating Station 3",2023-01-31,65.08,16.27,48.81,133308,50.06,1.25,0.0256095062487195
"HUMBPP_1_UNITS3","Humboldt Bay Generating Station 3",2023-02-01,65.08,16.27,48.81,133308,50.8,1.98999999999999,0.0407703339479614
"HUMBPP_1_UNITS3","Humboldt Bay Generating Station 3",2023-02-13,65.08,15.54,49.54,133308,50.8,1.26,0.0254339927331449
"HUMBPP_1_UNITS3","Humboldt Bay Generating Station 3",2023-03-01,65.08,16.27,48.81,133308,51.07,2.26,0.0463019872976849
"HUMBPP_1_UNITS3","Humboldt Bay Generating Station 3",2023-11-13,65.08,16.27,48.81,133308,51.21,2.4,0.0491702519975415
"HUMBPP_1_UNITS3","Humboldt Bay Generating Station 3",2023-11-14,65.08,16.27,48.81,133308,51.21,2.4,0.0491702519975415
"HUMBPP_1_UNITS3","Humboldt Bay Generating Station 3",2023-11-15,65.08,16.27,48.81,133308,51.21,2.4,0.0491702519975415
"HUMBPP_1_UNITS3","Humboldt Bay Generating Station 3",2023-11-17,65.08,16.27,48.81,133308,51.21,2.4,0.0491702519975415
"HUMBPP_1_UNITS3","Humboldt Bay Generating Station 3",2023-12-11,65.08,16.27,48.81,133308,50.16,1.34999999999999,0.027658266748617
"HUMBPP_1_UNITS3","Humboldt Bay Generating Station 3",2023-12-18,65.08,16.27,48.81,133308,50.16,1.34999999999999,0.027658266748617
"HUMBPP_1_UNITS3","Humboldt Bay Generating Station 3",2024-01-08,65.08,16.27,48.81,133308,50.06,1.25,0.0256095062487195
"HUMBPP_1_UNITS3","Humboldt Bay Generating Station 3",2024-01-23,65.08,16.27,48.81,133308,50.06,1.25,0.0256095062487195
"HUMBPP_1_UNITS3","Humboldt Bay Generating Station 3",2024-01-29,65.08,16.27,48.81,133308,50.06,1.25,0.0256095062487195
"HUMBPP_1_UNITS3","Humboldt Bay Generating Station 3",2024-02-02,65.08,16.27,48.81,133308,50.8,1.98999999999999,0.0407703339479614
"HUMBPP_1_UNITS3","Humboldt Bay Generating Station 3",2024-02-26,65.08,16.27,48.81,133308,50.8,1.98999999999999,0.0407703339479614
"HUMBPP_1_UNITS3","Humboldt Bay Generating Station 3",2024-02-27,65.08,16.27,48.81,133308,50.8,1.98999999999999,0.0407703339479614
"HUMBPP_1_UNITS3","Humboldt Bay Generating Station 3",2024-02-28,65.08,16.27,48.81,133308,50.8,1.98999999999999,0.0407703339479614
"HUMBPP_1_UNITS3","Humboldt Bay Generating Station 3",2024-03-07,65.08,16.27,48.81,133308,51.07,2.26,0.0463019872976849
"HUMBPP_1_UNITS3","Humboldt Bay Generating Station 3",2024-03-09,65.08,16.27,48.81,133308,51.07,2.26,0.0463019872976849
"HUMBPP_1_UNITS3","Humboldt Bay Generating Station 3",2024-03-10,65.08,16.27,48.81,133308,51.07,2.26,0.0463019872976849
"HUMBPP_1_UNITS3","Humboldt Bay Generating Station 3",2024-03-11,65.08,16.27,48.81,133308,51.07,2.26,0.0463019872976849
"HUMBPP_1_UNITS3","Humboldt Bay Generating Station 3",2024-03-13,65.08,16.27,48.81,133308,51.07,2.26,0.0463019872976849
"HUMBPP_1_UNITS3","Humboldt Bay Generating Station 3",2024-03-14,65.08,16.27,48.81,133308,51.07,2.26,0.0463019872976849
"HUMBPP_1_UNITS3","Humboldt Bay Generating Station 3",2024-03-15,65.08,16.27,48.81,133308,51.07,2.26,0.0463019872976849
"HUMBPP_1_UNITS3","Humboldt Bay Generating Station 3",2024-03-18,65.08,16.27,48.81,133308,51.07,2.26,0.0463019872976849
"HUMBPP_1_UNITS3","Humboldt Bay Generating Station 3",2024-03-21,65.08,16.27,48.81,133308,51.07,2.26,0.0463019872976849
"HUMBPP_1_UNITS3","Humboldt Bay Generating Station 3",2024-03-22,65.08,16.27,48.81,133308,51.07,2.26,0.0463019872976849
"HUMBPP_1_UNITS3","Humboldt Bay Generating Station 3",2024-03-28,65.08,16.27,48.81,133308,51.07,2.26,0.0463019872976849
"HUMBPP_1_UNITS3","Humboldt Bay Generating Station 3",2024-03-29,65.08,16.27,48.81,133308,51.07,2.26,0.0463019872976849
"HUMBPP_1_UNITS3","Humboldt Bay Generating Station 3",2024-03-30,65.08,16.27,48.81,133308,51.07,2.26,0.0463019872976849
"HUMBPP_1_UNITS3","Humboldt Bay Generating Station 3",2024-12-02,65.08,16.27,48.81,133308,50.16,1.34999999999999,0.027658266748617
"HYTTHM_2_UNITS","HYATT-THERMALITO PUMP-GEN (AGGREGATE)",2023-02-04,933.1,36.1,897,952796,880,-17,-0.0189520624303233
"HYTTHM_2_UNITS","HYATT-THERMALITO PUMP-GEN (AGGREGATE)",2023-02-06,933.1,36,897.1,952796,880,-17.1,-0.019061420131535
"HYTTHM_2_UNITS","HYATT-THERMALITO PUMP-GEN (AGGREGATE)",2023-02-06,933.1,36.1,897,952796,880,-17,-0.0189520624303233
"HYTTHM_2_UNITS","HYATT-THERMALITO PUMP-GEN (AGGREGATE)",2023-02-07,933.1,36.1,897,952796,880,-17,-0.0189520624303233
"HYTTHM_2_UNITS","HYATT-THERMALITO PUMP-GEN (AGGREGATE)",2023-02-07,933.1,36,897.1,952796,880,-17.1,-0.019061420131535
"HYTTHM_2_UNITS","HYATT-THERMALITO PUMP-GEN (AGGREGATE)",2023-02-08,933.1,36,897.1,952796,880,-17.1,-0.019061420131535
"HYTTHM_2_UNITS","HYATT-THERMALITO PUMP-GEN (AGGREGATE)",2023-02-08,933.1,36.1,897,952796,880,-17,-0.0189520624303233
"HYTTHM_2_UNITS","HYATT-THERMALITO PUMP-GEN (AGGREGATE)",2023-02-09,933.1,36.1,897,952796,880,-17,-0.0189520624303233
"HYTTHM_2_UNITS","HYATT-THERMALITO PUMP-GEN (AGGREGATE)",2023-02-09,933.1,36,897.1,952796,880,-17.1,-0.019061420131535
"HYTTHM_2_UNITS","HYATT-THERMALITO PUMP-GEN (AGGREGATE)",2023-02-10,933.1,36.1,897,952796,880,-17,-0.0189520624303233
"HYTTHM_2_UNITS","HYATT-THERMALITO PUMP-GEN (AGGREGATE)",2023-02-10,933.1,36,897.1,952796,880,-17.1,-0.019061420131535
"HYTTHM_2_UNITS","HYATT-THERMALITO PUMP-GEN (AGGREGATE)",2023-02-13,933.1,36,897.1,952796,880,-17.1,-0.019061420131535
"HYTTHM_2_UNITS","HYATT-THERMALITO PUMP-GEN (AGGREGATE)",2023-02-13,933.1,36.1,897,952796,880,-17,-0.0189520624303233
"HYTTHM_2_UNITS","HYATT-THERMALITO PUMP-GEN (AGGREGATE)",2023-02-14,933.1,36,897.1,952796,880,-17.1,-0.019061420131535
"HYTTHM_2_UNITS","HYATT-THERMALITO PUMP-GEN (AGGREGATE)",2023-02-14,933.1,36.1,897,952796,880,-17,-0.0189520624303233
"HYTTHM_2_UNITS","HYATT-THERMALITO PUMP-GEN (AGGREGATE)",2023-02-15,933.1,36.1,897,952796,880,-17,-0.0189520624303233
"HYTTHM_2_UNITS","HYATT-THERMALITO PUMP-GEN (AGGREGATE)",2023-02-15,933.1,36,897.1,952796,880,-17.1,-0.019061420131535
"HYTTHM_2_UNITS","HYATT-THERMALITO PUMP-GEN (AGGREGATE)",2023-02-16,933.1,36,897.1,952796,880,-17.1,-0.019061420131535
"HYTTHM_2_UNITS","HYATT-THERMALITO PUMP-GEN (AGGREGATE)",2023-02-16,933.1,36.1,897,952796,880,-17,-0.0189520624303233
