RESOURCE ID,RESOURCE NAME,total_outage_events,RESOURCEBID_SEQ,n_matches,confidence,score
MRGT_6_TGEBT1,MRGT_6_TGEBT1,2,561427.0,2.0,0.0,1.66666666666667
MRLSDS_6_SOLAR1,MRLSDS_6_SOLAR1,4,819306.0,4.0,0.2875,2.66666666666667
MSOLAR_2_MS4BT1,MSOLAR_2_MS4BT1,2,,,,
MSOLAR_2_MS4SR4,MSOLAR_2_MS4SR4,1,,,,
MSOLAR_2_SOLAR1,MSOLAR_2_SOLAR1,8,477057.0,8.0,0.111538461538461,6.3030303030303
MSOLAR_2_SOLAR2,MSOLAR_2_SOLAR2,12,,,,
MSOLAR_2_SOLAR3,MSOLAR_2_SOLAR3,7,196895.0,7.0,0.5,6.9078947368421
MSTANG_2_MTGBT1,MSTANG_2_MTGBT1,7,844979.0,6.0,0.292127839267458,5.9992
MSTANG_2_SOLAR,MSTANG_2_SOLAR,5,,,,
MSTANG_2_SOLAR3,MSTANG_2_SOLAR3,14,,,,
MSTANG_2_SOLAR4,MSTANG_2_SOLAR4,8,,,,
MTNPOS_1_UNIT,MTNPOS_1_UNIT,1,839931.0,1.0,0.029170267934313,0.992281303602058
MTWIND_1_MVPWD1,MTWIND_1_MVPWD1,2,267721.0,2.0,0.0,1.2012012012012
MTWIND_1_UNIT 3,MTWIND_1_UNIT 3,1,,,,
MURRAY_6_UNIT,MURRAY_6_UNIT,1,611820.0,1.0,1.0,0.242718446601942
NAROW1_2_UNIT,NAROW1_2_UNIT,1,338486.0,1.0,1.0,-16.0833333333333
NAROW2_2_UNIT,NAROW2_2_UNIT,1,,,,
NAVYII_2_UNITS,NAVYII_2_UNITS,1,624302.0,1.0,0.15625,0.888888888888889
NCPA_7_GP1UN1,NCPA_7_GP1UN1,1,186225.0,1.0,0.0296010296010296,1.0
NCPA_7_GP1UN2,NCPA_7_GP1UN2,3,,,,
NCPA_7_GP2UN3,NCPA_7_GP2UN3,1,,,,
NCPA_7_GP2UN4,NCPA_7_GP2UN4,3,106763.0,3.0,0.683924394715216,3.0
NEENCH_6_SOLAR,NEENCH_6_SOLAR,3,,,,
NGILAA_5_SDGDYN,NGILAA_5_SDGDYN,3,611344.0,3.0,0.215470253971936,2.75055821371611
NHOGAN_6_UNITS,NHOGAN_6_UNITS,1,,,,
NOAKS_2_PESBT1,NOAKS_2_PESBT1,2,,,,
NORCNV_1_NCVBT1,NORCNV_1_NCVBT1,1,314410.0,1.0,0.053030303030303,1.0
NORORC_2_NOSBX2,NORORC_2_NOSBX2,1,340775.0,1.0,0.0952380952380952,0.7
NOVATO_6_LNDFL,NOVATO_6_LNDFL,1,327142.0,1.0,0.0,-8.35897435897436
NWCSTL_7_UNIT 1,NWCSTL_7_UNIT 1,1,151446.0,1.0,0.0,-1.0
NZWIND_2_WDSTR5,NZWIND_2_WDSTR5,1,,,,
NZWIND_6_CALWND,NZWIND_6_CALWND,1,,,,
NZWIND_6_WDSTR,NZWIND_6_WDSTR,1,,,,
NZWIND_6_WDSTR2,NZWIND_6_WDSTR2,1,,,,
NZWIND_6_WDSTR3,NZWIND_6_WDSTR3,1,,,,
NZWIND_6_WDSTR4,NZWIND_6_WDSTR4,1,325131.0,1.0,0.0,-12.7710487444609
OAK C_7_UNIT 1,OAK C_7_UNIT 1,1,,,,
OAK C_7_UNIT 3,OAK C_7_UNIT 3,1,,,,
OAK L_1_GTG1,OAK L_1_GTG1,1,256415.0,1.0,0.218678815489749,0.954347826086957
OAKWD_6_QF,OAKWD_6_QF,1,,,,
OAKWD_6_ZEPHWD,OAKWD_6_ZEPHWD,1,,,,
OASIS_6_AR4SR1,OASIS_6_AR4SR1,1,,,,
OASIS_6_AR4SR3,OASIS_6_AR4SR3,1,110222.0,1.0,0.0,-14.6666666666667
OASIS_6_AR8SR1,OASIS_6_AR8SR1,1,,,,
OASIS_6_AR8SR2,OASIS_6_AR8SR2,1,,,,
OASIS_6_AR8SR3,OASIS_6_AR8SR3,1,,,,
OASIS_6_CREST,OASIS_6_CREST,1,,,,
OASIS_6_MA4SR1,OASIS_6_MA4SR1,1,201736.0,1.0,1.0,0.666666666666667
OASIS_6_VINSR1,OASIS_6_VINSR1,1,384409.0,1.0,1.0,-14.6666666666667
OBERON_5_O1BBX2,OBERON_5_O1BBX2,8,,,,
OBERON_5_O1SSR3,OBERON_5_O1SSR3,33,,,,
OBERON_5_O1SSX2,OBERON_5_O1SSX2,7,,,,
OBERON_5_O2BBX2,OBERON_5_O2BBX2,14,556956.0,14.0,0.430622009569378,11.704
OBERON_5_O2SSR4,OBERON_5_O2SSR4,46,,,,
OBERON_5_O2SSR5,OBERON_5_O2SSR5,30,576455.0,30.0,0.266666666666667,24.0
OCOTLO_6_OCWSB1,OCOTLO_6_OCWSB1,7,,,,
OGROVE_6_PL1X2,OGROVE_6_PL1X2,4,,,,
OILFLD_7_QFUNTS,OILFLD_7_QFUNTS,1,,,,
OLDRIV_6_CESDBM,OLDRIV_6_CESDBM,1,,,,
OLDRIV_6_LKVBM1,OLDRIV_6_LKVBM1,2,506583.0,2.0,0.0105263157894737,1.9
OLDRV1_6_SOLAR,OLDRV1_6_SOLAR,1,,,,
OLINDA_2_LNDFL2,OLINDA_2_LNDFL2,1,,,,
OLIVEP_1_SOLAR,OLIVEP_1_SOLAR,1,,,,
OLIVEP_1_SOLAR2,OLIVEP_1_SOLAR2,1,,,,
OLSEN_2_UNIT,OLSEN_2_UNIT,2,206568.0,2.0,0.25,0.16
OMAR_2_UNIT 1,OMAR_2_UNIT 1,1,,,,
OMAR_2_UNIT 2,OMAR_2_UNIT 2,2,176779.0,2.0,0.24,1.33333333333333
OMAR_2_UNIT 3,OMAR_2_UNIT 3,2,184942.0,2.0,0.36,2.0
OMAR_2_UNIT 4,OMAR_2_UNIT 4,2,159275.0,2.0,0.493243243243243,1.97333333333333
ONLLPP_6_UNITS,ONLLPP_6_UNITS,1,,,,
ORMOND_7_UNIT 1,ORMOND_7_UNIT 1,1,985335.0,1.0,0.0117770852725728,1.0
ORMOND_7_UNIT 2,ORMOND_7_UNIT 2,1,653256.0,1.0,0.01164,1.0
OROLOM_1_SOLAR1,OROLOM_1_SOLAR1,1,,,,
OROLOM_1_SOLAR2,OROLOM_1_SOLAR2,1,,,,
OROVIL_6_UNIT,OROVIL_6_UNIT,252,175275.0,252.0,0.257699918269024,247.968
ORTGA_6_ME1SL1,ORTGA_6_ME1SL1,1,,,,
OTAY_6_ECVBT1,OTAY_6_ECVBT1,5,151937.0,5.0,0.152173913043478,1.53333333333333
OTAY_6_ECVBT2,OTAY_6_ECVBT2,5,,,,
OTAY_6_PL1X2,OTAY_6_PL1X2,1,,,,
OTMESA_2_PL1X3,OTMESA_2_PL1X3,2,590458.0,2.0,0.27536231884058,1.92936655181553
OXBOW_6_DRUM,OXBOW_6_DRUM,2,,,,
OXMTN_6_LNDFIL,OXMTN_6_LNDFIL,2,,,,
PACLUM_6_UNIT,PACLUM_6_UNIT,1,,,,
PADUA_2_ONTARO,PADUA_2_ONTARO,2,,,,
PADUA_7_SDIMAS,PADUA_7_SDIMAS,1,,,,
PAIGES_6_SOLAR,PAIGES_6_SOLAR,1,131964.0,1.0,0.482631189948263,0.6765
PALA_6_PGCBT1,PALA_6_PGCBT1,1,101363.0,1.0,0.787777777777778,0.9
PALOMR_2_PL1X3,PALOMR_2_PL1X3,2,876041.0,1.0,0.0619469026548672,0.960541303276041
PALSEL_6_PLSBT1,PALSEL_6_PLSBT1,2,557145.0,1.0,1.0,0.333333333333333
PANERO_2_MWPWD1,PANERO_2_MWPWD1,1,,,,
PARDEB_6_UNITS,PARDEB_6_UNITS,31,183275.0,31.0,0.812659350404611,30.07
PBLOSM_2_SOLAR,PBLOSM_2_SOLAR,1,,,,
PEABDY_2_LNDFIL,PEABDY_2_LNDFIL,1,,,,
PEABDY_2_LNDFL1,PEABDY_2_LNDFL1,1,,,,
PEARBL_2_NSPIN,PEARBL_2_NSPIN,1,603374.0,1.0,1.0,0.610169491525424
PEASE_1_TBEBT1,PEASE_1_TBEBT1,2,,,,
PEORIA_1_SOLAR,PEORIA_1_SOLAR,1,123980.0,1.0,0.0,-131.333333333333
PGKN_2_PDRP01,PGKN_2_PDRP01,1,,,,
PGKN_2_PDRP04,PGKN_2_PDRP04,1,,,,
PGNP_2_RDRR02,PGNP_2_RDRR02,1,870082.0,1.0,0.346878097125867,0.65969271003596
PGNP_2_RDRR03,PGNP_2_RDRR03,1,,,,
PGSB_1_PDRP20,PGSB_1_PDRP20,1,545257.0,1.0,1.0,-507.090909090909
PGST_2_RDRR01,PGST_2_RDRR01,1,,,,
PGZP_2_PDRP05,PGZP_2_PDRP05,1,162883.0,1.0,1.0,-29.25
PHOENX_1_UNIT,PHOENX_1_UNIT,2,462662.0,2.0,0.05,2.0
PINFLT_7_UNITS,PINFLT_7_UNITS,1,,,,
PIOPIC_2_CTG1,PIOPIC_2_CTG1,2,,,,
PIOPIC_2_CTG2,PIOPIC_2_CTG2,2,,,,
PIOPIC_2_CTG3,PIOPIC_2_CTG3,2,,,,
PIT1_6_FRIVRA,PIT1_6_FRIVRA,1,,,,
PIT1_7_UNIT 1,PIT1_7_UNIT 1,1,644274.0,1.0,0.2,0.703125
PIT1_7_UNIT 2,PIT1_7_UNIT 2,2,184537.0,1.0,0.133333333333333,0.9375
PIT3_7_PL1X3,PIT3_7_PL1X3,1,204333.0,1.0,0.0447330447330447,0.981586402266289
PIT4_7_PL1X2,PIT4_7_PL1X2,3,,,,
PIT5_7_PL1X2,PIT5_7_PL1X2,5,877294.0,5.0,0.392,4.57317073170732
PIT5_7_PL3X4,PIT5_7_PL3X4,3,251994.0,3.0,0.0,1.46341463414634
PIT5_7_QFUNTS,PIT5_7_QFUNTS,1,,,,
PIT6_7_UNIT 1,PIT6_7_UNIT 1,18,211495.0,18.0,0.404558404558405,18.0
PIT6_7_UNIT 2,PIT6_7_UNIT 2,20,137216.0,20.0,0.56125,20.0
PIT7_7_UNIT 1,PIT7_7_UNIT 1,11,152595.0,11.0,0.37620368859148,11.0
PIT7_7_UNIT 2,PIT7_7_UNIT 2,13,,,,
PIUTE_6_GNBSR1,PIUTE_6_GNBSR1,1,,,,
PLACVL_1_CHILIB,PLACVL_1_CHILIB,2,,,,
PLAINV_6_BSOLAR,PLAINV_6_BSOLAR,8,,,,
PLAINV_6_DSOLAR,PLAINV_6_DSOLAR,2,,,,
PLAINV_6_NLRSR1,PLAINV_6_NLRSR1,4,,,,
PLAINV_6_SOLAR3,PLAINV_6_SOLAR3,3,,,,
PLAINV_6_SOLARC,PLAINV_6_SOLARC,4,,,,
PLMSSR_6_HISIER,PLMSSR_6_HISIER,3,200351.0,2.0,0.1775,2.0
PLSNTG_7_LNCLND,PLSNTG_7_LNCLND,1,905952.0,1.0,1.0,0.401606425702811
PMDLET_6_SOLAR1,PMDLET_6_SOLAR1,1,,,,
PMPJCK_1_RB2SLR,PMPJCK_1_RB2SLR,4,,,,
PMPJCK_1_SOLAR1,PMPJCK_1_SOLAR1,2,,,,
PMPJCK_1_SOLAR2,PMPJCK_1_SOLAR2,5,,,,
PNCHEG_2_PL1X4,PNCHEG_2_PL1X4,2,,,,
PNCHPP_1_PL1X2,PNCHPP_1_PL1X2,2,308877.0,2.0,0.246666666666667,1.25093820365274
PNCHVS_2_SOLAR,PNCHVS_2_SOLAR,1,162314.0,1.0,0.236641221374046,0.935714285714286
PNOCHE_1_PL1X2,PNOCHE_1_PL1X2,2,,,,
PNOCHE_1_UNITA1,PNOCHE_1_UNITA1,4,166473.0,4.0,0.155405405405405,2.26386233269598
POEPH_7_UNIT 1,POEPH_7_UNIT 1,2,277710.0,2.0,0.337704918032787,1.79411764705882
POEPH_7_UNIT 2,POEPH_7_UNIT 2,6,,,,
POLRIS_2_ASEBT1,POLRIS_2_ASEBT1,10,,,,
POLRIS_2_ASESR1,POLRIS_2_ASESR1,41,133547.0,41.0,0.0975609756097561,41.0
POLRIS_2_ASRBT1,POLRIS_2_ASRBT1,15,,,,
POLRIS_2_ASRSR1,POLRIS_2_ASRSR1,82,277359.0,82.0,0.024390243902439,82.0
POTTER_7_VECINO,POTTER_7_VECINO,1,672940.0,1.0,0.121951219512195,0.984
PRCTVY_1_MIGBT1,PRCTVY_1_MIGBT1,1,439330.0,1.0,0.0,1.0
PRIMM_2_SOLAR1,PRIMM_2_SOLAR1,1,,,,
PROXSR_2_PROSR1,PROXSR_2_PROSR1,1,,,,
PROXSR_2_PS1BT1,PROXSR_2_PS1BT1,2,,,,
PROXSR_2_PS1BT2,PROXSR_2_PS1BT2,3,959874.0,3.0,0.4,2.8125
PROXSR_2_PS1SR2,PROXSR_2_PS1SR2,4,,,,
PROXSR_2_PS2BT3,PROXSR_2_PS2BT3,2,428559.0,2.0,0.0666666666666667,2.0
PUTHCR_1_PCNSB1,PUTHCR_1_PCNSB1,2,,,,
PUTHCR_1_SOLAR1,PUTHCR_1_SOLAR1,1,294276.0,1.0,1.0,-23.2525252525253
RAMON_2_SCEDYN,RAMON_2_SCEDYN,1,,,,
RATSKE_2_NROSR1,RATSKE_2_NROSR1,6,,,,
RATSKE_2_RBSSB1,RATSKE_2_RBSSB1,6,,,,
RATSKE_2_RBSSB2,RATSKE_2_RBSSB2,7,,,,
RCKCRK_7_UNIT 1,RCKCRK_7_UNIT 1,7,563888.0,1.0,0.0740740740740741,0.947368421052632
RCKCRK_7_UNIT 2,RCKCRK_7_UNIT 2,37,212542.0,37.0,0.934579439252336,27.8312829525483
RDWAY_1_SCKSR1,RDWAY_1_SCKSR1,2,,,,
RECTOR_2_KAWEAH,RECTOR_2_KAWEAH,2,,,,
RECTOR_2_KAWH 1,RECTOR_2_KAWH 1,1,904345.0,1.0,0.286666666666667,0.666666666666667
RECTOR_2_QF,RECTOR_2_QF,1,,,,
RECTOR_2_TFDBM1,RECTOR_2_TFDBM1,6,211635.0,6.0,0.0338164251207731,5.175
RECTOR_2_VISSR1,RECTOR_2_VISSR1,2,,,,
REDOND_7_UNIT 5,REDOND_7_UNIT 5,1,127137.0,1.0,0.0301204819277108,0.928048303236988
REDOND_7_UNIT 6,REDOND_7_UNIT 6,1,765103.0,1.0,0.0864154856550293,0.995926329680418
REDOND_7_UNIT 8,REDOND_7_UNIT 8,1,117971.0,1.0,0.0929203539823009,0.941666666666667
REEDLY_6_SOLAR,REEDLY_6_SOLAR,1,524908.0,1.0,0.0,-404.50406504065
RENWD_1_QF,RENWD_1_QF,1,189796.0,1.0,0.0,0.59
REXFRD_2_RSFBX2,REXFRD_2_RSFBX2,5,334381.0,5.0,0.08,3.125
REXFRD_2_RSFSX2,REXFRD_2_RSFSX2,49,,,,
RICHMN_1_CHVSR2,RICHMN_1_CHVSR2,3,279660.0,2.0,0.2,1.76470588235294
RICHMN_1_SOLAR,RICHMN_1_SOLAR,2,175717.0,2.0,0.776073619631902,1.63
RICHMN_7_BAYENV,RICHMN_7_BAYENV,1,800488.0,1.0,1.0,0.628
RIOBRV_6_UNIT 1,RIOBRV_6_UNIT 1,1,589439.0,1.0,0.846153846153846,0.928571428571429
RNDSBG_1_HZASR1,RNDSBG_1_HZASR1,1,814548.0,1.0,0.0,-1.51170568561873
ROLLIN_6_UNIT,ROLLIN_6_UNIT,2,135881.0,2.0,0.388888888888889,1.33333333333333
ROMOLA_5_MPBBT1,ROMOLA_5_MPBBT1,13,,,,
ROMOLA_5_MPBBT2,ROMOLA_5_MPBBT2,2,,,,
ROMOLA_5_MPBBT3,ROMOLA_5_MPBBT3,1,,,,
ROMOLA_5_MPBBT4,ROMOLA_5_MPBBT4,1,,,,
ROSMDW_2_WIND1,ROSMDW_2_WIND1,2,,,,
ROSMND_6_SOLAR,ROSMND_6_SOLAR,1,915498.0,1.0,0.0,-22.6666666666667
RSMSLR_6_SOLAR1,RSMSLR_6_SOLAR1,4,,,,
RSMSLR_6_SOLAR2,RSMSLR_6_SOLAR2,3,,,,
RTEDDY_2_RWSBT1,RTEDDY_2_RWSBT1,24,,,,
RTEDDY_2_RWSBT2,RTEDDY_2_RWSBT2,20,,,,
RTEDDY_2_RWSBT3,RTEDDY_2_RWSBT3,23,915712.0,23.0,0.608695652173913,20.4444444444444
RTEDDY_2_RWSBT4,RTEDDY_2_RWSBT4,21,124287.0,16.0,0.459134615384615,13.8666666666667
RTEDDY_2_RWSBT5,RTEDDY_2_RWSBT5,22,193527.0,22.0,0.0,17.4166666666667
RTEDDY_2_SC1SR3,RTEDDY_2_SC1SR3,18,922006.0,18.0,0.111111111111111,18.0
RTEDDY_2_SEBSR3,RTEDDY_2_SEBSR3,17,,,,
RTEDDY_2_SEBSR4,RTEDDY_2_SEBSR4,20,115494.0,19.0,0.0526315789473685,19.0
RTEDDY_2_SOLAR1,RTEDDY_2_SOLAR1,11,,,,
RTEDDY_2_SOLAR2,RTEDDY_2_SOLAR2,7,,,,
RTEDDY_2_SPASR4,RTEDDY_2_SPASR4,18,,,,
RTEDDY_2_SRXSR4,RTEDDY_2_SRXSR4,16,,,,
RTREE_2_WIND1,RTREE_2_WIND1,1,157710.0,1.0,1.0,-3.42929292929293
RTREE_2_WIND2,RTREE_2_WIND2,1,,,,
RTREE_2_WIND3,RTREE_2_WIND3,1,599767.0,1.0,1.0,0.686868686868687
RUSCTY_2_UNITS,RUSCTY_2_UNITS,3,174549.0,3.0,0.0697674418604651,2.09694723495562
RVRVEW_1_UNITA1,RVRVEW_1_UNITA1,1,176644.0,1.0,0.0,0.983572895277207
RVSIDE_2_RERCU3,RVSIDE_2_RERCU3,5,,,,
RVSIDE_2_RERCU4,RVSIDE_2_RERCU4,5,,,,
RVSIDE_6_RERCU1,RVSIDE_6_RERCU1,3,,,,
RVSIDE_6_RERCU2,RVSIDE_6_RERCU2,4,121961.0,4.0,0.252319587628866,4.0
RVSIDE_6_SPRING,RVSIDE_6_SPRING,4,461606.0,4.0,0.4,3.33333333333333
SALIRV_2_UNIT,SALIRV_2_UNIT,3,411064.0,3.0,0.555555555555555,2.07692307692308
SALTSP_7_UNITS,SALTSP_7_UNITS,1,,,,
SAMPSN_6_KELCO1,SAMPSN_6_KELCO1,1,,,,
SANBRN_2_EESSB2,SANBRN_2_EESSB2,11,,,,
SANBRN_2_ES1BT3,SANBRN_2_ES1BT3,2,121745.0,2.0,0.0332559938128383,1.02558001189768
SANBRN_2_ES2SB3,SANBRN_2_ES2SB3,2,199482.0,2.0,0.1,1.19047619047619
SANBRN_2_ESABT1,SANBRN_2_ESABT1,2,161396.0,2.0,0.468085106382979,1.88
SANBRN_2_ESBBT1,SANBRN_2_ESBBT1,3,,,,
SANBRN_2_SS2BT3,SANBRN_2_SS2BT3,4,871298.0,3.0,0.120370370370371,2.81183431952663
SANBRN_2_SS2BT4,SANBRN_2_SS2BT4,5,744292.0,5.0,0.0113636363636364,4.68085106382979
SANBRN_2_SS2SB4,SANBRN_2_SS2SB4,39,158082.0,39.0,0.0,35.75
SANDLT_2_SUNITS,SANDLT_2_SUNITS,8,292863.0,8.0,0.190721649484536,5.64363636363636
SANDRN_2_SS1SR1,SANDRN_2_SS1SR1,29,,,,
SANDRN_2_SS2SR2,SANDRN_2_SS2SR2,1,182418.0,1.0,0.184838709677419,0.775
SANLOB_1_LNDFIL,SANLOB_1_LNDFIL,3,214773.0,3.0,0.0,3.0
SANTFG_7_UNITS,SANTFG_7_UNITS,1,660372.0,1.0,1.0,-2.86111111111111
SANTGO_2_LNDFL1,SANTGO_2_LNDFL1,2,,,,
SANTGO_2_MABBT1,SANTGO_2_MABBT1,1,122443.0,1.0,0.0,1.0
SANWD_1_QF,SANWD_1_QF,2,806408.0,2.0,0.285714285714286,1.80645161290323
SAUGUS_2_SPESBT1,SAUGUS_2_SPESBT1,4,,,,
SAUGUS_7_CHIQCN,SAUGUS_7_CHIQCN,1,,,,
SBERDO_2_PSP3,SBERDO_2_PSP3,2,,,,
SBERDO_2_PSP4,SBERDO_2_PSP4,2,769353.0,2.0,0.266666666666667,1.62162162162162
SBERDO_2_RTS011,SBERDO_2_RTS011,1,,,,
SBERDO_2_SNTANA,SBERDO_2_SNTANA,2,,,,
SBERDO_6_MILLCK,SBERDO_6_MILLCK,1,368224.0,1.0,1.0,0.982188295165394
SCARLT_2_SS2BT1,SCARLT_2_SS2BT1,1,679882.0,1.0,0.0310077519379844,0.86
SCARLT_2_SS2SR1,SCARLT_2_SS2SR1,1,231017.0,1.0,0.0,1.0
SCARLT_2_SSABT1,SCARLT_2_SSABT1,10,,,,
SCARLT_2_SSASR1,SCARLT_2_SSASR1,22,278131.0,17.0,0.0294117647058824,17.0
SCARLT_2_SSBBT1,SCARLT_2_SSBBT1,20,,,,
SCARLT_2_SSBSR1,SCARLT_2_SSBSR1,36,,,,
SCEC_1_PDRP124,SCEC_1_PDRP124,1,,,,
SCEC_1_PDRP16,SCEC_1_PDRP16,1,,,,
SCEC_1_PDRP17,SCEC_1_PDRP17,1,175361.0,1.0,1.0,-17.2926045016077
SCEC_1_PDRP173,SCEC_1_PDRP173,1,,,,
SCEC_1_PDRP60,SCEC_1_PDRP60,1,,,,
SCEC_1_RDRR08,SCEC_1_RDRR08,1,,,,
SCEC_1_RDRR35,SCEC_1_RDRR35,1,,,,
SCEC_1_RDRR36,SCEC_1_RDRR36,1,,,,
SCEC_1_RDRR37,SCEC_1_RDRR37,1,,,,
SCEC_1_RDRR38,SCEC_1_RDRR38,1,108268.0,1.0,1.0,-1.77933010926025
SCEHOV_2_HOOVER,SCEHOV_2_HOOVER,1,144033.0,1.0,0.477351916376307,0.999965158008432
SCEN_6_RDRR02,SCEN_6_RDRR02,1,570814.0,1.0,0.746666666666667,1.0
SCEN_6_RDRR12,SCEN_6_RDRR12,1,,,,
SCEW_2_PDRP03,SCEW_2_PDRP03,1,,,,
SCEW_2_PDRP09,SCEW_2_PDRP09,1,,,,
SCEW_2_PDRP10,SCEW_2_PDRP10,1,333327.0,1.0,0.0,0.8
SCEW_2_PDRP114,SCEW_2_PDRP114,1,,,,
SCEW_2_PDRP12,SCEW_2_PDRP12,1,,,,
SCEW_2_PDRP159,SCEW_2_PDRP159,1,,,,
SCEW_2_PDRP160,SCEW_2_PDRP160,1,,,,
SCEW_2_PDRP163,SCEW_2_PDRP163,1,,,,
SCEW_2_PDRP167,SCEW_2_PDRP167,1,124493.0,1.0,0.72022572022572,0.938428874734607
SCEW_2_PDRP35,SCEW_2_PDRP35,1,,,,
SCEW_2_PDRP85,SCEW_2_PDRP85,1,,,,
SCEW_2_PDRP89,SCEW_2_PDRP89,1,,,,
SCEW_2_RDRR08,SCEW_2_RDRR08,1,,,,
SCEW_2_RDRR25,SCEW_2_RDRR25,1,,,,
SCEW_2_RDRR26,SCEW_2_RDRR26,1,,,,
SCHD_1_RDRR08,SCHD_1_RDRR08,1,,,,
SCHD_1_RDRR11,SCHD_1_RDRR11,1,,,,
SCHLTE_1_PL1X3,SCHLTE_1_PL1X3,2,530568.0,2.0,0.154660394001764,1.61933103202
SCHNDR_1_FIVPTS,SCHNDR_1_FIVPTS,1,120392.0,1.0,0.6,0.466666666666667
SCHNDR_1_WSTSDE,SCHNDR_1_WSTSDE,2,,,,
SCNW_6_PDRP05,SCNW_6_PDRP05,1,,,,
SCNW_6_PDRP57,SCNW_6_PDRP57,1,,,,
SCNW_6_PDRP61,SCNW_6_PDRP61,1,,,,
SCNW_6_RDRR08,SCNW_6_RDRR08,1,,,,
SCNW_6_RDRR10,SCNW_6_RDRR10,1,,,,
SEARLS_1_TS3SR1,SEARLS_1_TS3SR1,2,714921.0,2.0,1.0,2.0
SEARLS_7_ARGUS,SEARLS_7_ARGUS,1,,,,
SEGS_1_SR2SL2,SEGS_1_SR2SL2,3,,,,
SENTNL_2_CTG1,SENTNL_2_CTG1,2,568837.0,2.0,0.395161290322581,1.93462109955423
SENTNL_2_CTG2,SENTNL_2_CTG2,2,,,,
SENTNL_2_CTG3,SENTNL_2_CTG3,1,,,,
SENTNL_2_CTG4,SENTNL_2_CTG4,1,,,,
SENTNL_2_CTG5,SENTNL_2_CTG5,1,,,,
SENTNL_2_CTG6,SENTNL_2_CTG6,1,,,,
SENTNL_2_CTG7,SENTNL_2_CTG7,1,627030.0,1.0,0.166666666666667,0.56216621381055
SENTNL_2_CTG8,SENTNL_2_CTG8,1,,,,
SGREGY_6_SANGER,SGREGY_6_SANGER,1,555191.0,1.0,0.0051813471502588,0.998964803312629
SHAFTR_1_HWYSR1,SHAFTR_1_HWYSR1,1,,,,
SHANDN_2_SBBBM1,SHANDN_2_SBBBM1,1,,,,
SHUTLE_6_RUISR1,SHUTLE_6_RUISR1,1,149369.0,1.0,1.0,-114.666666666667
SHUTLE_6_RUISR2,SHUTLE_6_RUISR2,1,,,,
SHUTLE_6_RUISR3,SHUTLE_6_RUISR3,1,,,,
SIERRA_1_UNITS,SIERRA_1_UNITS,1,,,,
SIGHEB_6_HE2SCEDYN,SIGHEB_6_HE2SCEDYN,1,,,,
SIGHEB_6_MIRDYN,SIGHEB_6_MIRDYN,1,222735.0,1.0,0.907692307692308,0.611764705882353
SISPRG_2_DS3BT1,SISPRG_2_DS3BT1,18,,,,
SISPRG_2_DS3BT2,SISPRG_2_DS3BT2,5,917893.0,3.0,0.183333333333333,3.0
SISPRG_2_DS3BT3,SISPRG_2_DS3BT3,27,,,,
SISPRG_2_DS3BT4,SISPRG_2_DS3BT4,15,,,,
SISPRG_2_DS3SR1,SISPRG_2_DS3SR1,77,152145.0,77.0,0.307359307359307,65.7317073170732
SISPRG_2_DS3SR2,SISPRG_2_DS3SR2,3,,,,
SISPRG_2_DS3SR3,SISPRG_2_DS3SR3,114,,,,
SISPRG_2_DS3SR4,SISPRG_2_DS3SR4,95,,,,
SKERN_6_SOLAR1,SKERN_6_SOLAR1,1,,,,
SKERN_6_SOLAR2,SKERN_6_SOLAR2,1,,,,
SLATE_2_SLASR1,SLATE_2_SLASR1,9,997249.0,9.0,0.204928492849285,9.0
SLATE_2_SLASR2,SLATE_2_SLASR2,9,,,,
SLATE_2_SLASR3,SLATE_2_SLASR3,8,,,,
SLATE_2_SLASR4,SLATE_2_SLASR4,14,288336.0,7.0,0.145299145299145,6.5
SLATE_2_SLASR5,SLATE_2_SLASR5,48,,,,
SLRMS3_2_SRMSR1,SLRMS3_2_SRMSR1,11,107681.0,11.0,0.28850219547894,9.8384
SLST13_2_SOLAR1,SLST13_2_SOLAR1,12,,,,
SLSTR1_2_SOLAR1,SLSTR1_2_SOLAR1,2,126469.0,2.0,0.371951219512195,1.58709677419355
SLSTR2_2_SOLAR2,SLSTR2_2_SOLAR2,4,,,,
SLUISP_2_UNITS,SLUISP_2_UNITS,1,286209.0,1.0,0.0562476406191016,0.990465507571509
SLYCRK_1_UNIT 1,SLYCRK_1_UNIT 1,5,434763.0,5.0,0.791863765373699,4.06538461538462
SMPRIP_1_SMPSON,SMPRIP_1_SMPSON,2,,,,
SMRCOS_6_LNDFIL,SMRCOS_6_LNDFIL,1,,,,
SMYRNA_1_DL1SR1,SMYRNA_1_DL1SR1,1,,,,
SNCLRA_2_HOWLNG,SNCLRA_2_HOWLNG,3,,,,
SNCLRA_2_SILBT1,SNCLRA_2_SILBT1,17,,,,
SNCLRA_2_UNIT1,SNCLRA_2_UNIT1,3,,,,
SNCLRA_2_VESBT1,SNCLRA_2_VESBT1,2,,,,
SNCLRA_6_OXGEN,SNCLRA_6_OXGEN,4,426166.0,4.0,0.756813417190776,4.0
SNCLRA_6_PROCGN,SNCLRA_6_PROCGN,1,462999.0,1.0,0.0255319148936171,0.981210855949896
SNDBAR_7_UNIT 1,SNDBAR_7_UNIT 1,3,,,,
SNMALF_6_UNITS,SNMALF_6_UNITS,1,,,,
