RESOURCE ID,RESOURCE NAME,total_outage_events,RESOURCEBID_SEQ,n_matches,confidence,score
EDWARD_2_ES2BT3,EDWARD_2_ES2BT3,3,108122.0,3.0,0.274509803921569,2.02649006622517
EDWARD_2_ESSSB1,EDWARD_2_ESSSB1,38,173313.0,34.0,0.499411764705882,29.3103448275862
EDWARD_2_ESSSB2,EDWARD_2_ESSSB2,34,,,,
EEKTMN_6_SOLAR1,EEKTMN_6_SOLAR1,1,,,,
ELCABO_5_ECWSCEDYN,ELCABO_5_ECWSCEDYN,1,133667.0,1.0,0.027027027027027,0.993288590604027
ELCAJN_6_EB1BT1,ELCAJN_6_EB1BT1,1,,,,
ELCAJN_6_LM6K,ELCAJN_6_LM6K,2,138902.0,2.0,0.494588744588745,1.92099792099792
ELCAJN_6_UNITA1,ELCAJN_6_UNITA1,1,,,,
ELDORO_7_UNIT 1,ELDORO_7_UNIT 1,2,,,,
ELDORO_7_UNIT 2,ELDORO_7_UNIT 2,2,,,,
ELECTR_7_PL1X3,ELECTR_7_PL1X3,1,,,,
ELKCRK_6_STONYG,ELKCRK_6_STONYG,6,127784.0,6.0,0.863945578231293,6.0
ELKHIL_2_PL1X3,ELKHIL_2_PL1X3,1,,,,
ELKHRN_1_EESX3,ELKHRN_1_EESX3,2,417420.0,2.0,0.203791988602115,1.9998904109589
ELLIOT_6_ELIBT1,ELLIOT_6_ELIBT1,5,,,,
ELNIDO_1_ECRSR1,ELNIDO_1_ECRSR1,1,636159.0,1.0,0.0,0.333333333333333
ELNIDP_6_BIOMAS,ELNIDP_6_BIOMAS,1,764077.0,1.0,1.0,-0.380952380952381
ELSEGN_2_UN1011,ELSEGN_2_UN1011,2,951615.0,1.0,0.0964110810613259,0.99748459771791
ELSEGN_2_UN2021,ELSEGN_2_UN2021,1,,,,
ENERSJ_2_WIND,ENERSJ_2_WIND,1,704081.0,1.0,0.59016393442623,0.80794701986755
ENERSJ_5_ESJWD2,ENERSJ_5_ESJWD2,1,,,,
ENWIND_2_WIND1,ENWIND_2_WIND1,1,719983.0,1.0,0.395,0.849256900212314
ENWIND_2_WIND2,ENWIND_2_WIND2,1,,,,
ESCNDO_6_EB1BT1,ESCNDO_6_EB1BT1,1,647222.0,1.0,0.322033898305085,0.59
ESCNDO_6_EB2BT2,ESCNDO_6_EB2BT2,1,,,,
ESCNDO_6_EB3BT3,ESCNDO_6_EB3BT3,1,,,,
ESCNDO_6_PL1X2,ESCNDO_6_PL1X2,1,633120.0,1.0,0.0,0.973516731677274
ESCNDO_6_UNITB1,ESCNDO_6_UNITB1,2,279238.0,2.0,0.0980000000000002,1.66527893422148
ESCO_6_GLMQF,ESCO_6_GLMQF,1,717058.0,1.0,0.0,0.997995991983968
ESNHWR_2_WC1BT1,ESNHWR_2_WC1BT1,3,,,,
ESQUON_6_LNDFIL,ESQUON_6_LNDFIL,1,,,,
ESTWND_2_OPPWD1,ESTWND_2_OPPWD1,2,,,,
ETIWND_2_FONTNA,ETIWND_2_FONTNA,1,,,,
ETIWND_2_SEPBT1,ETIWND_2_SEPBT1,14,,,,
ETIWND_2_UNIT1,ETIWND_2_UNIT1,2,,,,
ETIWND_6_GRPLND,ETIWND_6_GRPLND,5,,,,
ETIWND_6_INEBT1,ETIWND_6_INEBT1,2,155078.0,2.0,0.354838709677419,1.77142857142857
EXCHEC_7_UNIT 1,EXCHEC_7_UNIT 1,8,140162.0,8.0,0.764550264550265,8.0
FALBRK_6_FESBT1,FALBRK_6_FESBT1,2,,,,
FIFTHS_2_FSSBT,FIFTHS_2_FSSBT,6,432370.0,6.0,0.534671532846715,6.0
FIFTHS_2_FSSR1,FIFTHS_2_FSSR1,59,,,,
FILIPPI_2_QZSSRX,FILIPPI_2_QZSSRX,96,,,,
FLOWD2_2_FPLWND,FLOWD2_2_FPLWND,1,,,,
FLOWD_2_RT2WD2,FLOWD_2_RT2WD2,1,,,,
FLOWD_2_WIND1,FLOWD_2_WIND1,1,146475.0,1.0,0.662903225806452,0.521008403361344
FMEADO_6_HELLHL,FMEADO_6_HELLHL,1,,,,
FMEADO_7_UNIT,FMEADO_7_UNIT,1,110282.0,1.0,0.125,1.0
FORBST_7_UNIT 1,FORBST_7_UNIT 1,6,133829.0,6.0,0.8,6.0
FORKBU_6_UNIT,FORKBU_6_UNIT,1,,,,
FRESHW_1_SOLAR1,FRESHW_1_SOLAR1,1,163228.0,1.0,0.0,-1.5
FRIANT_6_UNITS,FRIANT_6_UNITS,1,,,,
FRNTBW_6_SOLAR1,FRNTBW_6_SOLAR1,1,,,,
FROGTN_1_UTICAA,FROGTN_1_UTICAA,1,,,,
FROGTN_1_UTICAM,FROGTN_1_UTICAM,1,,,,
FTSWRD_6_TRFORK,FTSWRD_6_TRFORK,1,,,,
FTSWRD_7_QFUNTS,FTSWRD_7_QFUNTS,1,798542.0,1.0,1.0,-28.375
GALE_1_SR3SR3,GALE_1_SR3SR3,2,,,,
GANSO_1_WSTBM1,GANSO_1_WSTBM1,2,174762.0,2.0,0.0,1.98
GARLND_2_GARBT1,GARLND_2_GARBT1,3,,,,
GARLND_2_GASLR,GARLND_2_GASLR,5,,,,
GARLND_2_GASLRA,GARLND_2_GASLRA,5,,,,
GARNET_1_SOLAR,GARNET_1_SOLAR,1,,,,
GARNET_1_SOLAR2,GARNET_1_SOLAR2,1,,,,
GARNET_1_WIND,GARNET_1_WIND,2,,,,
GARNET_1_WINDS,GARNET_1_WINDS,1,,,,
GARNET_1_WT3WND,GARNET_1_WT3WND,3,189702.0,3.0,0.66324200913242,2.92
GARNET_2_COAWD2,GARNET_2_COAWD2,1,627078.0,1.0,1.0,-9.11111111111111
GARNET_2_HYDRO,GARNET_2_HYDRO,1,292514.0,1.0,1.0,-7.0
GARNET_2_WIND1,GARNET_2_WIND1,1,118049.0,1.0,0.673913043478261,0.821428571428571
GARNET_2_WIND2,GARNET_2_WIND2,1,,,,
GARNET_2_WIND3,GARNET_2_WIND3,1,,,,
GARNET_2_WIND4,GARNET_2_WIND4,1,,,,
GARNET_2_WIND5,GARNET_2_WIND5,1,133798.0,1.0,0.0,0.333333333333333
GASKW1_2_GW1SR1,GASKW1_2_GW1SR1,4,,,,
GASKW1_2_GW2BT1,GASKW1_2_GW2BT1,2,,,,
GASKW1_2_GW2SR1,GASKW1_2_GW2SR1,4,940797.0,4.0,0.0,2.5
GASKW1_2_GW2SR2,GASKW1_2_GW2SR2,21,,,,
GASKW1_2_GW3SR1,GASKW1_2_GW3SR1,9,,,,
GASKW1_2_GW4SR1,GASKW1_2_GW4SR1,7,,,,
GASKW1_2_GW5SR1,GASKW1_2_GW5SR1,8,,,,
GATES_2_SOLAR,GATES_2_SOLAR,1,262440.0,1.0,0.249624812406203,0.9995
GATES_2_WSOLAR,GATES_2_WSOLAR,1,,,,
GATEWY_2_GESBT1,GATEWY_2_GESBT1,3,110776.0,3.0,0.145299145299145,2.808
GATWAY_2_PL1X3,GATWAY_2_PL1X3,2,181838.0,2.0,0.44547134935305,1.84957264957265
GENESI_2_STG,GENESI_2_STG,6,183646.0,6.0,0.449248975876195,5.2728
GEYS11_7_UNIT11,GEYS11_7_UNIT11,1,,,,
GEYS12_7_UNIT12,GEYS12_7_UNIT12,1,151431.0,1.0,0.875,0.280701754385965
GEYS14_7_UNIT14,GEYS14_7_UNIT14,1,911243.0,1.0,0.0416666666666666,0.685714285714286
GEYS16_7_UNIT16,GEYS16_7_UNIT16,1,119697.0,1.0,0.163934426229508,0.968253968253968
GEYS17_7_UNIT17,GEYS17_7_UNIT17,1,,,,
GEYS18_7_UNIT18,GEYS18_7_UNIT18,1,,,,
GEYS20_7_UNIT20,GEYS20_7_UNIT20,1,133703.0,1.0,1.0,0.5
GIFENS_6_BUGSL1,GIFENS_6_BUGSL1,1,,,,
GIFFEN_6_SOLAR,GIFFEN_6_SOLAR,1,,,,
GIFFEN_6_SOLAR1,GIFFEN_6_SOLAR1,1,903445.0,1.0,1.0,0.137777777777778
GILROY_1_UNIT,GILROY_1_UNIT,3,,,,
GILRPP_1_PL1X2,GILRPP_1_PL1X2,2,,,,
GILRPP_1_PL3X4,GILRPP_1_PL3X4,2,429981.0,2.0,0.111675126903553,1.70562770562771
GLDFGR_6_SOLAR1,GLDFGR_6_SOLAR1,7,,,,
GLDFGR_6_SOLAR2,GLDFGR_6_SOLAR2,1,,,,
GLDTWN_6_COLUM3,GLDTWN_6_COLUM3,1,,,,
GLDTWN_6_SOLAR,GLDTWN_6_SOLAR,1,,,,
GLNARM_2_UNIT 5,GLNARM_2_UNIT 5,1,,,,
GLNARM_7_UNIT 1,GLNARM_7_UNIT 1,1,517313.0,1.0,0.0364077669902911,0.930863081789426
GLNARM_7_UNIT 2,GLNARM_7_UNIT 2,2,,,,
GLNARM_7_UNIT 3,GLNARM_7_UNIT 3,2,,,,
GLNARM_7_UNIT 4,GLNARM_7_UNIT 4,2,,,,
GLOW_6_SOLAR,GLOW_6_SOLAR,2,,,,
GOLETA_2_GE2BT3,GOLETA_2_GE2BT3,4,,,,
GOLETA_2_VALBT1,GOLETA_2_VALBT1,1,,,,
GOLETA_6_ELLWOD,GOLETA_6_ELLWOD,1,,,,
GOLETA_6_TR2BM2,GOLETA_6_TR2BM2,1,,,,
GONZLS_6_UNIT,GONZLS_6_UNIT,3,,,,
GOOSLK_1_SOLAR1,GOOSLK_1_SOLAR1,1,982861.0,1.0,0.0909090909090908,0.916666666666667
GRADYW_5_GDYWD1,GRADYW_5_GDYWD1,1,,,,
GRIDLY_6_SOLAR,GRIDLY_6_SOLAR,1,,,,
GRIFFI_2_LSPDYN,GRIFFI_2_LSPDYN,2,279317.0,2.0,0.825742574257426,1.7719298245614
GRIZLY_1_UNIT 1,GRIZLY_1_UNIT 1,1,198858.0,1.0,0.0625,0.8
GRNLF1_1_PL1X2,GRNLF1_1_PL1X2,2,454660.0,2.0,0.39622641509434,1.76666666666667
GRNLF2_1_UNIT,GRNLF2_1_UNIT,1,824322.0,1.0,0.0102249488752557,0.99390243902439
GRNVLY_7_SCLAND,GRNVLY_7_SCLAND,1,311481.0,1.0,1.0,0.0822368421052632
GRSCRK_6_BGCKWW,GRSCRK_6_BGCKWW,2,,,,
GUERNS_6_HD3BM3,GUERNS_6_HD3BM3,21,157437.0,18.0,0.0,17.82
GUERNS_6_SOLAR,GUERNS_6_SOLAR,1,197335.0,1.0,1.0,0.5535
GUERNS_6_VH2BM1,GUERNS_6_VH2BM1,22,725123.0,22.0,0.0357142857142857,18.48
GWFPWR_1_UNITS,GWFPWR_1_UNITS,1,,,,
GYS5X6_7_UNITS,GYS5X6_7_UNITS,1,,,,
GYS7X8_7_UNITS,GYS7X8_7_UNITS,1,334338.0,1.0,1.0,0.260960334029228
GYSRVL_7_WSPRNG,GYSRVL_7_WSPRNG,1,,,,
HAASPH_7_PL1X2,HAASPH_7_PL1X2,3,112948.0,3.0,0.227138643067847,2.35416666666667
HALSEY_6_UNIT,HALSEY_6_UNIT,1,,,,
HAMLIN_1_BLDSB1,HAMLIN_1_BLDSB1,78,,,,
HAMLIN_1_BMSBT2,HAMLIN_1_BMSBT2,15,,,,
HARBGN_7_UNITS,HARBGN_7_UNITS,2,,,,
HARDWK_6_STWBM1,HARDWK_6_STWBM1,1,627608.0,1.0,0.0,0.0
HATCR1_7_UNIT,HATCR1_7_UNIT,2,,,,
HATCR2_7_UNIT,HATCR2_7_UNIT,1,103214.0,1.0,1.0,0.235294117647059
HATLOS_6_BWDHY1,HATLOS_6_BWDHY1,1,,,,
HAYPRS_6_HAYHD1,HAYPRS_6_HAYHD1,1,636736.0,1.0,0.187203791469194,0.727586206896552
HAYPRS_6_HAYHD2,HAYPRS_6_HAYHD2,1,,,,
HELMPG_7_UNIT 1,HELMPG_7_UNIT 1,2,891900.0,2.0,0.269794721407625,1.67567567567568
HELMPG_7_UNIT 2,HELMPG_7_UNIT 2,3,681987.0,3.0,0.348600508905852,2.8968058968059
HELMPG_7_UNIT 3,HELMPG_7_UNIT 3,2,473916.0,2.0,0.310344827586207,1.43564356435644
HENRTA_6_ACDSR3,HENRTA_6_ACDSR3,1,,,,
HENRTA_6_ELCBX2,HENRTA_6_ELCBX2,1,243483.0,1.0,0.630801687763713,0.953722334004024
HENRTA_6_HDEBT1,HENRTA_6_HDEBT1,3,,,,
HENRTA_6_SOLAR1,HENRTA_6_SOLAR1,1,191300.0,1.0,0.0,0.66
HENRTA_6_SOLAR2,HENRTA_6_SOLAR2,1,,,,
HENRTA_6_UNITA1,HENRTA_6_UNITA1,2,,,,
HENRTA_6_UNITA2,HENRTA_6_UNITA2,1,917526.0,1.0,0.0084985835694051,1.0
HENRTS_1_SOLAR,HENRTS_1_SOLAR,8,,,,
HERDLN_6_BYHSR1,HERDLN_6_BYHSR1,1,945442.0,1.0,1.0,0.4
HIDSRT_2_UNITS,HIDSRT_2_UNITS,1,,,,
HIGGNS_1_COMBIE,HIGGNS_1_COMBIE,1,,,,
HIGHDS_2_H5SBT1,HIGHDS_2_H5SBT1,2,,,,
HIGHDS_2_H5SSR1,HIGHDS_2_H5SSR1,2,204700.0,2.0,0.233333333333333,1.8
HINSON_6_LBECH1,HINSON_6_LBECH1,1,,,,
HINSON_6_LBECH2,HINSON_6_LBECH2,1,,,,
HINSON_6_LBECH3,HINSON_6_LBECH3,1,860525.0,1.0,0.15,0.952380952380952
HINSON_6_LBECH4,HINSON_6_LBECH4,1,,,,
HNTGBH_2_PL1X3,HNTGBH_2_PL1X3,1,281995.0,1.0,0.0457072266831376,0.961116058177501
HNTGBH_7_UNIT 2,HNTGBH_7_UNIT 2,1,213655.0,1.0,0.0164520743919886,0.986069476282843
HOLGAT_1_BORAX,HOLGAT_1_BORAX,1,,,,
HOLSTR_1_SOLAR,HOLSTR_1_SOLAR,2,,,,
HOOVER_2_MWDPT,HOOVER_2_MWDPT,57,,,,
HOOVER_2_SCEPT,HOOVER_2_SCEPT,1,228662.0,1.0,0.0802919708029197,0.954703832752613
HOOVER_2_VEAPT,HOOVER_2_VEAPT,32,,,,
HOOV_2_ANAPT,HOOV_2_ANAPT,1,,,,
HUMBPP_1_UNITS3,HUMBPP_1_UNITS3,1,,,,
HURON_6_SOLAR,HURON_6_SOLAR,1,,,,
HYTTHM_2_UNITS,HYTTHM_2_UNITS,9,201337.0,9.0,0.886370195461105,8.1695423855964
INDIGO_1_UNIT 1,INDIGO_1_UNIT 1,3,,,,
INDIGO_1_UNIT 2,INDIGO_1_UNIT 2,1,777334.0,1.0,0.0591133004926108,0.896247240618101
INDIGO_1_UNIT 3,INDIGO_1_UNIT 3,1,403796.0,1.0,0.0489510489510488,0.631346578366446
INDVLY_1_UNITS,INDVLY_1_UNITS,1,581105.0,1.0,1.0,0.996677740863787
INTMNT_3_ANAHEIM,INTMNT_3_ANAHEIM,1,791910.0,1.0,0.0300429184549357,0.995726495726496
INTMNT_3_PASADENA,INTMNT_3_PASADENA,2,195432.0,2.0,0.320512820512821,1.45794392523365
INTMNT_3_RIVERSIDE,INTMNT_3_RIVERSIDE,1,,,,
INTTRB_6_UNIT,INTTRB_6_UNIT,2,,,,
INYOKN_1_IKSSR1,INYOKN_1_IKSSR1,34,,,,
INYOKN_1_IKSSR2,INYOKN_1_IKSSR2,37,779880.0,34.0,0.116577540106952,31.4285714285714
IVANPA_1_UNIT1,IVANPA_1_UNIT1,4,,,,
IVANPA_1_UNIT2,IVANPA_1_UNIT2,1,,,,
IVANPA_1_UNIT3,IVANPA_1_UNIT3,5,,,,
IVSLR2_2_SM2SR1,IVSLR2_2_SM2SR1,5,,,,
IVSLRP_2_SOLAR1,IVSLRP_2_SOLAR1,8,,,,
IVWEST_2_SOLAR1,IVWEST_2_SOLAR1,3,170587.0,3.0,0.300751879699248,2.66
JACMSR_1_JACSR1,JACMSR_1_JACSR1,1,,,,
JANCRK_6_RCABT1,JANCRK_6_RCABT1,1,,,,
JAVASR_1_JAVSR1,JAVASR_1_JAVSR1,1,331315.0,1.0,1.0,0.518518518518519
JAWBNE_2_NSRWND,JAWBNE_2_NSRWND,2,,,,
JAWBNE_2_SRWND,JAWBNE_2_SRWND,1,,,,
JAWBNE_2_SRWWD2,JAWBNE_2_SRWWD2,1,654441.0,1.0,0.137931034482759,0.960264900662252
JAYNE_6_WLSLR,JAYNE_6_WLSLR,5,,,,
JOANEC_2_ST3BT3,JOANEC_2_ST3BT3,2,,,,
JOANEC_2_STABT1,JOANEC_2_STABT1,1,,,,
JOANEC_2_STABT2,JOANEC_2_STABT2,1,,,,
JOHANN_2_JOSBT1,JOHANN_2_JOSBT1,8,,,,
JOHANN_2_JOSBT2,JOHANN_2_JOSBT2,8,,,,
JOHANN_2_OCEBT2,JOHANN_2_OCEBT2,1,,,,
JOHANN_2_OCEBT3,JOHANN_2_OCEBT3,1,,,,
JOHANN_2_T1BBT1,JOHANN_2_T1BBT1,2,727309.0,2.0,0.2,1.42857142857143
KANSAS_6_SOLAR,KANSAS_6_SOLAR,1,,,,
KEARNY_6_NESBT1,KEARNY_6_NESBT1,1,,,,
KEARNY_6_SESBT2,KEARNY_6_SESBT2,2,456996.0,1.0,0.0123456790123458,0.972
KELSO_2_UNITS,KELSO_2_UNITS,1,391808.0,1.0,0.255952380952381,0.848356309650053
KELYRG_6_UNIT,KELYRG_6_UNIT,3,,,,
KERKH2_7_UNIT 1,KERKH2_7_UNIT 1,1,,,,
KERMAN_6_SOLAR1,KERMAN_6_SOLAR1,1,,,,
KERMAN_6_SOLAR2,KERMAN_6_SOLAR2,1,,,,
KERNEY_6_FCSSR1,KERNEY_6_FCSSR1,1,401817.0,1.0,1.0,1.0
KERNFT_1_UNITS,KERNFT_1_UNITS,2,225415.0,2.0,0.0200803212851406,1.90076335877863
KERNRG_1_UNITS,KERNRG_1_UNITS,1,135013.0,1.0,0.165217391304348,0.833333333333333
KINGCO_1_KINGBR,KINGCO_1_KINGBR,1,,,,
KINGRV_7_UNIT 1,KINGRV_7_UNIT 1,5,949253.0,5.0,0.4,4.78515625
KIRKER_7_KELCYN,KIRKER_7_KELCYN,1,135714.0,1.0,0.111111111111111,0.985955056179775
KNGBRD_2_SOLAR1,KNGBRD_2_SOLAR1,5,,,,
KNGBRD_2_SOLAR2,KNGBRD_2_SOLAR2,4,150919.0,4.0,0.2,4.0
KNGCTY_6_UNITA1,KNGCTY_6_UNITA1,1,,,,
KNTSTH_6_SOLAR,KNTSTH_6_SOLAR,1,,,,
KNTSTH_6_WALSR1,KNTSTH_6_WALSR1,2,,,,
KRAMER_1_R1BX3,KRAMER_1_R1BX3,10,,,,
KRAMER_1_R1PX3,KRAMER_1_R1PX3,62,,,,
KRAMER_1_R2BX2,KRAMER_1_R2BX2,32,185626.0,32.0,0.0,24.8
KRAMER_1_R2PX2,KRAMER_1_R2PX2,55,973878.0,53.0,0.0377358490566039,50.7916666666667
KRAMER_2_SEGS 9,KRAMER_2_SEGS 9,1,,,,
KRNCNY_6_UNIT,KRNCNY_6_UNIT,2,,,,
KYCORA_6_KMSBT1,KYCORA_6_KMSBT1,10,134131.0,10.0,0.8,10.0
LAGBEL_2_CBPBT1,LAGBEL_2_CBPBT1,3,,,,
LAKHDG_6_UNIT 1,LAKHDG_6_UNIT 1,1,,,,
LAKHDG_6_UNIT 2,LAKHDG_6_UNIT 2,1,,,,
LAMONT_1_SOLAR1,LAMONT_1_SOLAR1,6,,,,
LAMONT_1_SOLAR2,LAMONT_1_SOLAR2,4,,,,
LAMONT_1_SOLAR3,LAMONT_1_SOLAR3,2,,,,
LAMONT_1_SOLAR4,LAMONT_1_SOLAR4,4,,,,
LAMONT_1_SOLAR5,LAMONT_1_SOLAR5,3,,,,
LAPLMA_2_UNIT 1,LAPLMA_2_UNIT 1,2,173114.0,2.0,0.151785714285714,1.67790262172285
LAPLMA_2_UNIT 2,LAPLMA_2_UNIT 2,6,,,,
LAPLMA_2_UNIT 3,LAPLMA_2_UNIT 3,3,,,,
LAPLMA_2_UNIT 4,LAPLMA_2_UNIT 4,8,482638.0,8.0,0.25,7.25093632958801
LARKSP_6_UNIT 1,LARKSP_6_UNIT 1,2,,,,
LARKSP_6_UNIT 2,LARKSP_6_UNIT 2,2,,,,
LAROA2_2_UNITA1,LAROA2_2_UNITA1,2,203395.0,2.0,0.294545454545455,1.70807453416149
LASSEN_6_UNITS,LASSEN_6_UNITS,11,851690.0,11.0,0.909090909090909,11.0
LAWRNC_7_SUNYVL,LAWRNC_7_SUNYVL,1,,,,
LCKHT1_2_LH1BT1,LCKHT1_2_LH1BT1,1,956804.0,1.0,0.0133088572739788,0.968444444444444
LCKHT1_2_LH1SR1,LCKHT1_2_LH1SR1,32,131086.0,32.0,0.440067693744164,31.0153846153846
LCKHT1_2_LH1SR2,LCKHT1_2_LH1SR2,20,,,,
LEBECS_2_UNITS,LEBECS_2_UNITS,2,,,,
LECEF_1_UNITS,LECEF_1_UNITS,1,451866.0,1.0,0.02579951625907,0.960753937516137
LECONT_2_LESBT1,LECONT_2_LESBT1,2,,,,
LGHTHP_6_ICEGEN,LGHTHP_6_ICEGEN,1,,,,
LHILLS_6_SOLAR1,LHILLS_6_SOLAR1,1,,,,
LILIAC_6_SOLAR,LILIAC_6_SOLAR,1,,,,
LITLRK_6_GBCSR1,LITLRK_6_GBCSR1,1,155592.0,1.0,0.0,-61.0
LIVOAK_1_UNIT 1,LIVOAK_1_UNIT 1,1,170209.0,1.0,0.0,0.993963782696177
LMBEPK_2_UNITA1,LMBEPK_2_UNITA1,2,,,,
LMBEPK_2_UNITA2,LMBEPK_2_UNITA2,2,,,,
LMBEPK_2_UNITA3,LMBEPK_2_UNITA3,2,,,,
LMEC_1_PL1X3,LMEC_1_PL1X3,1,,,,
LNCSTR_6_SOLAR2,LNCSTR_6_SOLAR2,1,125901.0,1.0,1.0,0.303030303030303
LOCKFD_1_KSOLAR,LOCKFD_1_KSOLAR,1,,,,
LODI25_2_UNIT 1,LODI25_2_UNIT 1,12,,,,
LODI25_6_ERKNG1,LODI25_6_ERKNG1,1,712630.0,1.0,1.0,0.020846362309777
LODIEC_2_PL1X2,LODIEC_2_PL1X2,4,658374.0,4.0,0.545574724039923,4.0
LOTUS_6_LSFSR1,LOTUS_6_LSFSR1,6,736984.0,6.0,0.0942028985507247,5.52
LTBEAR_1_LB3SR3,LTBEAR_1_LB3SR3,29,565664.0,29.0,0.0,29.0
LTBEAR_1_LB4SR4,LTBEAR_1_LB4SR4,29,,,,
LTBEAR_1_LB4SR5,LTBEAR_1_LB4SR5,28,,,,
LTBERA_1_LB1SR1,LTBERA_1_LB1SR1,33,154578.0,33.0,0.25,33.0
LVNGST_1_WTASR1,LVNGST_1_WTASR1,1,661056.0,1.0,1.0,0.5
MAGNLA_6_ANAHEIM,MAGNLA_6_ANAHEIM,1,199573.0,1.0,0.26605504587156,1.0
MAGNLA_6_CERRITOS,MAGNLA_6_CERRITOS,2,649909.0,2.0,0.5,2.0
MAGNLA_6_COLTON,MAGNLA_6_COLTON,1,,,,
MAGNLA_6_PASADENA,MAGNLA_6_PASADENA,1,993409.0,1.0,0.294117647058823,0.944444444444444
MALAGA_1_ACDBX2,MALAGA_1_ACDBX2,1,,,,
MALAGA_1_AUCTG1,MALAGA_1_AUCTG1,1,133364.0,1.0,1.0,-1.70705244122966
MALAGA_1_AUCTG2,MALAGA_1_AUCTG2,1,,,,
MALAGA_1_PL1X2,MALAGA_1_PL1X2,1,345990.0,1.0,0.0350895352447986,1.0
MALCHQ_7_UNIT 1,MALCHQ_7_UNIT 1,1,279536.0,1.0,0.8,0.461538461538462
MANTEC_1_ML1SR1,MANTEC_1_ML1SR1,1,,,,
MANZNA_2_WIND,MANZNA_2_WIND,1,441240.0,1.0,0.72,0.529100529100529
MARCPW_6_SOLAR1,MARCPW_6_SOLAR1,3,,,,
MARTIN_1_SUNSET,MARTIN_1_SUNSET,1,106825.0,1.0,0.134090909090909,0.977777777777778
MARVEL_2_MARBT3,MARVEL_2_MARBT3,3,193810.0,3.0,0.276069060805555,2.75827061649319
MARVEL_2_MARBX2,MARVEL_2_MARBX2,7,,,,
MCARTH_6_FRIVRB,MCARTH_6_FRIVRB,2,,,,
MCCALL_1_QF,MCCALL_1_QF,1,,,,
MCFLND_5_MBSBX2,MCFLND_5_MBSBX2,2,498881.0,2.0,0.301003344481605,1.99333333333333
MCFLND_5_MFAUXL1,MCFLND_5_MFAUXL1,1,298329.0,1.0,1.0,-12.0
MCFLND_5_MFSBT1,MCFLND_5_MFSBT1,8,,,,
MCFLND_5_MFSSR1,MCFLND_5_MFSSR1,50,784426.0,50.0,0.25,50.0
MCFLND_5_MSBBX2,MCFLND_5_MSBBX2,7,,,,
MCFLND_5_MSBSX2,MCFLND_5_MSBSX2,17,111626.0,15.0,0.154802259887005,14.75
MCSWAN_6_UNITS,MCSWAN_6_UNITS,1,347450.0,1.0,0.0,0.95
MDFKRL_2_PROJCT,MDFKRL_2_PROJCT,1,364853.0,1.0,0.162921348314607,0.847619047619048
MELRSE_6_MELBT1,MELRSE_6_MELBT1,1,,,,
MELRSE_6_MELBT2,MELRSE_6_MELBT2,1,,,,
MENBIO_6_RENEW1,MENBIO_6_RENEW1,1,816448.0,1.0,0.0,-48.0
METEC_2_PL1X3,METEC_2_PL1X3,1,178180.0,1.0,0.131787032156036,0.953186500293108
MIDWD_2_WIND2,MIDWD_2_WIND2,2,,,,
MIDWD_7_CORAMB,MIDWD_7_CORAMB,1,,,,
MIDWY3_2_MDSSR1,MIDWY3_2_MDSSR1,1,,,,
MIDWYS_2_MIDSL1,MIDWYS_2_MIDSL1,3,,,,
MILFRD_7_PASADENA,MILFRD_7_PASADENA,1,189472.0,1.0,0.506172839506173,0.81
MIRLOM_2_CORONA,MIRLOM_2_CORONA,1,197371.0,1.0,0.0,-6.7719298245614
MIRLOM_2_CREST,MIRLOM_2_CREST,1,,,,
MIRLOM_2_LNDFL,MIRLOM_2_LNDFL,1,430455.0,1.0,1.0,0.636666666666667
MIRLOM_2_MLBBTA,MIRLOM_2_MLBBTA,11,,,,
MIRLOM_2_MLBBTB,MIRLOM_2_MLBBTB,6,,,,
MIRLOM_2_TEMESC,MIRLOM_2_TEMESC,1,847894.0,1.0,0.259259259259259,0.947368421052632
MIRLOM_6_PEAKER,MIRLOM_6_PEAKER,1,,,,
MIRLOM_7_MWDLKM,MIRLOM_7_MWDLKM,1,587533.0,1.0,1.0,0.85
MKTRCK_1_UNIT 1,MKTRCK_1_UNIT 1,1,497303.0,1.0,0.74548311076198,0.800293378038558
MNDALY_6_MCGRTH,MNDALY_6_MCGRTH,1,152042.0,1.0,0.0636672325976232,0.970345963756178
MNDOTA_1_SOLAR1,MNDOTA_1_SOLAR1,14,148758.0,14.0,0.0714285714285715,11.6666666666667
MNDOTA_1_SOLAR2,MNDOTA_1_SOLAR2,1,,,,
MOJAVE_1_SIPHON,MOJAVE_1_SIPHON,4,,,,
MOJAVW_2_SOLAR,MOJAVW_2_SOLAR,2,,,,
MONTPH_7_UNITS,MONTPH_7_UNITS,1,,,,
MOORPK_2_ACOBT1,MOORPK_2_ACOBT1,2,,,,
MOORPK_2_CALABS,MOORPK_2_CALABS,1,,,,
MORWD_6_QF,MORWD_6_QF,1,122409.0,1.0,0.0090600226500564,0.925576519916142
MOSSLD_2_PSP1,MOSSLD_2_PSP1,2,,,,
MOSSLD_2_PSP2,MOSSLD_2_PSP2,3,776408.0,2.0,0.372448979591837,1.92156862745098
MRCHNT_2_PL1X3,MRCHNT_2_PL1X3,2,305080.0,2.0,0.377942234556481,1.573698896033
MRGT_6_MEF2,MRGT_6_MEF2,3,,,,
MRGT_6_MMAREF,MRGT_6_MMAREF,2,,,,
