"generator","generator_name","RESOURCEBID_SEQ","n_matches","pmax_mw","max_mw","mean_pct_err","mean_stop_offset","mean_restart_offset","mean_abs_stop_offset","mean_abs_restart_offset","score","rank","confidence"
"ROMOLA_5_MPBBT2","Menifee Power Bank 2",449169,1,230,230,0,0,420,0,420,1,4,NA
"ROMOLA_5_MPBBT2","Menifee Power Bank 2",149831,1,230,235,0.0217391304347826,0,1185,0,1185,0.978260869565217,5,NA
"ROMOLA_5_MPBBT3","Menifee Power Bank 3",915712,1,50,50,0,-2,472,2,472,1,1,0.01
"ROMOLA_5_MPBBT3","Menifee Power Bank 3",491191,1,50,49.5,0.01,0,360,0,360,0.99,2,NA
"ROMOLA_5_MPBBT3","Menifee Power Bank 3",619413,1,50,49.5,0.01,0,1800,0,1800,0.99,3,NA
"ROMOLA_5_MPBBT3","Menifee Power Bank 3",429981,1,50,53,0.06,0,180,0,180,0.94,4,NA
"ROMOLA_5_MPBBT3","Menifee Power Bank 3",130794,1,50,55,0.1,0,180,0,180,0.9,5,NA
"ROMOLA_5_MPBBT4","Menifee Power Bank 4",204700,1,110,110,0,0,301,0,301,1,1,0.0272727272727272
"ROMOLA_5_MPBBT4","Menifee Power Bank 4",142035,1,110,107,0.0272727272727273,0,120,0,120,0.972727272727273,2,NA
"ROMOLA_5_MPBBT4","Menifee Power Bank 4",354420,1,110,106,0.0363636363636364,0,1140,0,1140,0.963636363636364,3,NA
"ROMOLA_5_MPBBT4","Menifee Power Bank 4",523386,1,110,106,0.0363636363636364,0,1140,0,1140,0.963636363636364,4,NA
"ROMOLA_5_MPBBT4","Menifee Power Bank 4",586821,1,110,120,0.0909090909090909,0,241,0,241,0.909090909090909,5,NA
"ROSMDW_2_WIND1","Pacific Wind - Phase 1",182418,1,140,155,0.107142857142857,0,30,0,30,0.892857142857143,1,0.0800000000000001
"ROSMDW_2_WIND1","Pacific Wind - Phase 1",123110,1,140,115,0.178571428571429,0,7146,0,7146,0.821428571428571,2,NA
"ROSMDW_2_WIND1","Pacific Wind - Phase 1",704081,1,140,180,0.285714285714286,0,1200,0,1200,0.714285714285714,3,NA
"ROSMDW_2_WIND1","Pacific Wind - Phase 1",949253,2,140,49,0.65,0,810,0,810,0.7,4,NA
"ROSMDW_2_WIND1","Pacific Wind - Phase 1",134543,1,140,200,0.428571428571429,0,0,0,0,0.571428571428571,5,NA
"ROSMND_6_SOLAR","Lancaster B",915498,1,3,74,23.6666666666667,0,180,0,180,-22.6666666666667,1,0
"ROSMND_6_SOLAR","Lancaster B",777449,1,3,408,135,0,1200,0,1200,-134,2,NA
"RSMSLR_6_SOLAR1","Rosamond One",159086,4,20,20,0,0,457.5,0,457.5,4,1,0.25
"RSMSLR_6_SOLAR1","Rosamond One",819306,3,20,20,0,0,261.333333333333,0,261.333333333333,3,2,NA
"RSMSLR_6_SOLAR1","Rosamond One",181841,2,20,20,0,0,217.5,0,217.5,2,3,NA
"RSMSLR_6_SOLAR1","Rosamond One",565664,2,20,20,0,0,302,0,302,2,4,NA
"RSMSLR_6_SOLAR1","Rosamond One",916581,2,20,20,0,0,342.5,0,342.5,2,5,NA
"RSMSLR_6_SOLAR2","Rosamond Two",159086,3,20,20,0,0,180,0,180,3,1,0.333333333333333
"RSMSLR_6_SOLAR2","Rosamond Two",181841,2,20,20,0,0,458,0,458,2,2,NA
"RSMSLR_6_SOLAR2","Rosamond Two",565664,2,20,20,0,0,0,0,0,2,3,NA
"RSMSLR_6_SOLAR2","Rosamond Two",819306,2,20,20,0,0,60,0,60,2,4,NA
"RSMSLR_6_SOLAR2","Rosamond Two",838066,3,20,9.5,0.525,0,788.666666666667,0,788.666666666667,1.425,5,NA
"RTEDDY_2_RWSBT1","Rosamond West Solar Central BESS A1",124287,15,30,26,0.133333333333333,0,204.533333333333,0,204.533333333333,13,1,0.418461538461539
"RTEDDY_2_RWSBT1","Rosamond West Solar Central BESS A1",834639,24,30,9.45,0.685,0,917.916666666667,0,917.916666666667,7.56,2,NA
"RTEDDY_2_RWSBT1","Rosamond West Solar Central BESS A1",134471,8,30,27.2,0.0933333333333334,0,271,0,271,7.25333333333333,3,NA
"RTEDDY_2_RWSBT1","Rosamond West Solar Central BESS A1",844001,11,30,18.8,0.373333333333333,0,224.545454545455,0,224.545454545455,6.89333333333333,4,NA
"RTEDDY_2_RWSBT1","Rosamond West Solar Central BESS A1",644274,9,30,22.5,0.25,0,46.6666666666667,0,46.6666666666667,6.75,5,NA
"RTEDDY_2_RWSBT2","Rosamond West Solar Central BESS A2",124287,13,30,26,0.133333333333333,0,203.615384615385,0,203.615384615385,11.2666666666667,1,0.356213017751479
"RTEDDY_2_RWSBT2","Rosamond West Solar Central BESS A2",134471,8,30,27.2,0.0933333333333334,0,271,0,271,7.25333333333333,2,NA
"RTEDDY_2_RWSBT2","Rosamond West Solar Central BESS A2",844001,11,30,18.8,0.373333333333333,0,224.545454545455,0,224.545454545455,6.89333333333333,3,NA
"RTEDDY_2_RWSBT2","Rosamond West Solar Central BESS A2",644274,9,30,22.5,0.25,0,46.6666666666667,0,46.6666666666667,6.75,4,NA
"RTEDDY_2_RWSBT2","Rosamond West Solar Central BESS A2",193527,20,30,9.5,0.683333333333333,0,885.3,0,885.3,6.33333333333333,5,NA
"RTEDDY_2_RWSBT3","Rosamond West Solar Central BESS A3",915712,23,45,50,0.111111111111111,0,235.217391304348,0,235.217391304348,20.4444444444444,1,0.608695652173913
"RTEDDY_2_RWSBT3","Rosamond West Solar Central BESS A3",644274,16,45,22.5,0.5,0,60,0,60,8,2,NA
"RTEDDY_2_RWSBT3","Rosamond West Solar Central BESS A3",949253,8,45,49,0.0888888888888889,0,157.75,0,157.75,7.28888888888889,3,NA
"RTEDDY_2_RWSBT3","Rosamond West Solar Central BESS A3",301986,16,45,16.5,0.633333333333333,0,60,0,60,5.86666666666667,4,NA
"RTEDDY_2_RWSBT3","Rosamond West Solar Central BESS A3",214685,13,45,20,0.555555555555556,0.0769230769230769,212.692307692308,0.0769230769230769,212.692307692308,5.77777777777778,5,NA
"RTEDDY_2_RWSBT4","Rosamond West Solar Central BESS B",124287,16,30,26,0.133333333333333,0,218.0625,0,218.0625,13.8666666666667,1,0.459134615384615
"RTEDDY_2_RWSBT4","Rosamond West Solar Central BESS B",644274,10,30,22.5,0.25,0,42,0,42,7.5,2,NA
"RTEDDY_2_RWSBT4","Rosamond West Solar Central BESS B",134471,8,30,27.2,0.0933333333333334,0,271,0,271,7.25333333333333,3,NA
"RTEDDY_2_RWSBT4","Rosamond West Solar Central BESS B",193527,21,30,9.5,0.683333333333333,0,928.857142857143,0,928.857142857143,6.65,4,NA
"RTEDDY_2_RWSBT4","Rosamond West Solar Central BESS B",385155,21,30,9.5,0.683333333333333,0,928.857142857143,0,928.857142857143,6.65,5,NA
"RTEDDY_2_RWSBT5","Rosamond West Solar Central BESS C",193527,22,12,9.5,0.208333333333333,0,924.818181818182,0,924.818181818182,17.4166666666667,1,0
"RTEDDY_2_RWSBT5","Rosamond West Solar Central BESS C",385155,22,12,9.5,0.208333333333333,0,990.272727272727,0,990.272727272727,17.4166666666667,2,NA
"RTEDDY_2_RWSBT5","Rosamond West Solar Central BESS C",143302,21,12,9.5,0.208333333333333,0,1008.85714285714,0,1008.85714285714,16.625,3,NA
"RTEDDY_2_RWSBT5","Rosamond West Solar Central BESS C",838066,21,12,9.5,0.208333333333333,0,1008.85714285714,0,1008.85714285714,16.625,4,NA
"RTEDDY_2_RWSBT5","Rosamond West Solar Central BESS C",834639,21,12,9.45,0.2125,0,1077.42857142857,0,1077.42857142857,16.5375,5,NA
"RTEDDY_2_SC1SR3","Rosamond West Solar Clean",922006,18,40,40,0,0,58.1111111111111,0,58.1111111111111,18,1,0.111111111111111
"RTEDDY_2_SC1SR3","Rosamond West Solar Clean",180457,16,40,40,0,0,55.0625,0,55.0625,16,2,NA
"RTEDDY_2_SC1SR3","Rosamond West Solar Clean",186146,16,40,40,0,0,47.5625,0,47.5625,16,3,NA
"RTEDDY_2_SC1SR3","Rosamond West Solar Clean",685873,13,40,40,0,0,71.7692307692308,0,71.7692307692308,13,4,NA
"RTEDDY_2_SC1SR3","Rosamond West Solar Clean",591854,17,40,26.65,0.33375,0,50.9411764705882,0,50.9411764705882,11.32625,5,NA
"RTEDDY_2_SEBSR3","Rosamond West Solar East Bay 3",115494,16,56,56,0,0,99.75,0,99.75,16,1,0
"RTEDDY_2_SEBSR3","Rosamond West Solar East Bay 3",133547,16,56,56,0,0,99.75,0,99.75,16,2,NA
"RTEDDY_2_SEBSR3","Rosamond West Solar East Bay 3",178559,14,56,60,0.0714285714285714,0,92.1428571428571,0,92.1428571428571,13,3,NA
"RTEDDY_2_SEBSR3","Rosamond West Solar East Bay 3",922006,17,56,40,0.285714285714286,0,93,0,93,12.1428571428571,4,NA
"RTEDDY_2_SEBSR3","Rosamond West Solar East Bay 3",180457,15,56,40,0.285714285714286,0,90.4,0,90.4,10.7142857142857,5,NA
"RTEDDY_2_SEBSR4","Rosamond West Solar East Bay 4",115494,19,56,56,0,0,93.4736842105263,0,93.4736842105263,19,1,0.0526315789473685
"RTEDDY_2_SEBSR4","Rosamond West Solar East Bay 4",133547,18,56,56,0,0,95.3333333333333,0,95.3333333333333,18,2,NA
"RTEDDY_2_SEBSR4","Rosamond West Solar East Bay 4",178559,17,56,60,0.0714285714285714,0,122,0,122,15.7857142857143,3,NA
"RTEDDY_2_SEBSR4","Rosamond West Solar East Bay 4",922006,20,56,40,0.285714285714286,0,88.05,0,88.05,14.2857142857143,4,NA
"RTEDDY_2_SEBSR4","Rosamond West Solar East Bay 4",180457,19,56,40,0.285714285714286,0,84,0,84,13.5714285714286,5,NA
"RTEDDY_2_SOLAR1","Rosamond West Solar 1",208011,11,54,55.83,0.0338888888888889,-0.727272727272727,111.181818181818,0.727272727272727,111.181818181818,10.6272222222222,1,0.208008782476867
"RTEDDY_2_SOLAR1","Rosamond West Solar 1",997249,9,54,50.5,0.0648148148148148,-0.888888888888889,125.777777777778,0.888888888888889,125.777777777778,8.41666666666667,2,NA
"RTEDDY_2_SOLAR1","Rosamond West Solar 1",736984,8,54,54,0,-0.875,90.375,0.875,90.375,8,3,NA
"RTEDDY_2_SOLAR1","Rosamond West Solar 1",115494,8,54,56,0.037037037037037,-0.875,97.875,0.875,97.875,7.7037037037037,4,NA
"RTEDDY_2_SOLAR1","Rosamond West Solar 1",133547,8,54,56,0.037037037037037,-0.875,97.875,0.875,97.875,7.7037037037037,5,NA
"RTEDDY_2_SOLAR2","Rosamond West Solar 2",736984,6,54,54,0,-0.166666666666667,10.1666666666667,0.166666666666667,10.1666666666667,6,1,0.0169753086419754
"RTEDDY_2_SOLAR2","Rosamond West Solar 2",705142,7,54,62.5,0.157407407407407,0,0,0,0,5.89814814814815,2,NA
"RTEDDY_2_SOLAR2","Rosamond West Solar 2",115494,6,54,56,0.037037037037037,-0.166666666666667,60.1666666666667,0.166666666666667,60.1666666666667,5.77777777777778,3,NA
"RTEDDY_2_SOLAR2","Rosamond West Solar 2",133547,6,54,56,0.037037037037037,-0.166666666666667,60.1666666666667,0.166666666666667,60.1666666666667,5.77777777777778,4,NA
"RTEDDY_2_SOLAR2","Rosamond West Solar 2",178559,5,54,60,0.111111111111111,0,24,0,24,4.44444444444444,5,NA
"RTEDDY_2_SPASR4","Rosamond West Solar Palo Alto",591854,18,26,26.65,0.0249999999999999,0,67.8333333333333,0,67.8333333333333,17.55,1,0.0313390313390314
"RTEDDY_2_SPASR4","Rosamond West Solar Palo Alto",975528,17,26,26,0,0,76.2352941176471,0,76.2352941176471,17,2,NA
"RTEDDY_2_SPASR4","Rosamond West Solar Palo Alto",620521,16,26,30,0.153846153846154,0,54.875,0,54.875,13.5384615384615,3,NA
"RTEDDY_2_SPASR4","Rosamond West Solar Palo Alto",916581,17,26,20,0.230769230769231,0,62.1176470588235,0,62.1176470588235,13.0769230769231,4,NA
"RTEDDY_2_SPASR4","Rosamond West Solar Palo Alto",181841,16,26,20,0.230769230769231,0,69.75,0,69.75,12.3076923076923,5,NA
"RTEDDY_2_SRXSR4","Rosamond West Solar Rosie X",261146,14,13.6,13.6,0,0,66.8571428571429,0,66.8571428571429,14,1,0.0546218487394958
"RTEDDY_2_SRXSR4","Rosamond West Solar Rosie X",799732,15,13.6,12,0.117647058823529,0,62.4,0,62.4,13.2352941176471,2,NA
"RTEDDY_2_SRXSR4","Rosamond West Solar Rosie X",131964,13,13.6,13.53,0.00514705882352943,0,72,0,72,12.9330882352941,3,NA
"RTEDDY_2_SRXSR4","Rosamond West Solar Rosie X",603185,16,13.6,17,0.25,0,67.125,0,67.125,12,4,NA
"RTEDDY_2_SRXSR4","Rosamond West Solar Rosie X",779880,14,13.6,11,0.191176470588235,0,66.8571428571429,0,66.8571428571429,11.3235294117647,5,NA
"RTREE_2_WIND1","Rising Tree 1",157710,1,79.2,430,4.42929292929293,0,1920,0,1920,-3.42929292929293,1,1
"RTREE_2_WIND2","Rising Tree 2",589439,1,19.8,13,0.343434343434343,0,309,0,309,0.656565656565657,1,0.615384615384615
"RTREE_2_WIND2","Rising Tree 2",766252,1,19.8,5,0.747474747474748,0,550,0,550,0.252525252525252,2,NA
"RTREE_2_WIND2","Rising Tree 2",361629,1,19.8,36,0.818181818181818,0,610,0,610,0.181818181818182,3,NA
"RTREE_2_WIND2","Rising Tree 2",126265,1,19.8,38,0.919191919191919,0,130,0,130,0.0808080808080809,4,NA
"RTREE_2_WIND2","Rising Tree 2",288336,1,19.8,67.5,2.40909090909091,0,610,0,610,-1.40909090909091,5,NA
"RTREE_2_WIND3","Rising Tree 3",599767,1,99,68,0.313131313131313,0,149,0,149,0.686868686868687,1,1
"RTREE_2_WIND3","Rising Tree 3",951615,1,99,275,1.77777777777778,0,749,0,749,-0.777777777777778,2,NA
"RTREE_2_WIND3","Rising Tree 3",157710,1,99,430,3.34343434343434,0,1920,0,1920,-2.34343434343434,3,NA
"RTREE_2_WIND3","Rising Tree 3",177834,1,99,486,3.90909090909091,0,7589,0,7589,-2.90909090909091,4,NA
"RUSCTY_2_UNITS","Russell City Energy Center",174549,3,615.18,430,0.301017588348126,-0.666666666666667,466.666666666667,0.666666666666667,466.666666666667,2.09694723495562,1,0.0697674418604651
"RUSCTY_2_UNITS","Russell City Energy Center",305080,2,615.18,600,0.0246757046718033,0.5,12746.5,0.5,12746.5,1.95064859065639,2,NA
"RUSCTY_2_UNITS","Russell City Energy Center",499694,2,615.18,600,0.0246757046718033,0.5,12160,0.5,12160,1.95064859065639,3,NA
"RUSCTY_2_UNITS","Russell City Energy Center",118694,1,615.18,618,0.00458402418804261,0,7222,0,7222,0.995415975811957,4,NA
"RUSCTY_2_UNITS","Russell City Energy Center",178180,1,615.18,625,0.0159628076335382,0,960,0,960,0.984037192366462,5,NA
"RVRVEW_1_UNITA1","Riverview Energy Center (GP Antioch)",176644,1,48.7,49.5,0.0164271047227925,0,2700,0,2700,0.983572895277207,1,0
"RVRVEW_1_UNITA1","Riverview Energy Center (GP Antioch)",824322,1,48.7,49.5,0.0164271047227925,0,2700,0,2700,0.983572895277207,2,NA
"RVRVEW_1_UNITA1","Riverview Energy Center (GP Antioch)",506140,1,48.7,50,0.0266940451745379,0,1660,0,1660,0.973305954825462,3,NA
"RVRVEW_1_UNITA1","Riverview Energy Center (GP Antioch)",170209,1,48.7,50,0.0266940451745379,1,32093,1,32093,0.973305954825462,4,NA
"RVRVEW_1_UNITA1","Riverview Energy Center (GP Antioch)",190343,1,48.7,55,0.129363449691992,1,2537,1,2537,0.870636550308008,5,NA
"RVSIDE_2_RERCU3","Riverside Energy Res. Ctr Unit 3",118390,5,49,49,0,0,1,0,1,5,1,0
"RVSIDE_2_RERCU3","Riverside Energy Res. Ctr Unit 3",698265,5,49,49,0,0,15277,0,15277,5,2,NA
"RVSIDE_2_RERCU3","Riverside Energy Res. Ctr Unit 3",949253,1,49,49,0,-3,204,3,204,1,3,NA
"RVSIDE_2_RERCU3","Riverside Energy Res. Ctr Unit 3",291137,1,49,49.5,0.0102040816326531,-3,564,3,564,0.989795918367347,4,NA
"RVSIDE_2_RERCU3","Riverside Energy Res. Ctr Unit 3",143784,1,49,50,0.0204081632653061,0,184861,0,184861,0.979591836734694,5,NA
"RVSIDE_2_RERCU4","Riverside Energy Res. Ctr Unit 4",118390,5,49,49,0,0,1,0,1,5,1,0
"RVSIDE_2_RERCU4","Riverside Energy Res. Ctr Unit 4",698265,5,49,49,0,0,15277,0,15277,5,2,NA
"RVSIDE_2_RERCU4","Riverside Energy Res. Ctr Unit 4",521760,1,49,50,0.0204081632653061,0,233641,0,233641,0.979591836734694,3,NA
"RVSIDE_2_RERCU4","Riverside Energy Res. Ctr Unit 4",174744,1,49,55,0.122448979591837,0,1441,0,1441,0.877551020408163,4,NA
"RVSIDE_2_RERCU4","Riverside Energy Res. Ctr Unit 4",870082,1,49,41,0.163265306122449,-1,5761,1,5761,0.836734693877551,5,NA
"RVSIDE_6_RERCU1","Riverside Energy Res. Ctr Unit 1",555191,3,48.35,48.35,0,0,1,0,1,3,1,0.00310237849017581
"RVSIDE_6_RERCU1","Riverside Energy Res. Ctr Unit 1",121961,3,48.35,48.5,0.00310237849017577,0,16521,0,16521,2.99069286452947,2,NA
"RVSIDE_6_RERCU1","Riverside Energy Res. Ctr Unit 1",764077,2,48.35,25,0.482936918304033,0,151912,0,151912,1.03412616339193,3,NA
"RVSIDE_6_RERCU1","Riverside Energy Res. Ctr Unit 1",491191,1,48.35,49.5,0.0237849017580144,0,26863,0,26863,0.976215098241986,4,NA
"RVSIDE_6_RERCU1","Riverside Energy Res. Ctr Unit 1",619413,1,48.35,49.5,0.0237849017580144,0,26863,0,26863,0.976215098241986,5,NA
"RVSIDE_6_RERCU2","Riverside Energy Res. Ctr Unit 2",121961,4,48.5,48.5,0,0,12391,0,12391,4,1,0.252319587628866
"RVSIDE_6_RERCU2","Riverside Energy Res. Ctr Unit 2",555191,3,48.5,48.35,0.00309278350515461,0,1,0,1,2.99072164948454,2,NA
"RVSIDE_6_RERCU2","Riverside Energy Res. Ctr Unit 2",764077,2,48.5,25,0.484536082474227,0,154321,0,154321,1.03092783505155,3,NA
"RVSIDE_6_RERCU2","Riverside Energy Res. Ctr Unit 2",118390,1,48.5,49,0.0103092783505155,0,1,0,1,0.989690721649485,4,NA
"RVSIDE_6_RERCU2","Riverside Energy Res. Ctr Unit 2",698265,1,48.5,49,0.0103092783505155,0,75961,0,75961,0.989690721649485,5,NA
"RVSIDE_6_SPRING","SPRINGS GENERATION PROJECT AGGREGATE",461606,4,36,30,0.166666666666667,0,601,0,601,3.33333333333333,1,0.4
"RVSIDE_6_SPRING","SPRINGS GENERATION PROJECT AGGREGATE",135881,4,36,18,0.5,0,601,0,601,2,2,NA
"RVSIDE_6_SPRING","SPRINGS GENERATION PROJECT AGGREGATE",699408,2,36,40,0.111111111111111,0,6255.5,0,6255.5,1.77777777777778,3,NA
"RVSIDE_6_SPRING","SPRINGS GENERATION PROJECT AGGREGATE",193527,4,36,9.5,0.736111111111111,0,541,0,541,1.05555555555556,4,NA
"RVSIDE_6_SPRING","SPRINGS GENERATION PROJECT AGGREGATE",385155,4,36,9.5,0.736111111111111,0,541,0,541,1.05555555555556,5,NA
"SALIRV_2_UNIT","Salinas River Cogeneration",411064,3,39,27,0.307692307692308,-0.333333333333333,1316.33333333333,0.333333333333333,1316.33333333333,2.07692307692308,1,0.555555555555555
"SALIRV_2_UNIT","Salinas River Cogeneration",151446,1,39,36,0.0769230769230769,0,64396,0,64396,0.923076923076923,2,NA
"SALIRV_2_UNIT","Salinas River Cogeneration",133003,1,39,35,0.102564102564103,-1,39180,1,39180,0.897435897435897,3,NA
"SALIRV_2_UNIT","Salinas River Cogeneration",171401,1,39,25,0.358974358974359,0,16620,0,16620,0.641025641025641,4,NA
"SALIRV_2_UNIT","Salinas River Cogeneration",764077,1,39,25,0.358974358974359,0,3421,0,3421,0.641025641025641,5,NA
"SALTSP_7_UNITS","SALT SPRINGS HYDRO AGGREGATE",374311,1,46,40,0.130434782608696,0,3601,0,3601,0.869565217391304,1,0.0499999999999999
"SALTSP_7_UNITS","SALT SPRINGS HYDRO AGGREGATE",126265,1,46,38,0.173913043478261,4,982,4,982,0.826086956521739,2,NA
"SALTSP_7_UNITS","SALT SPRINGS HYDRO AGGREGATE",152595,1,46,55.7,0.210869565217391,0,14556,0,14556,0.789130434782609,3,NA
"SALTSP_7_UNITS","SALT SPRINGS HYDRO AGGREGATE",177935,1,46,25,0.456521739130435,0,995,0,995,0.543478260869565,4,NA
"SALTSP_7_UNITS","SALT SPRINGS HYDRO AGGREGATE",368224,1,46,4,0.91304347826087,0,44675,0,44675,0.0869565217391305,5,NA
"SAMPSN_6_KELCO1","KELCO QUALIFYING FACILITY",134647,1,25,25,0,0,37290,0,37290,1,1,0
"SAMPSN_6_KELCO1","KELCO QUALIFYING FACILITY",177935,1,25,25,0,0,1753,0,1753,1,2,NA
"SAMPSN_6_KELCO1","KELCO QUALIFYING FACILITY",610848,1,25,40,0.6,0,420,0,420,0.4,3,NA
"SAMPSN_6_KELCO1","KELCO QUALIFYING FACILITY",145433,1,25,75,2,0,32953,0,32953,-1,4,NA
"SAMPSN_6_KELCO1","KELCO QUALIFYING FACILITY",611852,1,25,150,5,0,60,0,60,-4,5,NA
"SANBRN_2_EESSB2","Edsan 2 Edwards Sanborn E1B",196895,10,166,150,0.0963855421686747,0,36,0,36,9.03614457831325,1,0.208
"SANBRN_2_EESSB2","Edsan 2 Edwards Sanborn E1B",784426,9,166,200,0.204819277108434,0,100,0,100,7.1566265060241,2,NA
"SANBRN_2_EESSB2","Edsan 2 Edwards Sanborn E1B",234172,11,166,74,0.55421686746988,0,65.4545454545455,0,65.4545454545455,4.90361445783132,3,NA
"SANBRN_2_EESSB2","Edsan 2 Edwards Sanborn E1B",723063,9,166,250,0.506024096385542,0,100,0,100,4.44578313253012,4,NA
"SANBRN_2_EESSB2","Edsan 2 Edwards Sanborn E1B",107681,6,166,223.6,0.346987951807229,0,0,0,0,3.91807228915663,5,NA
"SANBRN_2_ES1BT3","EdSan 1 Edwards 1",121745,2,50.43,75,0.48720999405116,0,765,0,765,1.02558001189768,1,0.0332559938128383
"SANBRN_2_ES1BT3","EdSan 1 Edwards 1",506140,1,50.43,50,0.00852667063255998,0,1335,0,1335,0.99147332936744,2,NA
"SANBRN_2_ES1BT3","EdSan 1 Edwards 1",717058,1,50.43,50,0.00852667063255998,0,8520,0,8520,0.99147332936744,3,NA
"SANBRN_2_ES1BT3","EdSan 1 Edwards 1",857430,1,50.43,50,0.00852667063255998,5,90,5,90,0.99147332936744,4,NA
"SANBRN_2_ES1BT3","EdSan 1 Edwards 1",135013,1,50.43,46,0.0878445369819552,0,0,0,0,0.912155463018045,5,NA
"SANBRN_2_ES2SB3","EdSan 2 Sanborn 3",199482,2,42,25,0.404761904761905,1.5,301.5,1.5,301.5,1.19047619047619,1,0.1
"SANBRN_2_ES2SB3","EdSan 2 Sanborn 3",644274,2,42,22.5,0.464285714285714,1.5,235,1.5,235,1.07142857142857,2,NA
"SANBRN_2_ES2SB3","EdSan 2 Sanborn 3",159511,1,42,43,0.0238095238095238,0,480,0,480,0.976190476190476,3,NA
"SANBRN_2_ES2SB3","EdSan 2 Sanborn 3",411444,1,42,45,0.0714285714285714,0,122025,0,122025,0.928571428571429,4,NA
"SANBRN_2_ES2SB3","EdSan 2 Sanborn 3",126265,1,42,38,0.0952380952380952,0,1247,0,1247,0.904761904761905,5,NA
"SANBRN_2_ESABT1","EdSan 1A",161396,2,100,94,0.06,0,360,0,360,1.88,1,0.468085106382979
"SANBRN_2_ESABT1","EdSan 1A",165180,1,100,100,0,0,370,0,370,1,2,NA
"SANBRN_2_ESABT1","EdSan 1A",173967,1,100,100,0,0,1164,0,1164,1,3,NA
"SANBRN_2_ESABT1","EdSan 1A",199791,1,100,102,0.02,0,120,0,120,0.98,4,NA
"SANBRN_2_ESABT1","EdSan 1A",589808,1,100,102,0.02,0,120,0,120,0.98,5,NA
"SANBRN_2_ESBBT1","EdSan 1B",199791,3,100,102,0.02,-1.66666666666667,88.6666666666667,1.66666666666667,88.6666666666667,2.94,1,0
"SANBRN_2_ESBBT1","EdSan 1B",589808,3,100,102,0.02,-1.66666666666667,88.6666666666667,1.66666666666667,88.6666666666667,2.94,2,NA
"SANBRN_2_ESBBT1","EdSan 1B",213716,3,100,96,0.04,-1.66666666666667,88.6666666666667,1.66666666666667,88.6666666666667,2.88,3,NA
"SANBRN_2_ESBBT1","EdSan 1B",132195,2,100,77,0.23,0,79,0,79,1.54,4,NA
"SANBRN_2_ESBBT1","EdSan 1B",599767,2,100,68,0.32,0,129.5,0,129.5,1.36,5,NA
"SANBRN_2_SS2BT3","Sanborn Solar 2 SBESS 3",871298,3,169,158.4,0.0627218934911242,0,140,0,140,2.81183431952663,1,0.120370370370371
"SANBRN_2_SS2BT3","Sanborn Solar 2 SBESS 3",556956,4,169,104.5,0.381656804733728,0,477.5,0,477.5,2.47337278106509,2,NA
"SANBRN_2_SS2BT3","Sanborn Solar 2 SBESS 3",108122,3,169,200,0.183431952662722,0,3115,0,3115,2.44970414201183,3,NA
"SANBRN_2_SS2BT3","Sanborn Solar 2 SBESS 3",364853,4,169,242,0.431952662721893,0,465,0,465,2.27218934911243,4,NA
"SANBRN_2_SS2BT3","Sanborn Solar 2 SBESS 3",147278,3,169,127.5,0.245562130177515,0,120,0,120,2.26331360946746,5,NA
"SANBRN_2_SS2BT4","Sanborn Solar 2 SBESS 4",744292,5,47,50,0.0638297872340425,0,96,0,96,4.68085106382979,1,0.0113636363636364
"SANBRN_2_SS2BT4","Sanborn Solar 2 SBESS 4",997249,5,47,50.5,0.074468085106383,0,96,0,96,4.62765957446809,2,NA
"SANBRN_2_SS2BT4","Sanborn Solar 2 SBESS 4",180457,5,47,40,0.148936170212766,0,96,0,96,4.25531914893617,3,NA
"SANBRN_2_SS2BT4","Sanborn Solar 2 SBESS 4",186146,5,47,40,0.148936170212766,0,96,0,96,4.25531914893617,4,NA
"SANBRN_2_SS2BT4","Sanborn Solar 2 SBESS 4",922006,5,47,40,0.148936170212766,0,96,0,96,4.25531914893617,5,NA
"SANBRN_2_SS2SB4","Sanborn Solar 2 Edwards Sanborn S4",158082,39,36,33,0.0833333333333333,0,76.9230769230769,0,76.9230769230769,35.75,1,0
"SANBRN_2_SS2SB4","Sanborn Solar 2 Edwards Sanborn S4",165788,39,36,33,0.0833333333333333,0,76.9230769230769,0,76.9230769230769,35.75,2,NA
"SANBRN_2_SS2SB4","Sanborn Solar 2 Edwards Sanborn S4",852416,39,36,33,0.0833333333333333,0,76.9230769230769,0,76.9230769230769,35.75,3,NA
"SANBRN_2_SS2SB4","Sanborn Solar 2 Edwards Sanborn S4",180457,35,36,40,0.111111111111111,0,78.8571428571429,0,78.8571428571429,31.1111111111111,4,NA
"SANBRN_2_SS2SB4","Sanborn Solar 2 Edwards Sanborn S4",685873,33,36,40,0.111111111111111,0,30.9090909090909,0,30.9090909090909,29.3333333333333,5,NA
"SANDLT_2_SUNITS","Mojave Solar",292863,8,275,194,0.294545454545455,0.5,261.75,0.5,261.75,5.64363636363636,1,0.190721649484536
"SANDLT_2_SUNITS","Mojave Solar",681987,8,275,393,0.429090909090909,0.75,154.25,0.75,154.25,4.56727272727273,2,NA
"SANDLT_2_SUNITS","Mojave Solar",482638,5,275,242,0.12,-0.8,207.6,1.6,207.6,4.4,3,NA
"SANDLT_2_SUNITS","Mojave Solar",108122,4,275,200,0.272727272727273,-0.75,343.5,1.25,343.5,2.90909090909091,4,NA
