"generator","generator_name","RESOURCEBID_SEQ","n_matches","pmax_mw","max_mw","mean_pct_err","mean_stop_offset","mean_restart_offset","mean_abs_stop_offset","mean_abs_restart_offset","score","rank","confidence"
"7STDRD_1_SOLAR1","Shafter Solar",102291,1,20,20,0,-1,323,1,323,1,1,0
"7STDRD_1_SOLAR1","Shafter Solar",181841,1,20,20,0,-1,323,1,323,1,2,NA
"7STDRD_1_SOLAR1","Shafter Solar",916581,1,20,20,0,-1,323,1,323,1,3,NA
"7STDRD_1_SOLAR1","Shafter Solar",217748,1,20,19.12,0.0439999999999999,-1,323,1,323,0.956,4,NA
"7STDRD_1_SOLAR1","Shafter Solar",482688,1,20,17,0.15,-1,323,1,323,0.85,5,NA
"ACACIA_6_SOLAR","West Antelope Solar",159086,2,20,20,0,-0.5,100.5,0.5,100.5,2,1,0.4
"ACACIA_6_SOLAR","West Antelope Solar",799732,2,20,12,0.4,-0.5,160.5,0.5,160.5,1.2,2,NA
"ACACIA_6_SOLAR","West Antelope Solar",102291,1,20,20,0,-1,0,1,0,1,3,NA
"ACACIA_6_SOLAR","West Antelope Solar",181841,1,20,20,0,-1,0,1,0,1,4,NA
"ACACIA_6_SOLAR","West Antelope Solar",916581,1,20,20,0,-1,0,1,0,1,5,NA
"ADERA_1_SOLAR1","Adera Solar",159086,3,20,20,0,-0.666666666666667,289,0.666666666666667,289,3,1,0.0439999999999999
"ADERA_1_SOLAR1","Adera Solar",217748,3,20,19.12,0.0439999999999999,-0.666666666666667,269,0.666666666666667,269,2.868,2,NA
"ADERA_1_SOLAR1","Adera Solar",591854,3,20,26.65,0.3325,-0.666666666666667,269,0.666666666666667,269,2.0025,3,NA
"ADERA_1_SOLAR1","Adera Solar",181841,2,20,20,0,-0.5,373,0.5,373,2,4,NA
"ADERA_1_SOLAR1","Adera Solar",916581,2,20,20,0,-0.5,343,0.5,343,2,5,NA
"ADLIN_1_UNITS","GEYSERS AIDLIN AGGREGATE",374980,1,22,23,0.0454545454545455,0,8760,0,8760,0.954545454545455,1,1
"ADLIN_1_UNITS","GEYSERS AIDLIN AGGREGATE",455119,1,22,119,4.40909090909091,0,240,0,240,-3.40909090909091,2,NA
"ADLIN_1_UNITS","GEYSERS AIDLIN AGGREGATE",977347,1,22,190,7.63636363636364,0,240,0,240,-6.63636363636364,3,NA
"ADLIN_1_UNITS","GEYSERS AIDLIN AGGREGATE",719695,1,22,457,19.7727272727273,0,300,0,300,-18.7727272727273,4,NA
"ADMEST_6_SOLAR","Adams East",217748,5,19,19.12,0.00631578947368426,0.8,334.6,0.8,334.6,4.96842105263158,1,0.0466101694915252
"ADMEST_6_SOLAR","Adams East",181841,5,19,20,0.0526315789473684,0.8,478.6,0.8,478.6,4.73684210526316,2,NA
"ADMEST_6_SOLAR","Adams East",916581,5,19,20,0.0526315789473684,0.8,322.6,0.8,322.6,4.73684210526316,3,NA
"ADMEST_6_SOLAR","Adams East",482688,5,19,17,0.105263157894737,0.8,310.6,0.8,310.6,4.47368421052632,4,NA
"ADMEST_6_SOLAR","Adams East",603185,5,19,17,0.105263157894737,0.8,322.6,0.8,322.6,4.47368421052632,5,NA
"ADOBEE_1_SOLAR","Adobe Solar",102291,2,20,20,0,-1.5,63.5,1.5,63.5,2,1,0
"ADOBEE_1_SOLAR","Adobe Solar",181841,2,20,20,0,-1.5,63.5,1.5,63.5,2,2,NA
"ADOBEE_1_SOLAR","Adobe Solar",916581,2,20,20,0,-1.5,63.5,1.5,63.5,2,3,NA
"ADOBEE_1_SOLAR","Adobe Solar",217748,2,20,19.12,0.0439999999999999,-1.5,63.5,1.5,63.5,1.912,4,NA
"ADOBEE_1_SOLAR","Adobe Solar",603185,2,20,17,0.15,-1.5,63.5,1.5,63.5,1.7,5,NA
"AGRICO_6_PL3N5","Fresno Peaker",201934,1,22.69,21.59,0.0484795063904804,0,5761,0,5761,0.95152049360952,1,0.00972672533580343
"AGRICO_6_PL3N5","Fresno Peaker",928357,1,22.69,24,0.0577346848832084,0,175321,0,175321,0.942265315116792,2,NA
"AGRICO_6_PL3N5","Fresno Peaker",124012,1,22.69,25,0.101806963420009,0,5291,0,5291,0.898193036579991,3,NA
"AGRICO_6_PL3N5","Fresno Peaker",557145,1,22.69,25,0.101806963420009,0,971,0,971,0.898193036579991,4,NA
"AGRICO_6_PL3N5","Fresno Peaker",561427,1,22.69,25,0.101806963420009,0,270,0,270,0.898193036579991,5,NA
"AGRICO_7_UNIT","Fresno Cogen",997249,2,59.97,50.5,0.0799442870315263,-1.5,690.5,1.5,690.5,1.84011142593695,1,0.00372525088268971
"AGRICO_7_UNIT","Fresno Cogen",736984,2,59.97,54,0.0833717253883859,-1.5,660.5,1.5,660.5,1.83325654922323,2,NA
"AGRICO_7_UNIT","Fresno Cogen",208011,2,59.97,55.83,0.0861971005265478,-1.5,690.5,1.5,690.5,1.8276057989469,3,NA
"AGRICO_7_UNIT","Fresno Cogen",115494,2,59.97,56,0.0864595670694372,-1.5,660.5,1.5,660.5,1.82708086586113,4,NA
"AGRICO_7_UNIT","Fresno Cogen",133547,2,59.97,56,0.0864595670694372,-1.5,690.5,1.5,690.5,1.82708086586113,5,NA
"AGUCAL_5_SOLAR1","Agua Caliente Solar",498881,1,290,301,0.0379310344827586,0,4073,0,4073,0.962068965517241,1,0.014336917562724
"AGUCAL_5_SOLAR1","Agua Caliente Solar",951615,1,290,275,0.0517241379310345,0,360,0,360,0.948275862068966,2,NA
"AGUCAL_5_SOLAR1","Agua Caliente Solar",790016,1,290,315,0.0862068965517241,0,120,0,120,0.913793103448276,3,NA
"AGUCAL_5_SOLAR1","Agua Caliente Solar",910127,1,290,265,0.0862068965517241,0,420,0,420,0.913793103448276,4,NA
"AGUCAL_5_SOLAR1","Agua Caliente Solar",546025,1,290,319,0.1,0,180,0,180,0.9,5,NA
"AKINGS_6_AMESR1","American Kings Solar",203679,3,123,130,0.0569105691056911,0,9790.33333333333,0,9790.33333333333,2.82926829268293,1,0.137931034482759
"AKINGS_6_AMESR1","American Kings Solar",331013,3,123,100,0.186991869918699,0,670.333333333333,0,670.333333333333,2.4390243902439,2,NA
"AKINGS_6_AMESR1","American Kings Solar",123110,2,123,115,0.0650406504065041,0,660,0,660,1.86991869918699,3,NA
"AKINGS_6_AMESR1","American Kings Solar",611852,2,123,150,0.219512195121951,0,90,0,90,1.5609756097561,4,NA
"AKINGS_6_AMESR1","American Kings Solar",670696,2,123,78,0.365853658536585,0,60,0,60,1.26829268292683,5,NA
"ALAMIT_2_AESBT2","Alamitos Energy Storage 2",161396,2,82,94,0.146341463414634,1.5,540,1.5,540,1.70731707317073,1,0.457142857142857
"ALAMIT_2_AESBT2","Alamitos Energy Storage 2",405897,1,82,88,0.0731707317073171,0,450,0,450,0.926829268292683,2,NA
"ALAMIT_2_AESBT2","Alamitos Energy Storage 2",234172,1,82,74,0.0975609756097561,0,360,0,360,0.902439024390244,3,NA
"ALAMIT_2_AESBT2","Alamitos Energy Storage 2",204333,1,82,71.9,0.123170731707317,0,360,0,360,0.876829268292683,4,NA
"ALAMIT_2_AESBT2","Alamitos Energy Storage 2",303003,1,82,65,0.207317073170732,0,360,0,360,0.792682926829268,5,NA
"ALAMIT_2_PL1X3","Alamitos Energy Center Unit 7",622149,2,674.7,375,0.444197421076034,0,551.5,0,551.5,1.11160515784793,1,0.166666666666667
"ALAMIT_2_PL1X3","Alamitos Energy Center Unit 7",707373,1,674.7,625,0.0736623684600564,0,5253,0,5253,0.926337631539944,2,NA
"ALAMIT_2_PL1X3","Alamitos Energy Center Unit 7",942022,1,674.7,598,0.113680154142582,0,4192,0,4192,0.886319845857418,3,NA
"ALAMIT_2_PL1X3","Alamitos Energy Center Unit 7",181838,1,674.7,541,0.198162146139025,0,105,0,105,0.801837853860975,4,NA
"ALAMIT_2_PL1X3","Alamitos Energy Center Unit 7",530129,3,674.7,176,0.739143322958352,0.333333333333333,552.333333333333,0.333333333333333,552.333333333333,0.782570031124944,5,NA
"ALAMIT_7_ES1","Alamitos Energy Storage",556956,9,100.45,104.5,0.0403185664509706,-0.222222222222222,619.777777777778,1.55555555555556,619.777777777778,8.63713290194126,1,0.230290456431535
"ALAMIT_7_ES1","Alamitos Energy Storage",710016,7,100.45,105.5,0.0502737680438029,-1.85714285714286,368.571428571429,2.14285714285714,368.571428571429,6.64808362369338,2,NA
"ALAMIT_7_ES1","Alamitos Energy Storage",161396,5,100.45,94,0.0642110502737681,-0.2,471,0.6,471,4.67894474863116,3,NA
"ALAMIT_7_ES1","Alamitos Energy Storage",646375,5,100.45,88,0.123942259830762,-0.2,282.4,2.2,282.4,4.38028870084619,4,NA
"ALAMIT_7_ES1","Alamitos Energy Storage",928521,4,100.45,99.5,0.00945744151319067,-1.25,522.25,1.75,522.25,3.96217023394724,5,NA
"ALAMIT_7_UNIT 3","ALAMITOS GEN STA. UNIT 3",129058,3,326.76,422,0.291467743909903,0,195.666666666667,0,195.666666666667,2.12559676827029,1,0.0843123704215617
"ALAMIT_7_UNIT 3","ALAMITOS GEN STA. UNIT 3",701449,2,326.76,318,0.0268086669114946,0,9858.5,0,9858.5,1.94638266617701,2,NA
"ALAMIT_7_UNIT 3","ALAMITOS GEN STA. UNIT 3",242617,3,326.76,480,0.468968049944914,0.666666666666667,39990,0.666666666666667,39990,1.59309585016526,3,NA
"ALAMIT_7_UNIT 3","ALAMITOS GEN STA. UNIT 3",178320,2,326.76,226.84,0.305790182396866,1,129600,1,129600,1.38841963520627,4,NA
"ALAMIT_7_UNIT 3","ALAMITOS GEN STA. UNIT 3",121938,2,326.76,200.2,0.387317909168809,0,360,0,360,1.22536418166238,5,NA
"ALAMIT_7_UNIT 4","ALAMITOS GEN STA. UNIT 4",192081,1,334.43,375,0.121310887181174,0,757,0,757,0.878689112818826,1,0.0199414687266045
"ALAMIT_7_UNIT 4","ALAMITOS GEN STA. UNIT 4",525717,1,334.43,288,0.138833238644858,1,1,1,1,0.861166761355142,2,NA
"ALAMIT_7_UNIT 4","ALAMITOS GEN STA. UNIT 4",124785,1,334.43,275,0.177705349400472,0,34117,0,34117,0.822294650599528,3,NA
"ALAMIT_7_UNIT 4","ALAMITOS GEN STA. UNIT 4",405603,1,334.43,268,0.198636485961188,0,2040,0,2040,0.801363514038812,4,NA
"ALAMIT_7_UNIT 4","ALAMITOS GEN STA. UNIT 4",129058,1,334.43,422,0.261848518374548,0,157,0,157,0.738151481625452,5,NA
"ALAMIT_7_UNIT 5","ALAMITOS GEN STA. UNIT 5",242617,2,480,480,0,1,56219,1,56219,2,1,0.5
"ALAMIT_7_UNIT 5","ALAMITOS GEN STA. UNIT 5",370551,1,480,480,0,1,NA,1,NA,1,2,NA
"ALAMIT_7_UNIT 5","ALAMITOS GEN STA. UNIT 5",891900,1,480,473,0.0145833333333333,0,449,0,449,0.985416666666667,3,NA
"ALAMIT_7_UNIT 5","ALAMITOS GEN STA. UNIT 5",178320,2,480,226.84,0.527416666666667,1,184379,1,184379,0.945166666666667,4,NA
"ALAMIT_7_UNIT 5","ALAMITOS GEN STA. UNIT 5",189846,1,480,359,0.252083333333333,1,116699,1,116699,0.747916666666667,5,NA
"ALAMO_6_UNIT","ALAMO POWER PLANT",164152,2,17,15,0.117647058823529,0,118,0,118,1.76470588235294,1,0.433333333333333
"ALAMO_6_UNIT","ALAMO POWER PLANT",482688,1,17,17,0,5,234,5,234,1,2,NA
"ALAMO_6_UNIT","ALAMO POWER PLANT",603185,1,17,17,0,5,234,5,234,1,3,NA
"ALAMO_6_UNIT","ALAMO POWER PLANT",699923,1,17,16,0.0588235294117647,0,685,0,685,0.941176470588235,4,NA
"ALAMO_6_UNIT","ALAMO POWER PLANT",217748,1,17,19.12,0.124705882352941,5,234,5,234,0.875294117647059,5,NA
"ALHMBR_1_ALHSLR","SG Alhambra",148758,3,50,50,0,0,96.6666666666667,0,96.6666666666667,3,1,0
"ALHMBR_1_ALHSLR","SG Alhambra",973878,3,50,50,0,0,96.6666666666667,0,96.6666666666667,3,2,NA
"ALHMBR_1_ALHSLR","SG Alhambra",154578,3,50,40,0.2,0,96.6666666666667,0,96.6666666666667,2.4,3,NA
"ALHMBR_1_ALHSLR","SG Alhambra",288336,3,50,67.5,0.35,0,96.6666666666667,0,96.6666666666667,1.95,4,NA
"ALHMBR_1_ALHSLR","SG Alhambra",461606,3,50,30,0.4,0,756.666666666667,0,756.666666666667,1.8,5,NA
"ALMASL_2_AL6BT6","Almasol 6 BES",126265,1,50,38,0.24,5,60,5,60,0.76,1,0.473684210526316
"ALMASL_2_AL6BT6","Almasol 6 BES",965468,1,50,80,0.6,5,2460,5,2460,0.4,2,NA
"ALMASL_2_AL6BT6","Almasol 6 BES",818615,1,50,5,0.9,0,3257,0,3257,0.1,3,NA
"ALMASL_2_AL6BT6","Almasol 6 BES",101767,1,50,400,7,5,6840,5,6840,-6,4,NA
"ALMASL_2_GS1SR1","Almasol Generating Station 1",277359,1,125,125,0,0,577,0,577,1,1,0
"ALMASL_2_GS1SR1","Almasol Generating Station 1",676452,1,125,125,0,0,577,0,577,1,2,NA
"ALMASL_2_GS1SR1","Almasol Generating Station 1",627078,1,125,120,0.04,0,21540,0,21540,0.96,3,NA
"ALMASL_2_GS1SR1","Almasol Generating Station 1",152145,1,125,105,0.16,0,577,0,577,0.84,4,NA
"ALMASL_2_GS1SR1","Almasol Generating Station 1",243483,1,125,104,0.168,0,397,0,397,0.832,5,NA
"ALMASL_2_GS4SR4","Almasol Generating Station 4",118279,2,100,100,0,0,481.5,0,481.5,2,1,0
"ALMASL_2_GS4SR4","Almasol Generating Station 4",199925,2,100,100,0,0,481.5,0,481.5,2,2,NA
"ALMASL_2_GS4SR4","Almasol Generating Station 4",152145,2,100,105,0.05,0,481.5,0,481.5,1.9,3,NA
"ALMASL_2_GS4SR4","Almasol Generating Station 4",277359,2,100,125,0.25,0,481.5,0,481.5,1.5,4,NA
"ALMASL_2_GS4SR4","Almasol Generating Station 4",676452,2,100,125,0.25,0,481.5,0,481.5,1.5,5,NA
"ALMASL_2_GS6SR6","Almasol Generating Station 6",529747,1,100,75,0.25,0,180,0,180,0.75,1,0.3
"ALMASL_2_GS6SR6","Almasol Generating Station 6",144713,1,100,52.5,0.475,0,300,0,300,0.525,2,NA
"ALMASL_2_GS6SR6","Almasol Generating Station 6",940797,1,100,10,0.9,0,300,0,300,0.1,3,NA
"ALMASL_2_GS6SR6","Almasol Generating Station 6",967390,1,100,10,0.9,0,300,0,300,0.1,4,NA
"ALMASL_2_GS6SR6","Almasol Generating Station 6",707140,1,100,2.56,0.9744,0,300,0,300,0.0256000000000001,5,NA
"ALMASL_2_GS7SR7","Almasol Generating Station 7",634503,1,132,108,0.181818181818182,0,155,0,155,0.818181818181818,1,0.305555555555556
"ALMASL_2_GS7SR7","Almasol Generating Station 7",529747,1,132,75,0.431818181818182,0,180,0,180,0.568181818181818,2,NA
"ALMASL_2_GS7SR7","Almasol Generating Station 7",144713,1,132,52.5,0.602272727272727,0,300,0,300,0.397727272727273,3,NA
"ALMASL_2_GS7SR7","Almasol Generating Station 7",933839,1,132,20,0.848484848484849,0,48940,0,48940,0.151515151515151,4,NA
"ALMASL_2_GS7SR7","Almasol Generating Station 7",158727,1,132,250,0.893939393939394,0,395,0,395,0.106060606060606,5,NA
"ALMEGT_1_UNIT 1","ALAMEDA GT UNIT 1",142368,4,25,25,0,0.25,1928.25,0.25,1928.25,4,1,0
"ALMEGT_1_UNIT 1","ALAMEDA GT UNIT 1",331315,5,25,20,0.2,0,1296.8,0,1296.8,4,2,NA
"ALMEGT_1_UNIT 1","ALAMEDA GT UNIT 1",461606,4,25,30,0.2,0,1021,0,1021,3.2,3,NA
"ALMEGT_1_UNIT 1","ALAMEDA GT UNIT 1",565664,4,25,20,0.2,0,301,0,301,3.2,4,NA
"ALMEGT_1_UNIT 1","ALAMEDA GT UNIT 1",699923,5,25,16,0.36,0.4,510.6,0.4,510.6,3.2,5,NA
"ALMEGT_1_UNIT 2","ALAMEDA GT UNIT 2",331315,4,25,20,0.2,0,1576,0,1576,3.2,1,0
"ALMEGT_1_UNIT 2","ALAMEDA GT UNIT 2",461606,4,25,30,0.2,0,1021,0,1021,3.2,2,NA
"ALMEGT_1_UNIT 2","ALAMEDA GT UNIT 2",565664,4,25,20,0.2,0,301,0,301,3.2,3,NA
"ALMEGT_1_UNIT 2","ALAMEDA GT UNIT 2",142368,3,25,25,0,0,2570.66666666667,0,2570.66666666667,3,4,NA
"ALMEGT_1_UNIT 2","ALAMEDA GT UNIT 2",699923,4,25,16,0.36,0.25,638,0.25,638,2.56,5,NA
"ALPSLR_1_NTHSLR","Alpaugh North, LLC",133003,1,20,35,0.75,-4,652,4,652,0.25,1,0.2
"ALPSLR_1_NTHSLR","Alpaugh North, LLC",256419,1,20,4,0.8,-4,172,4,172,0.2,2,NA
"ALPSLR_1_NTHSLR","Alpaugh North, LLC",906818,1,20,4,0.8,-4,172,4,172,0.2,3,NA
"ALPSLR_1_NTHSLR","Alpaugh North, LLC",163228,1,20,70,2.5,-5,94544,5,94544,-1.5,4,NA
"ALPSLR_1_NTHSLR","Alpaugh North, LLC",104627,1,20,130,5.5,1,348,1,348,-4.5,5,NA
"ALPSLR_1_SPSSLR","Alpaugh 50 LLC",542415,1,50,42,0.16,5,60,5,60,0.84,1,0.285714285714286
"ALPSLR_1_SPSSLR","Alpaugh 50 LLC",163228,1,50,70,0.4,-5,94545,5,94545,0.6,2,NA
"ALPSLR_1_SPSSLR","Alpaugh 50 LLC",842570,1,50,5,0.9,5,6420,5,6420,0.1,3,NA
"ALPSLR_1_SPSSLR","Alpaugh 50 LLC",147278,1,50,127.5,1.55,5,960,5,960,-0.55,4,NA
"ALPSLR_1_SPSSLR","Alpaugh 50 LLC",701449,1,50,318,5.36,5,1080,5,1080,-4.36,5,NA
"ALT6DN_2_WIND7","Pinyon Pines 1",524669,1,164.31,242,0.472825756192563,0,0,0,0,0.527174243807437,1,0
"ALT6DN_2_WIND7","Pinyon Pines 1",774828,1,164.31,242,0.472825756192563,0,0,0,0,0.527174243807437,2,NA
"ALT6DN_2_WIND7","Pinyon Pines 1",599767,1,164.31,68,0.586148134623577,0,780,0,780,0.413851865376423,3,NA
"ALT6DN_2_WIND7","Pinyon Pines 1",126265,1,164.31,38,0.768729839936705,0,1080,0,1080,0.231270160063295,4,NA
"ALT6DS_2_WIND9","Pinyon Pines 2",711517,1,132,120,0.0909090909090909,0,NA,0,NA,0.909090909090909,1,0.308333333333333
"ALT6DS_2_WIND9","Pinyon Pines 2",178982,1,132,83,0.371212121212121,0,3450,0,3450,0.628787878787879,2,NA
"ALT6DS_2_WIND9","Pinyon Pines 2",135013,1,132,46,0.651515151515151,0,320,0,320,0.348484848484849,3,NA
"ALT6DS_2_WIND9","Pinyon Pines 2",134647,1,132,25,0.810606060606061,0,1520,0,1520,0.189393939393939,4,NA
"ALT6DS_2_WIND9","Pinyon Pines 2",681987,1,132,393,1.97727272727273,0,90,0,90,-0.977272727272727,5,NA
"ALTA3A_2_CPCE4","Alta Wind 4",243483,1,102,104,0.0196078431372549,0,60,0,60,0.980392156862745,1,0.28
"ALTA3A_2_CPCE4","Alta Wind 4",603374,1,102,72,0.294117647058824,0,14580,0,14580,0.705882352941176,2,NA
"ALTA3A_2_CPCE4","Alta Wind 4",900843,1,102,70,0.313725490196078,0,5021,0,5021,0.686274509803922,3,NA
"ALTA3A_2_CPCE4","Alta Wind 4",561276,1,102,140,0.372549019607843,0,420,0,420,0.627450980392157,4,NA
"ALTA3A_2_CPCE4","Alta Wind 4",131816,1,102,58,0.431372549019608,0,5021,0,5021,0.568627450980392,5,NA
"ALTA3A_2_CPCE8","Alta Wind 8",711517,1,150,120,0.2,0,NA,0,NA,0.8,1,0.616666666666667
"ALTA3A_2_CPCE8","Alta Wind 8",135013,1,150,46,0.693333333333333,0,319,0,319,0.306666666666667,2,NA
"ALTA3A_2_CPCE8","Alta Wind 8",134647,1,150,25,0.833333333333333,0,1519,0,1519,0.166666666666667,3,NA
"ALTA4A_2_CPCW1","Alta Wind 1",209289,1,150,150,0,0,6,0,6,1,1,0
"ALTA4A_2_CPCW1","Alta Wind 1",877294,2,150,75,0.5,0,120.5,0,120.5,1,2,NA
"ALTA4A_2_CPCW1","Alta Wind 1",561276,1,150,140,0.0666666666666667,2,1115,2,1115,0.933333333333333,3,NA
"ALTA4A_2_CPCW1","Alta Wind 1",599767,2,150,68,0.546666666666667,1,866.5,1,866.5,0.906666666666667,4,NA
"ALTA4A_2_CPCW1","Alta Wind 1",906210,1,150,171,0.14,0,558,0,558,0.86,5,NA
"ALTA4B_2_CPCW2","Alta Wind 2",561276,1,150,140,0.0666666666666667,-1,1176,1,1176,0.933333333333333,1,0.214285714285714
"ALTA4B_2_CPCW2","Alta Wind 2",432033,1,150,190,0.266666666666667,-1,1356,1,1356,0.733333333333333,2,NA
"ALTA4B_2_CPCW2","Alta Wind 2",556956,1,150,104.5,0.303333333333333,-1,156,1,156,0.696666666666667,3,NA
"ALTA4B_2_CPCW2","Alta Wind 2",131041,1,150,93,0.38,0,719,0,719,0.62,4,NA
"ALTA4B_2_CPCW2","Alta Wind 2",138140,1,150,86,0.426666666666667,-1,756,1,756,0.573333333333333,5,NA
"ALTA4B_2_CPCW3","Alta Wind 3",561276,1,150,140,0.0666666666666667,-2,1171,2,1171,0.933333333333333,1,0.0285714285714285
"ALTA4B_2_CPCW3","Alta Wind 3",599767,2,150,68,0.546666666666667,-1,825.5,1,825.5,0.906666666666667,2,NA
"ALTA4B_2_CPCW3","Alta Wind 3",906210,1,150,171,0.14,0,420,0,420,0.86,3,NA
"ALTA4B_2_CPCW3","Alta Wind 3",432033,1,150,190,0.266666666666667,-2,1351,2,1351,0.733333333333333,4,NA
"ALTA4B_2_CPCW3","Alta Wind 3",556956,1,150,104.5,0.303333333333333,-2,151,2,151,0.696666666666667,5,NA
"ALTA4B_2_CPCW6","Mustang Hills",140162,1,150,94.5,0.37,0,34845,0,34845,0.63,1,0.433862433862434
"ALTA4B_2_CPCW6","Mustang Hills",512382,1,150,53.5,0.643333333333333,0,945,0,945,0.356666666666667,2,NA
"ALTA4B_2_CPCW6","Mustang Hills",857430,1,150,50,0.666666666666667,0,11025,0,11025,0.333333333333333,3,NA
"ALTA4B_2_CPCW6","Mustang Hills",113238,1,150,40,0.733333333333333,0,11385,0,11385,0.266666666666667,4,NA
"ALTA4B_2_CPCW6","Mustang Hills",206861,1,150,25,0.833333333333333,0,1065,0,1065,0.166666666666667,5,NA
"ALTA6E_2_WIND10","Alta Wind 10",695464,1,134.84,131,0.0284781963808959,4,116,4,116,0.971521803619104,1,0.083969465648855
"ALTA6E_2_WIND10","Alta Wind 10",175361,1,134.84,120,0.110056363097004,0,5220,0,5220,0.889943636902996,2,NA
"ALTA6E_2_WIND10","Alta Wind 10",234079,1,134.84,112.5,0.165677840403441,0,900,0,900,0.834322159596559,3,NA
"ALTA6E_2_WIND10","Alta Wind 10",447809,1,134.84,100,0.258380302580837,0,1260,0,1260,0.741619697419163,4,NA
"ALTA6E_2_WIND10","Alta Wind 10",482638,1,134.84,242,0.794719667754376,0,540,0,540,0.205280332245624,5,NA
"ALTWD_2_COAWD1","Coachella 1",419525,1,50.4,80,0.587301587301587,0,10000,0,10000,0.412698412698413,1,0.951923076923077
"ALTWD_2_COAWD1","Coachella 1",741424,1,50.4,1,0.98015873015873,0,1900,0,1900,0.0198412698412699,2,NA
"ALTWD_2_COAWD1","Coachella 1",129473,1,50.4,100,0.984126984126984,0,9640,0,9640,0.0158730158730158,3,NA
"ALTWD_2_COAWD1","Coachella 1",123980,1,50.4,200,2.96825396825397,0,1000,0,1000,-1.96825396825397,4,NA
"ANAHM_2_CANYN1","CANYON POWER PLANT UNIT 1",529201,3,49.21,49.21,0,0,39.3333333333333,0,39.3333333333333,3,1,0.807491702228544
"ANAHM_2_CANYN1","CANYON POWER PLANT UNIT 1",163228,1,49.21,70,0.422475106685633,0,186658,0,186658,0.577524893314367,2,NA
"ANAHM_2_CANYN1","CANYON POWER PLANT UNIT 1",110222,1,49.21,25,0.491973176183703,0,778,0,778,0.508026823816297,3,NA
"ANAHM_2_CANYN1","CANYON POWER PLANT UNIT 1",134647,1,49.21,25,0.491973176183703,0,0,0,0,0.508026823816297,4,NA
"ANAHM_2_CANYN1","CANYON POWER PLANT UNIT 1",348028,1,49.21,15,0.695183905710221,0,958,0,958,0.304816094289779,5,NA
"ANAHM_2_CANYN2","CANYON POWER PLANT UNIT 2",990961,7,48.04,48.04,0,0,60.5714285714286,0,60.5714285714286,7,1,0.858510764838825
"ANAHM_2_CANYN2","CANYON POWER PLANT UNIT 2",121961,1,48.04,48.5,0.00957535387177354,0,6400,0,6400,0.990424646128226,2,NA
"ANAHM_2_CANYN2","CANYON POWER PLANT UNIT 2",917526,1,48.04,49.42,0.0287260616153206,0,NA,0,NA,0.971273938384679,3,NA
"ANAHM_2_CANYN2","CANYON POWER PLANT UNIT 2",491191,1,48.04,49.5,0.0303913405495421,0,38080,0,38080,0.969608659450458,4,NA
"ANAHM_2_CANYN2","CANYON POWER PLANT UNIT 2",619413,1,48.04,49.5,0.0303913405495421,0,38080,0,38080,0.969608659450458,5,NA
"ANAHM_2_CANYN3","CANYON POWER PLANT UNIT 3",698118,5,46.49,46.49,0,0,138.25,0,138.25,5,1,0.815013981501398
"ANAHM_2_CANYN3","CANYON POWER PLANT UNIT 3",110612,1,46.49,43,0.0750699075069908,0,5220,0,5220,0.924930092493009,2,NA
"ANAHM_2_CANYN3","CANYON POWER PLANT UNIT 3",178875,1,46.49,43,0.0750699075069908,0,4560,0,4560,0.924930092493009,3,NA
"ANAHM_2_CANYN3","CANYON POWER PLANT UNIT 3",179973,1,46.49,43,0.0750699075069908,0,10680,0,10680,0.924930092493009,4,NA
"ANAHM_2_CANYN3","CANYON POWER PLANT UNIT 3",980759,1,46.49,43,0.0750699075069908,0,5220,0,5220,0.924930092493009,5,NA
"ANAHM_2_CANYN4","CANYON POWER PLANT UNIT 4",155479,5,49.8,49.8,0,0,109.2,0,109.2,5,1,0.74144578313253
"ANAHM_2_CANYN4","CANYON POWER PLANT UNIT 4",921125,2,49.8,32.19,0.353614457831325,0,7593,0,7593,1.29277108433735,2,NA
"ANAHM_2_CANYN4","CANYON POWER PLANT UNIT 4",710387,1,49.8,46.66,0.0630522088353414,0,266,0,266,0.936947791164659,3,NA
"ANAHM_2_CANYN4","CANYON POWER PLANT UNIT 4",761564,1,49.8,56,0.124497991967872,0,4560,0,4560,0.875502008032128,4,NA
"ANAHM_2_CANYN4","CANYON POWER PLANT UNIT 4",201934,2,49.8,21.59,0.566465863453815,0,7593,0,7593,0.86706827309237,5,NA
"ANZA_6_SOLAR1","Seville Solar One",134647,1,20,25,0.25,0,4950,0,4950,0.75,1,0.872
"ANZA_6_SOLAR1","Seville Solar One",669632,3,20,0.64,0.968,0,2111.66666666667,0,2111.66666666667,0.0960000000000001,2,NA
"ANZA_6_SOLAR1","Seville Solar One",598153,3,20,0.34,0.983,0,2051.66666666667,0,2051.66666666667,0.051,3,NA
"ANZA_6_SOLAR1","Seville Solar One",977347,1,20,190,8.5,0,215,0,215,-7.5,4,NA
"APLHIL_1_SFKHY1","South Fork Powerhouse",256419,1,2.68,4,0.492537313432836,0,248,0,248,0.507462686567164,1,0
"APLHIL_1_SFKHY1","South Fork Powerhouse",646670,1,2.68,4,0.492537313432836,0,248,0,248,0.507462686567164,2,NA
"APLHIL_1_SFKHY1","South Fork Powerhouse",906818,1,2.68,4,0.492537313432836,0,248,0,248,0.507462686567164,3,NA
